	stat_Pinfestans	stat_Cfulvum	stat_PSTVd_S23	stat_PSTVd_M	stat_Bcinerea	stat_Mincognita_7dpi	stat_Mincognita_14dpi
mRNA:Solyc03g113950.4.1	-4.91452870878785	0.61801525075975	0.81243412811599	-0.670588668647464	-13.3714253280792	2.79553295374421	-1.24439742047039
mRNA:Solyc03g113960.4.1	5.46052038429753	2.48298721635091	2.71306339396595	2.35266613112337	4.76365919712695	0.961118337326193	-3.09291163961493
mRNA:Solyc03g113970.4.1	1.07967943406645	0.0554870633983353	2.73575905991836	1.98113189926454	-4.23707456683668	-2.88777563933489	-5.69498560858877
mRNA:Solyc03g113980.3.1	2.37324797683203	0.25688080156591	-1.17442163510838	0.630888836046806	-0.5074922784998	-2.55809815650675	-2.99489702338561
mRNA:Solyc03g113990.4.1	-3.52246682474187	2.33582848853289	1.91663899231803	0.595929209621075	-2.23875102650158	-5.37532573839625	-1.4924658243896
mRNA:Solyc03g114000.3.1	5.23245214200174	4.60390153565888	1.10377519103295	2.00275599569898	7.10917608349539	-3.98989019525649	-7.01384376211892
mRNA:Solyc03g114010.3.1	-2.28173200356358	3.02090369260833	0.77605061128186	-0.228949390493251	1.26691550200481	-5.30544380733745	1.81768528609883
mRNA:Solyc03g114020.3.1	-5.47555149339096	-0.171712018244717	2.2098115786294	0.209565927425678	-2.62066766319266	-0.598280689449966	2.01339921710045
mRNA:Solyc03g114030.3.1	-3.17637593398436	-5.02806209414431	-2.18957028398733	-3.1604793536427	-9.98984410871962	9.59075897302366	0.810244741158177
mRNA:Solyc03g114033.1.1	-0.269777517819105	0.0	0.0	0.0	0.0	-0.0522539917581849	0.0
mRNA:Solyc03g114037.1.1	-0.269777517819105	0.0	-0.694868093212838	-0.511262669795387	0.0	0.0	0.0
mRNA:Solyc03g114040.3.1	-3.13884246583278	-0.548155083599184	-1.21083451682777	-0.193363919694641	-5.13457334517239	-0.0343592508961411	2.8763837257345
mRNA:Solyc03g114050.3.1	1.43953466358053	4.37559735294523	-0.986842393432072	-1.84789796218278	5.07020375329525	-0.839608605644296	2.8605637806411
mRNA:Solyc03g114060.3.1	3.85103138457719	0.751779229047576	-0.0245265932519188	3.80897857271666	9.1671630856202	-3.99593773548666	3.77761076523872
mRNA:Solyc03g114070.3.1	-6.60425409828622	-9.1221876129803	-2.6076156331934	-2.7479449310258	-11.1284653381274	0.71075475879616	-3.5513993464379
mRNA:Solyc03g114080.2.1	4.89309171904245	-0.296620413722421	0.128009327239779	-0.306359985382666	1.40092071886516	-8.96537950252557	-8.71431364500245
mRNA:Solyc03g114090.1.1	7.1388224734244	-2.00827305716203	-0.465170890068141	-0.546186222372359	-0.456900706791529	-7.01196167930036	-2.23275864978991
mRNA:Solyc03g114100.1.1	8.10256995273584	0.242570196559123	0.54467764810419	6.80153952856841	4.07771905498912	-0.10328533254798	-1.76022929972347
mRNA:Solyc03g114110.4.1	-3.23800953121927	-5.39319755274792	-0.0658236642020636	0.682981838007301	-12.0211140938877	2.6097673906577	3.40422665290872
mRNA:Solyc03g114120.3.1	1.88380357009264	-8.60864379512349	0.529986545599275	-0.122396346060288	-3.8434546728745	-2.20903251527094	12.3653138981146
mRNA:Solyc03g114130.1.1	-5.32183681047706	-3.79592242336733	-0.952586852055338	2.42227072296626	-10.0530279193405	3.46543037826318	4.28656197407542
mRNA:Solyc03g114140.3.1	0.731296387736604	3.67758857840823	3.38246453784046	0.844468382855976	-0.668465081229978	-3.38141559631162	2.08892382749069
mRNA:Solyc03g114150.3.1	-9.42793189988037	-2.79620709055941	10.1324398665751	4.05980099106034	-16.3963333436148	-10.6792207712022	-13.3651605827747
mRNA:Solyc03g114160.1.1	2.1986377650406	-0.747083389326981	-1.51506537857112	-0.226890263723034	-0.235812672497086	-4.54285199802945	1.80661568034383
mRNA:Solyc03g114170.3.1	-0.0692139744372931	0.571967761006714	-2.4960873744941	-1.32505958776451	1.86427961195754	4.23035821825826	-4.9225718026674
mRNA:Solyc03g114175.1.1	-3.7301697166815	6.9117600837353	0.450885043388228	1.09748636010217	5.39194435374779	7.58453900150535	4.09116425676771
mRNA:Solyc03g114190.1.1	2.32851288911228	1.17855718210272	-1.83873832014228	-3.05736858905117	1.01320081623035	-0.714557092657684	-1.47803156771013
mRNA:Solyc03g114200.4.1	2.70376063335989	1.51298750107544	-0.558048571934983	0.400090693876127	1.69682728264029	0.0	-2.11836928829463
mRNA:Solyc03g114210.3.1	7.5116556395223	2.50807836663485	4.60569337986898	6.30710047112103	3.01052151876936	0.223991179448087	1.52196118929001
mRNA:Solyc03g114220.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc03g114230.2.1	9.61446333623795	3.89759758409262	0.292949827148493	0.233176477577076	11.8453144059768	0.0	-3.81479301016084
mRNA:Solyc03g114233.1.1	0.0	0.0	0.0	0.0	0.0	-1.0392232980023	0.0
mRNA:Solyc03g114237.2.1	1.42913117011711	0.0	0.0	0.0	8.06415791831088	0.0	-1.54349741998392
mRNA:Solyc03g114240.5.1	-2.5154574804335	-0.40160195924112	-3.43531462524893	-1.20142822915144	-3.77807195063795	1.0591341448859	-3.78653811196213
mRNA:Solyc03g114250.4.1	-6.48905670898509	-3.66147149009364	-1.15311744451671	-1.52312339437865	-8.6801496728927	1.92902880864779	6.71434311018311
mRNA:Solyc03g114260.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc03g114270.1.1	0.0	0.0	-0.0686855001705258	0.0270676967403701	0.0	0.0	1.3192227234591
mRNA:Solyc03g114280.3.1	-3.8809062652301	-1.07783642539314	-0.608655032989358	-1.75373198305809	-0.417145167212038	1.69298248199945	-3.49238815809004
mRNA:Solyc03g114290.4.1	-5.05130405929509	0.876517779664701	0.895759871434054	0.505916442187182	-1.88391482286755	-1.79074820627478	2.49034917171332
mRNA:Solyc03g114300.5.1	-1.04295705063708	2.88378449860218	-0.259142266998697	0.784671106039355	7.38993893600088	2.32696158305378	2.06852033799465
mRNA:Solyc03g114310.3.1	-8.35930700559581	-2.84767981047029	0.41821735034992	0.170388266015001	-5.05400257635354	5.9532854356869	-0.797146559864511
mRNA:Solyc03g114320.4.1	-1.19822528140142	-1.32400661225279	-1.96435598320228	0.164872579063302	-4.19289602180562	-4.05340855110754	-2.88641962102906
mRNA:Solyc03g114330.3.1	-2.77591445927833	-1.03450145923342	0.444497299446488	-1.06655277633951	-9.68750423713777	0.941696596826043	2.78508956624064
mRNA:Solyc03g114340.3.1	-4.10086330545527	-2.95235185870186	1.04570535929164	0.693809951380143	-10.3007241180449	-19.4303758183354	-13.3081016904763
mRNA:Solyc03g114350.1.1	5.9200285601585	-3.88136161411878	0.564707371651294	2.66888552984803	11.4729294789697	-5.74439289563428	-6.39149233742765
mRNA:Solyc03g114360.4.1	1.66698859750618	0.0517084322536095	-1.91394645007664	1.85254458950605	3.98525291506231	-3.53808955403711	-3.00722480171974
mRNA:Solyc03g114370.5.1	2.9284114041836	6.87609154611872	-1.89609880440409	-2.96939056668783	5.05059320150973	-2.16998568688618	2.21754973200484
mRNA:Solyc03g114380.4.1	3.3228596791363	-2.27540195086335	-1.1789857552433	-0.248703917755046	-2.01963634665954	-3.829469183638	-8.38158930054609
mRNA:Solyc03g114390.1.1	-2.91642158314855	-2.2556921389003	-0.0096981634121706	1.10154985706721	0.343994242351127	-1.48105444987119	-2.37027876449191
mRNA:Solyc03g114400.3.1	-1.8399272832969	-1.61384460877809	0.581596429471329	0.179651300173217	1.93940932334776	-0.77692211151103	-0.669513471911107
mRNA:Solyc03g114410.3.1	-0.595164336100041	-2.6169733078489	2.0434921177276	1.60733290548957	-1.89957690063233	-1.82605839320968	6.52904414842352
mRNA:Solyc03g114420.1.1	3.46113457144233	0.0	-0.60050239211684	0.653382281760036	-0.757179992671352	0.464746763976065	-0.47288825782162
mRNA:Solyc03g114430.1.1	4.74829227268849	-2.52113705082726	0.700758955980672	2.10600536036365	-1.17813048220178	-5.15460347545396	1.16519234944609
mRNA:Solyc03g114440.1.1	0.0388299314808305	0.829680222946327	1.10613686798732	-0.616682708160804	0.0611872584305854	-5.83707475460425	-1.71623583775744
mRNA:Solyc03g114450.3.1	-8.77140543512853	-6.94969121516669	1.18392540390266	-0.469464427833014	-14.3977535370344	2.17174796650908	-0.0984511684170372
mRNA:Solyc03g114460.3.1	4.33419133443296	0.695415927945723	3.16244496459787	2.27549364020315	-0.205525673893175	4.68397472215752	1.75129735530639
mRNA:Solyc03g114470.2.1	-1.49891136506593	-2.29868765700716	0.360071581463201	1.07274217239765	-3.62359355300445	-2.95104296383284	7.00199464740194
mRNA:Solyc03g114480.4.1	1.95860910620149	3.63036827299846	-0.159451127124453	0.0040918269300316	2.53280013905928	-2.16585293517902	-3.24483971769988
mRNA:Solyc03g114490.3.1	0.193132157377475	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc03g114500.4.1	13.6587757692859	3.66249322761	-0.161221914381808	1.81202986992215	17.242319874784	-1.20232024308945	-8.17424405966349
mRNA:Solyc03g114510.5.1	-5.61545725506441	-3.65441339779127	2.55242016257352	1.74310171404185	-9.76021618620778	2.04965965539201	-0.640458806265823
mRNA:Solyc03g114520.3.1	6.31556694426354	0.912266445095898	-0.510072985013671	0.363660966182665	-0.173067352680062	3.29710861030013	4.68018131019754
mRNA:Solyc03g114530.5.1	-0.80136301997279	-4.40066223995686	-0.0686855001705254	0.350242500943062	-0.671212661432338	0.0	0.0
mRNA:Solyc03g114540.2.1	0.0	-0.150759389345655	0.0	0.0	-0.189860964195333	0.0	0.0
mRNA:Solyc03g114550.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc03g114560.3.1	1.75711367338033	-4.36902872677044	0.0858393707429918	0.0	-1.6139771350523	0.0	-0.381717604227451
mRNA:Solyc03g114580.4.1	-21.3453413310552	-0.850771924430866	2.14440572904361	0.854429895876665	-9.03941774379961	-3.03106263427122	-2.15001359849193
mRNA:Solyc03g114590.3.1	-0.351480837049461	2.24879768161809	-0.19108537168136	0.675769266643767	0.720042423165634	-1.24779467676282	4.15278402497926
mRNA:Solyc03g114600.5.1	-0.417666037007457	2.11031343776399	1.51748827897797	1.40811654553291	4.5721832121497	-6.31760609592655	-4.97497651057887
mRNA:Solyc03g114610.1.1	0.527961236790776	0.0	0.345391025790705	0.407673872827083	0.0611872584305854	0.0	0.0
mRNA:Solyc03g114620.1.1	0.0	0.0	0.235463407811624	0.952589231290666	0.0	4.63011623757185	0.0
mRNA:Solyc03g114640.4.1	-3.842654465671	-1.42831126565168	1.53005642424293	1.51599891020934	-15.0718032187838	1.72586907123022	-2.20110960906475
mRNA:Solyc03g114650.3.1	-0.579018075424684	1.63423105977171	-0.610153963988054	-0.689366078966194	-0.340428109571684	0.637577106111971	1.26343065898857
mRNA:Solyc03g114660.1.1	2.62807143514563	0.614095862378035	2.04131199554568	3.98659163149423	-0.424105846030726	-2.34954509103697	7.32529419371419
mRNA:Solyc03g114670.4.1	-8.79433281195402	-0.777877849869326	-1.48021410052689	0.0129020328049909	-6.3885937888509	2.81379296711892	1.84935012758024
mRNA:Solyc03g114690.4.1	4.56164074831879	-1.3378358675884	-1.92071484833514	-0.467174090731283	0.0562475372681153	1.08255889167031	-3.59915416997269
mRNA:Solyc03g114700.2.1	3.98541659704945	0.0	-0.883157711599793	-0.0133956784855797	0.0	-5.92363992366948	0.630850924844529
mRNA:Solyc03g114705.1.1	5.46691062760132	-0.781336029331845	0.310721882249767	-0.31489889561301	-1.50081112977318	-1.12881597265625	0.0834267453280989
mRNA:Solyc03g114710.4.1	4.41258124257255	2.120755840207	0.494839638503625	0.867198021909432	1.32113344818338	0.10138522111672	-3.00991124643627
mRNA:Solyc03g114720.3.1	3.38267329925002	-5.44100384199048	-0.865293622360729	0.667223068887803	-6.47964339984368	2.66683324712882	0.836966872582465
mRNA:Solyc03g114730.3.1	0.800607315696261	-4.4326731525372	-4.48842024333637	-4.51878902955983	-10.0434585032074	6.95913987507831	3.75578354806397
mRNA:Solyc03g114740.5.1	1.39832846364285	4.70945645530147	0.920470843937771	-0.0783722550557557	-6.18468131498028	6.5076746687817	2.14030092754318
mRNA:Solyc03g114750.3.1	1.43121148764277	-1.88242030432528	-1.35769522951896	-1.69444344545027	-1.7011390764179	-12.7032531481749	-10.3033965983682
mRNA:Solyc03g114760.3.1	-6.05232826954134	0.928774639348202	-0.874051525353755	-0.377201570575493	-4.76489227268052	0.552796379250127	-8.3350756203079
mRNA:Solyc03g114770.3.1	0.347435882027443	0.135987722387219	-0.694868093212838	-0.620169104208959	-2.30531846487283	0.183448268636685	0.0
mRNA:Solyc03g114780.3.1	-1.34374333733998	6.14998758891809	-0.514221599835747	0.551535771649236	4.77663746773058	1.8711895250215	5.49482288176514
mRNA:Solyc03g114790.3.1	-2.88676341894755	0.684036304838776	-0.510734563611456	-0.427286019070217	-3.28318132835052	-2.22814015843513	4.32528853035305
mRNA:Solyc03g114800.1.1	0.330893889594701	-0.562851977416578	-1.84664362066188	-3.02649962726711	-1.56729711662383	7.30345962161355	3.78027076730802
mRNA:Solyc03g114810.3.1	4.55147133449442	2.12636796373685	-0.699210894144992	0.0435165238775451	0.935296362935149	0.305448175209642	2.21982617401143
mRNA:Solyc03g114820.3.1	7.50989079558966	2.00876411831811	-0.0167692814863543	0.809778413688586	3.63414390804559	0.647877700550129	-5.39099330826762
mRNA:Solyc03g114830.3.1	1.68773650725559	-0.0308492892871806	-0.453721690524578	-0.235397907176496	-0.0727048111339308	0.0	2.66555477358493
mRNA:Solyc03g114840.3.1	-2.3846666401513	-0.115031644536061	-0.338725498560965	0.121822495554061	2.45717695557931	0.62628306019079	0.221779473083633
mRNA:Solyc03g114850.4.1	-1.59126622400175	-1.41240543200172	1.88125943335461	1.29814764003174	-1.55128690215449	11.1801398997147	-3.83490573532408
mRNA:Solyc03g114860.4.1	4.85119970314721	9.3864569849935	-1.91033475551086	-1.75616773627026	18.577273957416	5.39426852519808	0.477885902906538
mRNA:Solyc03g114870.1.1	0.0	1.05804465458781	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc03g114880.3.1	-0.687166882080686	3.50458012309777	-0.426136471855231	0.168171353012889	0.3299412121429	0.0	-0.318148754196777
mRNA:Solyc03g114890.4.1	8.36160379099973	10.8606958745865	1.05087605770042	1.68139263020114	5.79804839687963	3.22724374313453	-2.35331481772583
mRNA:Solyc03g114910.5.1	1.47823039235548	0.401627556305995	0.308838246612202	1.14924747204644	0.0	0.364425044042596	-1.01018410474069
mRNA:Solyc03g114900.3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc03g114915.1.1	-0.428184840286535	1.01610718926016	-0.879378758439256	0.280627635768008	0.0627941793857422	0.0	0.0
mRNA:Solyc03g114920.1.1	-0.978266690783765	5.16397447968092	-0.653401787834864	-1.0579564833915	0.419325009699393	-3.87127939050114	-3.52089506053019
mRNA:Solyc03g114930.3.1	-6.19130249275429	-4.58146489361608	1.21683670757519	-0.192787260172291	-11.7116352392541	-0.489943494153453	3.65711953179154
mRNA:Solyc03g114940.3.1	-6.25804509387131	-1.02061207559315	3.93815839076465	-1.96549285193567	-5.83268632865308	-0.129232338831544	-2.20402578786109
mRNA:Solyc03g114950.2.1	2.82248857636233	7.78600942067957	3.47851249168934	4.12437445380628	9.40375123870645	-7.32553958822015	-37.8359786112609
mRNA:Solyc03g114960.4.1	-0.963016454324536	3.77584895559069	-1.18856073180637	-1.92598224096085	-4.44832443223081	5.43179596299904	2.67513858425917
mRNA:Solyc03g114970.3.1	-3.1782492575173	-7.30973335990123	-1.32409606457567	0.581339342194172	-15.1190336242154	11.3893804126276	3.63906387397403
mRNA:Solyc03g114980.4.1	0.40011187558566	2.30442379992304	0.694863548239485	-0.280648794141548	-1.49269238806767	-1.60944552544703	1.15095282254709
mRNA:Solyc03g114990.2.1	0.784431445421278	1.85642673611031	1.6041615145093	0.957438130147286	0.541973865987323	-4.33593040969405	-2.40843290495649
mRNA:Solyc03g115000.3.1	-7.52541800658801	-6.33481079550364	-0.349639933171357	-0.350246934757787	-6.93891532569285	-0.408291019497984	-8.36689700517742
mRNA:Solyc03g115010.3.1	-0.32508911902095	-0.114609840049674	-0.410961033796985	-0.31489889561301	-0.736971070595914	0.0	0.0
mRNA:Solyc03g115020.3.1	-7.0312034672544	-8.91919086609187	2.26734963782746	1.43564835293474	-10.2896711098679	-3.44071502694558	1.89265789112567
mRNA:Solyc03g150155.1.1	-0.121293386291139	2.96055202652446	-0.375463564158131	-1.10170027272099	1.43668033120608	5.40379238104465	0.0050674609982968
mRNA:Solyc03g115040.4.1	1.60846144611562	3.77291752873228	-0.325354907485194	-0.134244672141188	-5.19050928032742	1.4203474629471	1.25397536261567
mRNA:Solyc03g115060.3.1	15.5934387760293	8.37672614244619	2.60178916343095	2.4870605695337	35.4161349252833	3.3088474552913	1.60014940879128
mRNA:Solyc03g115070.1.1	1.18807057191252	-1.90561011432648	3.0493611194197	1.18980058897719	5.72982701108171	-2.16288713865585	0.534969557426207
mRNA:Solyc03g150156.1.1	0.646814119784257	0.0	0.0	0.0	-0.189860964195333	0.0	0.0
mRNA:Solyc03g115080.2.1	-0.840047101659385	-0.466831802916967	-0.83881839415706	-3.03175371134717	-0.936939852423089	1.22259769581015	-2.89234869443662
mRNA:Solyc03g115090.1.1	0.347435882027443	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc03g115100.4.1	-8.21976780051272	-0.584459558795319	-1.31544090765017	-1.40154459650087	-6.12511562285218	4.16216515235677	3.92583378632067
mRNA:Solyc03g115110.4.1	9.80342125235336	1.988626707696	0.115878333988912	2.76062702806442	7.03887804068438	-2.3441126574012	-16.1384560499016
mRNA:Solyc03g115120.1.1	4.12892598651401	-2.23774511351525	-0.574117500543177	-0.0388742468493486	-0.0275046004415335	4.88783274768416	9.62908747137081
mRNA:Solyc03g115140.4.1	2.68085778392718	2.20434915768273	0.261587304290325	1.30454041449286	4.87388297823756	-2.79243679507018	7.6495315639117
mRNA:Solyc03g115150.4.1	-3.46998599671824	-1.58029117232761	-2.12363982807827	-1.67991343945428	-0.455076560685055	6.81558639458764	-1.4794992174504
mRNA:Solyc03g115160.3.1	-0.041357809987251	-0.490451947760081	-1.17261225912445	-0.425262180903216	-0.189860964195333	2.41047140478416	6.24917259083931
mRNA:Solyc03g115165.1.1	0.347435882027443	-0.290935293428317	0.0	0.0	0.0	3.01581640484222	1.25537532131324
mRNA:Solyc03g115170.1.1	-3.80172516310619	1.51839074747446	-0.522467982823188	-0.904545778189643	1.40677427409207	-1.26902218418883	2.3159162461497
mRNA:Solyc03g115180.3.1	-0.393136070431598	-0.464531414925966	1.5830719244386	0.447397880974773	0.272106106792909	0.0	1.56922292654199
mRNA:Solyc03g161590.1.1	-1.90257481940466	4.11143270166239	-1.92280768533938	-1.08442048538449	1.68485469370316	-4.41501527399851	1.88117381579945
mRNA:Solyc03g115190.5.1	-0.859785138921851	4.83732943350986	0.25817708289863	1.02797346708471	0.91881982496572	1.24502539150324	1.4747271883542
mRNA:Solyc03g115200.3.1	-1.50428676771011	-2.89251915434258	-2.39551661115778	-2.40663248902677	-7.29841296358782	20.7314084917221	2.40835584946038
mRNA:Solyc03g115220.5.1	1.45081075413966	12.7161358036694	1.68918689725788	-0.498048843199541	8.35525621706599	-3.52576360216294	1.76228912939219
mRNA:Solyc03g115230.3.1	-6.98316054275008	-2.14953942742461	-0.661676747901836	2.03789926474444	-1.81339857886471	14.8892963873097	11.5136544394997
mRNA:Solyc03g115240.4.1	1.91939041264462	-0.0849026231264575	-1.14488256875518	-1.4827444373278	-3.50616249526345	0.899678521454434	-1.80019932498149
mRNA:Solyc03g115250.4.1	-2.14190091010579	-2.49936802547493	2.46462038888985	2.4910782308615	-0.833228901984337	3.65761601473682	4.28225326899961
mRNA:Solyc03g115270.3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc03g115280.1.1	-0.397666600166564	0.0103334156995858	0.421791563844489	1.42033321488166	1.77104792843494	1.81480538832937	1.8797820210623
mRNA:Solyc03g115290.3.1	1.88646226635996	2.2884019101911	0.759227287840064	-0.194175733476006	1.35426813395543	-2.36923777954613	-1.56054431412418
mRNA:Solyc03g115300.2.1	0.686708471252634	1.38479083498558	1.1020243622859	-0.265683929763295	-0.193564344125463	3.55347901909382	-0.995473713631094
mRNA:Solyc03g115310.1.1	1.86802533921276	2.28047944691936	1.403274079575	-0.565897738670368	0.881543450844838	-5.70819974416682	-0.999323636581147
mRNA:Solyc03g115320.3.1	1.15992604735692	2.26512638682819	-0.235566729185875	-0.215793732914755	1.52901390417326	6.1308701730535	0.0
mRNA:Solyc03g115330.2.1	-0.650500070046431	-2.63919103350098	0.827363972721777	0.888753508201853	-0.733736209166936	1.65255780761245	-2.43290722213919
mRNA:Solyc03g115340.3.1	0.628031879155678	0.51813584488904	-0.0686855001705258	0.350242500943062	0.0	0.0	0.0
mRNA:Solyc03g115345.1.1	0.0	0.0	-0.527119432751314	-0.431151539920295	0.0	0.0	0.0
mRNA:Solyc03g115360.3.1	3.05845474311402	1.52142972574774	-0.785544092662076	0.571441823015065	8.79104610387793	13.0390475459896	2.99418758391558
mRNA:Solyc03g115370.3.1	4.48493755455333	1.20437127144309	0.915471545971579	6.26999673746709	-2.95683272176559	-0.0028153885716014	1.46445254667398
mRNA:Solyc03g115380.3.1	-0.678476743065918	0.719706167171337	2.26249572421259	3.36753828339648	-7.804052805642	1.83897460849737	-1.90320776901752
mRNA:Solyc03g115390.4.1	0.0073349280373293	0.208941228327131	1.60401992484328	1.74721080965583	3.06870151315358	-2.92730291025035	-0.585437824779976
mRNA:Solyc03g115400.2.1	0.151800348317582	1.63801330385384	-0.0745848841730004	1.00783346631397	2.19364759040863	3.15078119222275	1.76515717339042
mRNA:Solyc03g115410.3.1	7.62771622056128	2.62059840022145	2.34242838548024	2.14173030774934	3.29822092574622	2.56204831875508	-5.61917848455763
mRNA:Solyc03g115420.3.1	2.33112115289711	1.70849407351829	0.860231240606379	-0.187186771521207	2.81498524851712	3.23556978528741	6.76849611478068
mRNA:Solyc03g115430.2.1	0.0	0.0	0.0	0.0	0.0611872584305854	0.0	0.0
mRNA:Solyc03g115440.3.1	0.901963468077472	-1.6641916304121	1.11890990670176	0.645793654510179	0.485282101366608	-1.29569261880936	-0.0372773170067327
mRNA:Solyc03g115450.1.1	-0.509377064543141	1.12923916165859	-0.467693271461625	-1.60092240362712	-0.049437982915694	-8.63701656401543	2.61347915212068
mRNA:Solyc03g115460.3.1	7.05666722579033	7.80920073467428	2.94974065543852	2.43082777294352	4.99942873590231	-5.56279953286899	-1.14221920313699
mRNA:Solyc03g115465.1.1	-0.260733927407557	0.153231213931369	0.385193643346981	0.0142826120417783	-1.17352003803827	-4.07953108146736	-0.560236981862591
mRNA:Solyc03g115470.3.1	6.36256931237796	-3.57580856481288	-0.201428822631707	0.433988760497328	-4.74889052501725	1.05142781286024	-1.40687567888083
mRNA:Solyc03g115480.1.1	-0.269777517819105	0.0	-0.393654377731039	-0.151049644728465	0.0	0.0	0.0
mRNA:Solyc03g115490.1.1	2.66864964474957	1.33542216825937	0.303139304342398	0.907376723312216	1.11733599541525	-0.937638856546947	4.09011922620546
mRNA:Solyc03g115500.3.1	-3.37741157546233	-2.42725702114594	-0.47821326206314	-1.83108307964524	-15.232981377984	1.79807925535184	7.4295049287598
mRNA:Solyc03g115510.3.1	2.74652091941008	3.80856675310407	0.11467397498245	-1.13864343224299	-1.74804369117771	0.272448366678092	9.56615880747777
mRNA:Solyc03g115530.5.1	-9.36764116129328	3.18543376696165	0.212204675966045	1.55636662550515	-6.86563235883186	9.55815544690943	3.18196259682937
mRNA:Solyc03g115540.2.1	-10.1384456611338	-4.28648346228715	-0.318757386357206	0.377991994150333	-5.41956932550461	0.0	0.0
mRNA:Solyc03g115550.3.1	-13.0788451327421	-0.422021717476328	-0.340204835180451	1.10935975808921	-6.20355347819399	-4.84239330114844	1.49381865730281
mRNA:Solyc03g115560.3.1	-7.51306920738229	-5.59680440467568	0.519566205928591	0.922419219805608	-3.10241284273277	-0.92995289925494	-3.15804397649451
mRNA:Solyc03g115580.5.1	0.777545688907907	3.45992004175136	-2.91602975565617	-1.99427423237734	3.05137756130197	-1.09872141407661	1.03726319774669
mRNA:Solyc03g115570.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc03g115590.4.1	-2.22449873286616	-1.87845207428304	-0.631765639538945	-1.99102706440981	-1.14633342750115	-1.52112132113089	5.46747827287472
mRNA:Solyc03g115610.3.1	7.21234905988581	8.91424168934869	2.19534360860112	5.12365713181075	10.0863222808251	-2.33303649226259	-4.40067162071053
mRNA:Solyc03g115620.2.1	0.347435882027443	0.0	-0.0686855001705258	0.0	0.0611872584305854	-7.62013477939848	-7.23532401698048
mRNA:Solyc03g115630.3.1	-0.387864578458841	0.962726308336821	0.60155410988944	-1.10836633501046	4.0104301347418	8.43762829572646	15.4873904142435
mRNA:Solyc03g115640.3.1	-3.56599410317766	-4.49864821469335	-3.37798703055709	-3.02408691428967	-7.41321664072236	4.92876331490752	-4.34043465378203
mRNA:Solyc03g115655.1.1	-0.17248719218613	0.0	-0.101309037083021	0.0404542432542815	-0.141356560364343	0.0	0.0
mRNA:Solyc03g115660.3.1	5.01550761462003	0.980037351137541	-0.48405128046936	-1.18448834812412	-10.8611862888202	6.64781197118211	-4.32313424386769
mRNA:Solyc03g115665.1.1	2.53907615614043	-1.32935515579543	1.09707833688983	0.146149091387445	0.88989381721267	2.93171738576594	6.00713399783728
mRNA:Solyc03g115680.4.1	4.00823264427429	-3.52768480232785	2.81797427189209	3.71629997005735	3.44374747051134	0.945280931469154	2.39310520334136
mRNA:Solyc03g115690.1.1	5.00436795635202	0.396651233339688	-2.09516588919937	-2.76094528611303	-0.83498758987171	-0.940173094862313	-5.20663127381849
mRNA:Solyc03g115700.3.1	3.29227305746646	0.292927543380306	2.48553854464885	3.14334490699816	9.62306994480442	-1.31353316892121	4.48876934086255
mRNA:Solyc03g115710.1.1	5.65453753375304	0.651704791134366	0.60574340174044	3.05076530058799	-2.21154447324005	6.07641892527795	-1.31355690175074
mRNA:Solyc03g115720.3.1	-3.94584478452633	0.960934516802806	-1.90439232745685	-1.54266891962127	-6.61706568235962	0.411171992921396	-1.8224372636889
mRNA:Solyc03g115730.3.1	0.274436293023294	-1.1478591239309	3.26267707247347	1.89111288048332	2.44485930225371	-2.10868630896507	6.99257120326205
mRNA:Solyc03g115740.2.1	1.08509024445204	-1.38521274464341	1.16779536186094	5.1764366554345	-5.1797597060878	-4.34752835643696	-4.02638370637944
mRNA:Solyc03g115750.1.1	0.347435882027443	0.0	0.0	0.0	0.0455636597303868	-1.1461032629873	-6.64047542754447
mRNA:Solyc03g115760.3.1	4.78851138703357	-1.33781336040784	2.48897498914469	0.744894799095627	1.61555372054659	-3.36017397931343	1.54975477085095
mRNA:Solyc03g115770.3.1	8.53132238741573	-2.39701500566242	-0.266125069354038	2.94445316256179	-3.31477076120236	4.39642417927894	1.78758958466355
mRNA:Solyc03g115780.2.1	-2.42447897548666	-1.95634901276712	0.0699915660330071	-0.724934566292148	-5.62159618257801	-0.874902286951195	-0.257203399714772
mRNA:Solyc03g115790.1.1	-3.38010386359053	2.97962552732812	1.02353842574563	2.32777900076849	-1.09071807723575	1.6859046156467	-1.1954725269657
mRNA:Solyc03g115800.1.1	-1.75871274262201	1.97987012937379	0.173723419695024	0.100543171494521	0.0624302929852361	6.22213231476608	-0.945805232677051
mRNA:Solyc03g115810.3.1	-1.04602063119691	-1.41682195528151	1.75521545049991	0.298307419581313	-1.52741059641282	-3.26104707883973	-1.29463827953268
