	log2FoldChange_Pinfestans	log2FoldChange_Cfulvum	log2FoldChange_PSTVd_S23	log2FoldChange_PSTVd_M	log2FoldChange_Bcinerea	log2FoldChange_Mincognita_7dpi	log2FoldChange_Mincognita_14dpi
mRNA:Solyc05g015520.3.1	-0.0824087832180127	-0.0188108093756881	0.110314556900529	0.215397430537705	-0.441540756157293	-0.260223645935147	-0.668092134702054
mRNA:Solyc05g015530.3.1	1.68652174665066	-0.259219295818922	-0.97492690161698	-0.541052286002795	1.41303849096118	0.331958958932195	0.377001212003074
mRNA:Solyc05g015532.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g015534.1.1	-0.359880990419457	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g015536.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160490.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g015658.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g015538.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g015550.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g015555.1.1	-0.541871140543771	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g015570.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g015580.1.1	0.0	0.0	0.0	0.0	0.0	-1.78305817936213	0.0
mRNA:Solyc05g015590.1.1	0.0	0.0	0.0	0.0	0.188367651571188	0.0	0.0
mRNA:Solyc05g015600.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g015610.3.1	-0.332400807221472	0.0161988818391033	0.439515448153971	0.905685359508022	0.0992657977827453	-1.33807572359873	0.652089748809894
mRNA:Solyc05g015630.3.1	0.134975207086892	0.092022591497828	0.375280901524821	-0.0143869826640493	1.47470802313762	0.98167497478875	0.772756178306305
mRNA:Solyc05g015640.3.1	1.43843331876745	0.716468003024657	1.55969254647557	0.352322342641824	0.347824300848612	-1.03131095916993	-0.15752293975003
mRNA:Solyc05g015650.3.1	0.682405738840129	-0.13009485773331	0.377070297175985	0.407843241723359	0.565868063262133	-0.728541263140583	-0.16979901139908
mRNA:Solyc05g160500.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g150118.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g015690.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g015700.1.1	-0.348720835410586	-0.221532286611342	-2.18011233356376	-1.0666766613887	-3.55560253672144	-4.4885201358326	-4.64095993318818
mRNA:Solyc05g015710.3.1	0.977165459516	0.376347208021847	0.56361803982232	0.627593782867282	1.10858014523817	-0.399560705123648	-0.110545533298108
mRNA:Solyc05g015720.2.1	0.0430347729768982	-0.0135010759519665	0.309408092444929	0.1564383982375	0.133695968034199	-0.659074604656303	0.533560016586356
mRNA:Solyc05g015730.1.1	-0.505565182503438	-0.329826756233736	0.891906993547321	0.47698916733887	0.825218709916698	-4.84528792916194	-1.19359142824045
mRNA:Solyc05g015735.1.1	0.0	0.355563896343639	-0.261529688918894	-1.34755993564294	-0.782389890593461	0.545375681632574	0.173057955111613
mRNA:Solyc05g015750.3.1	-0.637566684051022	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g015770.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g015780.1.1	-3.39219190605057	1.79495703576465	3.01826963338661	0.0842355734643827	0.668975036202737	0.0	2.97118125649319
mRNA:Solyc05g015795.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g015800.3.1	5.91625549255285	2.90642237154926	0.0	0.0	-4.49199829627566	0.0	0.0
mRNA:Solyc05g015810.3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g015815.1.1	-4.53302888513614	-0.273800608982889	-2.5791025523109	-0.547669112843666	0.155640209695849	-3.16029382092511	1.04570442885626
mRNA:Solyc05g160510.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g015820.4.1	0.631498086928878	1.09611678604554	-0.0131665281258904	0.09794035960644	1.50034993357096	0.003383569525561	0.106838444094562
mRNA:Solyc05g015825.1.1	0.0	0.0	0.0	0.0	0.188367651571188	0.20075317969089	0.0
mRNA:Solyc05g160270.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g015840.3.1	-0.493505074008811	1.38834499776216	0.349283620639203	0.465348527508628	-0.721071676029552	0.180440997604483	-0.671040605863138
mRNA:Solyc05g015850.5.1	8.35393723878533	6.13348610557478	1.33904101356598	1.09877563402722	10.1710102530124	-1.17844691548788	0.62808730451166
mRNA:Solyc05g015860.4.1	0.558030742702994	0.43085342680976	0.125347304192947	-0.0962009835795284	1.897813068015	0.377429502254943	-0.19168619976321
mRNA:Solyc05g160520.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g015865.1.1	-0.458880271304635	-0.042278774898155	0.788600300518463	-0.486994927058194	-0.663601821882893	0.207385133727431	4.48391766524169
mRNA:Solyc05g015870.1.1	-1.56487740498673	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g015880.3.1	-4.75864744275714	-1.9970265488884	-1.54768698336034	-1.8190187275849	-3.33601628197184	0.551081714507483	0.641458969274443
mRNA:Solyc05g015890.5.1	-0.28293926079046	-2.02650315318828	-1.74791215515917	-1.44474695558466	-0.584495283296421	-0.881254588628759	3.11750627655594
mRNA:Solyc05g160530.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160540.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g015910.1.1	1.08279770220093	3.98249001469423	0.0	0.0842355734643827	0.0	-0.520585895535682	-3.38584118153306
mRNA:Solyc05g015920.3.1	0.0307661016470105	-0.341993241602795	0.146662064554074	0.209062266895158	0.492497040557179	-0.0412226195876978	0.704559229532545
mRNA:Solyc05g015930.4.1	0.113786838223319	-0.322638349353455	0.22232753612753	0.218548280059288	0.656390088571071	-0.268866400994887	0.831602419789154
mRNA:Solyc05g015940.2.1	-2.46176006003101	-5.27341656351894	0.0	0.0	-0.884473173291714	0.0	0.0
mRNA:Solyc05g150119.1.1	-4.72830239550244	-5.3663251449025	0.0	0.0	-0.997665265271385	0.0	0.0
mRNA:Solyc05g015950.3.1	-0.471644588365291	0.892750857573206	-0.331416777420108	-0.139883649392315	0.185242174468586	-1.56674540524099	0.276145116272265
mRNA:Solyc05g150120.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g015980.3.1	0.753954164455334	-1.84916912566223	-0.295554367045127	0.164562467946983	-0.205332272995231	0.579438532814558	0.257265252265695
mRNA:Solyc05g016010.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160550.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160560.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160570.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160580.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160590.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g016030.3.1	0.363814522711809	0.155268819776181	0.101113588654706	0.135854844105085	-0.0916817829500389	0.274356718141943	-0.23161153072993
mRNA:Solyc05g160620.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g016037.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160600.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160610.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160640.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160630.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g016060.5.1	3.77903603367512	0.853782882060642	0.110289263415676	-0.098165017623741	3.28284880822585	-1.13709525806075	-0.948733931875202
mRNA:Solyc05g016070.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g016090.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160650.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g016160.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g016180.3.1	0.543382132293091	0.596990638760024	-0.0803953010574009	-1.8578862269889	0.0148558015413685	-4.15263855511588	2.62842747309216
mRNA:Solyc05g150121.1.1	0.0	0.0	-0.213754555920079	0.0	0.188367651571188	-2.06003490688721	-1.96425255932277
mRNA:Solyc05g016220.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g016230.3.1	-0.916934814196638	0.0097582345166036	0.375172365373166	-0.228101859892279	-0.789292924372502	0.938681931178859	-0.17699075788763
mRNA:Solyc05g016240.4.1	0.225867563347451	-0.0082691742814723	-0.0771651986783758	0.136477670788643	0.52637284602621	-0.318200668888308	0.28248775999777
mRNA:Solyc05g016250.3.1	-1.01926860560699	0.0	-0.213754555920079	0.0	0.0	0.0	0.0
mRNA:Solyc05g016260.3.1	0.558713162595856	0.201846978656157	0.358425301945785	-0.201528759770704	0.730309931375626	-1.27686650996632	-0.575900464747149
mRNA:Solyc05g016290.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g016300.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g016305.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g016310.1.1	2.47242509703989	2.08305747190838	-0.46159407900486	0.388544749674702	5.01297562313918	-0.698382983663422	-0.328927688780875
mRNA:Solyc05g016320.2.1	-0.943622513354296	0.107023575354676	0.307783047143404	0.0447486038438142	0.421362610401816	-0.0660071590831929	-1.45342108208728
mRNA:Solyc05g016330.3.1	-1.03139221134856	-1.00492687339266	0.207428317168316	0.142855034251625	-1.64936906134056	-0.678709894253896	-0.192536503144041
mRNA:Solyc05g016340.1.1	0.0	-0.380808357994394	0.0	0.0	-2.49747081494711	2.28504517813699	1.85617018840839
mRNA:Solyc05g016370.2.1	-0.0532028159232226	1.08567828119042	0.0	0.0842355734643827	0.386593111149062	-2.2029435630659	0.753761353403134
mRNA:Solyc05g016380.4.1	-1.05440100290495	-0.108964108633624	0.256235949382304	-0.0582037885507508	-1.84917441785301	0.568461230947128	0.325765105554836
mRNA:Solyc05g016390.5.1	-2.12617563836335	-0.889350702598267	-2.19010056010026	-1.79273090661818	-1.06000483488989	0.894206745245538	-1.37691745757189
mRNA:Solyc05g016410.3.1	0.0484581873825809	-0.414906482247426	0.155818915712953	-0.0414363288842909	0.216478100261976	-0.425991342406078	0.113011972019214
mRNA:Solyc05g016430.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g016440.3.1	0.315646950269599	-0.564167361202088	0.32822916423472	0.209666948368558	0.278522951182927	-0.277752903178561	-0.365419594431001
mRNA:Solyc05g016460.2.1	0.164563621498362	-0.611888725817916	0.0988060491597171	-0.280036039613629	0.0907748448548865	-0.578391125275713	-0.561100526182013
mRNA:Solyc05g016465.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g016470.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g016490.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g016500.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g016510.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g016520.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g016530.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g016540.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g016550.3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g016560.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g016570.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g016580.3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g016600.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g016610.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g016620.3.1	4.94173219312399	0.0	1.42339480885593	1.86354719171172	2.88528697374041	-3.7786879044768	-1.56849480877449
mRNA:Solyc05g016622.2.1	1.18875813998257	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160680.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g016670.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g162370.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160660.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g162380.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160670.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g016690.3.1	5.95910604292891	9.57830277803163	-1.29492198968699	0.610932050771988	9.96948865149708	1.52699994685375	-1.33636619415588
mRNA:Solyc05g016710.3.1	0.0	2.18870221666308	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g016713.2.1	0.0	-1.13305910105177	0.525607501530045	-3.5098069426379	-1.50942069544147	3.33734693768584	4.65858005693353
mRNA:Solyc05g016715.1.1	0.0	0.736399783724	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160150.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160690.1.1	1.08279770220093	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc03g043577.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g017730.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g017740.1.1	-2.71788958781016	0.0	0.0	0.0	-0.584495283296421	0.0	0.0
mRNA:Solyc05g160160.1.1	-0.491456763995064	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160700.1.1	0.0	-2.02650315318828	-0.213754555920079	0.0	0.0	0.0	0.0
mRNA:Solyc05g017745.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g017760.4.1	-0.451746268521918	0.109884600242306	-0.156671421819901	-0.0430420904196452	-0.0256718464669785	1.24216143574644	0.943817948518071
mRNA:Solyc05g160710.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g017770.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g017780.1.1	0.0	2.66503084935243	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g017790.1.1	0.0	0.585587564564681	0.557622975422524	0.497319920372873	-0.824146465158619	-1.69434238849617	4.33685502473064
mRNA:Solyc05g017795.1.1	1.88051138366744	0.0	0.0	0.0	0.0	-1.88008674905461	0.390392186716586
mRNA:Solyc05g017797.2.1	2.89809039980971	0.0	0.0	0.0	0.0	-2.92211482424834	-2.48077768226742
mRNA:Solyc05g017840.4.1	-0.940898591847837	-0.444570442927809	0.0713959249766976	-0.502552458238003	0.795844358511802	0.446862069523858	5.26221050101417
mRNA:Solyc05g160730.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160740.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160720.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g150122.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160750.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g017860.3.1	0.266211747147381	0.0425763001144197	0.381270497170844	0.177412225204943	1.23492358083069	-0.806469885246674	-0.570451538005295
mRNA:Solyc05g017863.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g017870.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g017890.4.1	0.129609458288407	0.0040299888610587	0.177216658859849	0.145022272961122	0.418424266652155	0.0856250680159041	-0.0753559139399935
mRNA:Solyc05g017900.3.1	-0.479423342702132	-0.122944659087095	0.0944443029755635	-0.0514992169424022	-0.322089950951289	-2.36118629799005	-0.0721110855349378
mRNA:Solyc05g017910.1.1	-2.09320457593875	-2.73900837097255	0.0	0.0842355734643827	-0.948866244136546	-3.17212539131993	3.20662955770251
mRNA:Solyc05g017940.3.1	-0.617404893367311	-0.221714807151426	-1.22449045807198	-0.871175624957316	-0.186706215101039	-0.259610581679403	0.270529841819436
mRNA:Solyc05g017950.3.1	-0.57943746365419	-0.415339840642256	0.56965979650297	0.368177941204614	-2.46859641096331	-0.129504318185609	-0.0047796625988675
mRNA:Solyc05g160770.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160760.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g017970.1.1	-4.43552146891507	-0.431274289612188	0.0	0.0	-3.25404877947184	2.66400363525877	0.0
mRNA:Solyc05g017980.3.1	0.236899507213758	-0.576812838628975	-0.693076614831877	-0.347274988543599	-1.02319223287759	1.15048110777271	-0.141002509753018
mRNA:Solyc05g017990.4.1	-0.909821846834131	0.137076944012625	-0.0749579661487042	0.175901667841497	-0.762184474502858	-0.218716990269683	0.976855212256423
mRNA:Solyc05g018010.3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160810.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g018020.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160780.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160790.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160800.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g018030.1.1	0.601906361635518	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160820.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g018037.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g018050.1.1	-1.10137300874566	0.734191642567872	-0.202669320656886	-0.322136968294247	1.01774748377422	-0.240319410447377	2.68879182314711
mRNA:Solyc05g018060.1.1	0.0	-0.406403087844619	-0.732675974520412	0.0376458196448927	0.742169331905406	0.965841579090093	3.19969902859545
mRNA:Solyc05g160830.1.1	0.0	-3.10339557571941	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g018120.2.1	0.163079858975869	-3.36452412729861	-0.303370271071747	-0.489141060786115	0.594256450813051	-1.16735284252051	0.0
mRNA:Solyc05g018130.3.1	-0.891549052048994	-0.893695994598292	-0.196974385900766	-0.84555290599647	-1.10134667668547	-2.15302861697089	-2.42689907818175
mRNA:Solyc05g018150.3.1	1.24076506553882	1.43560539926532	0.137083316527365	0.0143044500097143	1.83033063058418	-0.0329921739418393	0.486595100523687
mRNA:Solyc05g018160.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g018170.1.1	0.0	-2.68791865137682	-2.69579126350751	-2.53993674013842	0.0	0.0	0.0
mRNA:Solyc05g160840.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160020.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160030.1.1	0.0	0.0	-1.05299343889194	-0.273353041152911	0.188367651571188	0.0	0.0
mRNA:Solyc05g018180.3.1	-0.181555044722531	0.442289747950242	0.210304615533727	0.507948867896287	1.86533792311152	0.845022947172958	-0.420985753022726
mRNA:Solyc11g028150.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g018185.1.1	2.85453778169988	3.60578573401598	0.60824439131566	0.332621776693883	2.7039453773798	0.0	0.0
mRNA:Solyc05g018190.1.1	3.21584594778336	3.46435005920496	0.186434361805883	0.766729867589144	1.23709637593603	0.0	0.0
mRNA:Solyc05g018210.3.1	-0.737967626444482	-1.47263532935028	0.2218471963258	0.0871879002868579	-3.22762044941226	0.55683005101367	0.296302540845845
mRNA:Solyc05g018215.1.1	-0.840772330984866	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g018230.4.1	0.381024094727537	1.73045560902379	-0.0910756187037191	-0.0056335815881838	-1.00257752049752	-0.175066631021907	0.284426089597946
mRNA:Solyc05g018240.4.1	-0.785353142203691	-0.106559364228528	0.0830246189047225	0.270179475033318	-0.414138732886795	0.217154067667946	0.527551374785986
mRNA:Solyc05g160850.1.1	0.0	0.0	0.0	0.0	0.0	-0.159917202442605	0.0
mRNA:Solyc05g160860.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc12g062770.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160280.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g018300.3.1	-0.819322240673091	-0.714330086941671	-0.114259741288013	-0.417431600558791	-1.86321196109049	0.82947340194365	0.165577700115792
mRNA:Solyc05g018310.1.1	1.57302371887531	1.66295232892816	-1.83987875451605	-0.155119158189596	0.0	2.99099403316948	-1.33861361310211
mRNA:Solyc05g018320.3.1	0.65271732394059	0.170905621418629	0.110393211745954	0.191821212801961	0.893431178467319	0.208715920322085	-0.0396367239758076
mRNA:Solyc05g160880.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160900.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160890.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g055520.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160870.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160910.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g018340.4.1	-0.29602146159657	0.0635124619855077	0.0940570718585668	0.294450646857996	0.861370393845804	0.147356729408659	0.242063745675074
mRNA:Solyc05g018350.5.1	0.05010048757519	0.374132145132987	0.256705303607737	-0.318485447367475	0.46482541443079	-0.994217336852852	0.846948181123092
mRNA:Solyc05g018360.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g018370.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g018380.1.1	0.0925721161209451	-4.56310402736568	-0.589610573297571	-0.712645355382592	-1.52613777403964	0.0	0.0
mRNA:Solyc05g018390.3.1	0.160552277410367	-0.33793432879855	-0.281088697258896	-0.005897095825691	-0.229143878653263	0.779457250903905	0.169770548151826
mRNA:Solyc05g150123.1.1	-2.70096110099922	0.487313302015736	0.118733012190186	0.368140396980336	0.907071968833953	0.777406998656984	1.22022844849889
mRNA:Solyc05g018400.1.1	-1.91902788294778	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g018403.2.1	-4.10902935975845	0.11842089253505	-1.15233953106268	-0.853765144587121	-1.20884500611297	-4.38683033575923	-3.05570862960467
mRNA:Solyc05g018405.1.1	-0.588608496579417	-0.984579577502622	1.21955989161426	1.13918299518994	0.0114766765921413	-1.36292440168966	2.02355089556425
mRNA:Solyc05g160920.1.1	-1.29715202484841	0.439312768614063	-0.486956722119184	0.203858568115764	-1.05542125468293	1.82822742380175	0.221477204714314
mRNA:Solyc05g018410.3.1	2.15327247425315	-0.281707016653949	0.675133247087276	0.321365822864347	0.59897322870993	2.57108109677378	5.82305274567052
mRNA:Solyc05g018413.2.1	-3.61097566421541	0.653945983919715	0.0	0.0	0.0	0.0	-0.139193177419182
mRNA:Solyc05g018417.1.1	0.010963465218336	-1.61044601061513	1.0247151222695	1.24744222736799	-0.487843079751671	-0.326444847230195	3.37655758470684
mRNA:Solyc05g018430.3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g018440.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160290.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g018450.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160930.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g018470.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160940.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160950.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g018480.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g018482.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g018486.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g018488.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g018490.3.1	0.234505006921192	0.0382921210181269	0.286097135392052	0.160082449496332	0.125671347882262	-0.46993481206449	0.31219133915825
mRNA:Solyc05g018500.3.1	0.732830205705141	1.02047411221546	0.0952303144164022	-0.0307300096711865	0.363804601488318	-0.302358808616896	-0.73708146343896
mRNA:Solyc05g018510.3.1	-2.23978422962121	-1.60360926781783	0.721775934855376	-0.277452087095085	-3.60123151191092	0.604713247300157	0.565431452442048
mRNA:Solyc05g018520.3.1	0.311523965140842	0.141372558493962	-0.221368954272707	0.0249876956505473	0.57226235130649	0.274463406908604	-0.281997189460794
mRNA:Solyc05g018525.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g160960.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc05g018560.1.1	-1.07748332240209	0.0	-0.181138248802659	0.842578485745025	1.39181045847638	-3.10298190957376	0.0
mRNA:Solyc05g018570.3.1	0.412537651116683	0.564187668178601	-0.26036722589518	-0.183804118016228	0.498229170053795	0.0571879563946137	0.289913330203739
mRNA:Solyc05g018590.3.1	0.100076101586457	0.247402857786241	-0.210114995990085	0.0852401958207254	0.897984032055024	-0.329148803768209	-0.124498813967809
mRNA:Solyc05g018600.3.1	-0.282608935342106	0.042054494760328	-0.21909032119061	0.28095484157061	-1.17686556813528	0.0411797155514644	0.314529857830924
mRNA:Solyc05g018610.3.1	0.66154631401126	0.541721896776187	0.18449722142213	0.266355963417877	1.20333310818726	-0.950000273013398	0.183366748597553
mRNA:Solyc05g018630.1.1	-0.207292675909684	-0.615285444676194	0.0908951727410385	-1.31807069424773	-1.58506754621082	2.3772810790723	1.09234905642015
mRNA:Solyc05g018640.3.1	-0.264963384755079	-0.623077312548885	1.61793415203156	1.53714325426104	-1.4540864595502	2.2594183826648	0.0079346922012282
mRNA:Solyc05g018650.4.1	-1.24610180067986	-0.323101635324122	0.201338693853437	0.0242663194566605	-1.83490444098222	0.175089025729681	0.779611157336575
