	log2FoldChange_Pinfestans	log2FoldChange_Cfulvum	log2FoldChange_PSTVd_S23	log2FoldChange_PSTVd_M	log2FoldChange_Bcinerea	log2FoldChange_Mincognita_7dpi	log2FoldChange_Mincognita_14dpi
mRNA:Solyc02g030520.1.1	0.121015021070109	-0.185775242321117	-1.24934711740265	-0.951635800775922	-0.996995608777286	-1.73768132514201	0.0
mRNA:Solyc02g030523.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g030525.1.1	0.0	0.0	0.0	0.0	0.188367651571188	0.0	0.0
mRNA:Solyc02g030527.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g030530.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g160680.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g160690.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g160700.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g030550.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g030560.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g030565.1.1	1.08279770220093	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g030580.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g160720.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g030590.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g030600.3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g160710.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g150115.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g030610.4.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g030620.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g030625.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g030630.3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.58214589780739
mRNA:Solyc02g066905.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032685.2.1	0.0	1.57958996960267	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g030637.2.1	-0.634933988018771	-3.695488812961	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g160740.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g030650.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g030660.3.1	-3.68052720465696	2.66503084935243	0.0	0.0	-0.584495283296421	0.0	0.0
mRNA:Solyc02g160750.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g160760.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g031680.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g031700.3.1	-2.52671132442707	-1.78808544981213	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g031710.3.1	0.460394314842415	-0.509084352716275	0.205332178014269	0.292788960789217	-2.75376686977836	0.152248438964747	-0.741227840324338
mRNA:Solyc02g031730.1.1	-6.09634970305489	-2.70537062719717	0.0	0.0	1.93056452341423	0.0	0.0
mRNA:Solyc02g031740.3.1	-1.31519791225935	0.0070026461178108	-0.551879909523192	-0.776824950139698	-1.64069769772579	2.30240437878388	-0.359035441912091
mRNA:Solyc02g031750.3.1	-2.30050534115379	-0.696043622416276	-1.12119038838244	0.215193229514006	-1.24562138451784	-2.4237422720839	-1.91269136892189
mRNA:Solyc02g031755.1.1	1.88196352460895	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g031770.5.1	-0.402705230705094	0.152732745109167	-0.356577553903902	-0.1877219585144	-0.849857589388778	-0.0376903988218654	0.0366704598570399
mRNA:Solyc02g031780.1.1	0.367242492249707	1.62294533421814	-1.43507041887991	-1.1423281387232	-2.54667394293557	0.0	3.63871195168161
mRNA:Solyc02g031790.4.1	2.2709414331972	4.32954935503156	2.79636287921446	2.82615632560277	5.03769649027728	-1.35706086782147	-0.230071629056442
mRNA:Solyc02g031800.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g031810.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g031830.1.1	0.748460771018568	0.0510538313061631	-0.0474388372629113	0.277357135274043	0.170151998703325	-0.386735840572915	-0.107298636805796
mRNA:Solyc02g031840.3.1	-0.26931774340871	-0.41143876436962	0.214979125227326	-0.400514190402189	-0.814104935678369	-0.640267326245697	0.175971333568592
mRNA:Solyc02g031850.1.1	0.435901026266165	0.1924482902618	-0.150430142759653	-0.232933491701578	1.01723569562509	1.55561549707343	1.74900014614543
mRNA:Solyc02g031860.3.1	0.356959360644783	0.211185968146414	-0.0331473776388863	0.0690819341134394	0.490977408852296	0.491591240849412	0.281744087991741
mRNA:Solyc02g031890.3.1	0.0	0.0	-1.05299343889194	-0.754246809580838	0.0	0.0	0.0
mRNA:Solyc02g031900.3.1	0.417586042962716	-0.191955077554062	-0.132399416947567	0.204985926966552	0.33897981515257	-0.800059711628258	-0.592691618290839
mRNA:Solyc02g031910.2.1	0.362535370800296	0.0454500534220331	-0.0329455604571197	0.009152464335164	0.47674904711283	0.278266136276684	0.105704170840674
mRNA:Solyc02g031920.4.1	-0.840772330984866	-2.08931298871668	0.0	0.0	-3.21070213357859	0.0	0.0
mRNA:Solyc02g031930.2.1	0.0	0.0	0.0	0.0	0.188367651571188	0.0	0.0
mRNA:Solyc02g031940.3.1	-0.201883267537484	0.0	0.0	0.0	-0.223824941376676	0.0	0.0
mRNA:Solyc02g031950.3.1	-2.10420057818443	-0.499434231706132	0.0	0.0	0.136850603894034	0.0	0.0
mRNA:Solyc02g031960.3.1	1.47876717248533	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g031970.1.1	-0.0108453106622462	0.398461746191246	-0.318327752051123	-0.122606558179689	0.31900627244556	3.56697473768886e-05	0.0959911892825606
mRNA:Solyc02g031980.3.1	0.112281847687724	0.192556568969384	0.136885752168223	0.0984622233439476	0.283654006110271	-1.16919511104141	0.208213764551274
mRNA:Solyc02g031990.1.1	2.68845714270374	3.35862276365605	-0.333146586347534	-1.22608699670575	4.61756839303798	-2.57344584434932	-0.985424811787763
mRNA:Solyc02g032000.1.1	0.0	1.66295232892816	0.0	0.0	0.188367651571188	0.0	0.0
mRNA:Solyc02g032010.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032020.3.1	1.32340897850897	4.64034403369019	0.0	0.0	0.188367651571188	0.0	0.0
mRNA:Solyc02g032030.1.1	0.674497210406969	0.764739806353981	0.281197927793935	-1.25044399122557	0.0	-2.75141720122118	-7.16040243721003
mRNA:Solyc02g032040.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g160770.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032050.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032060.1.1	0.0	0.0	-0.213754555920079	0.0	0.0	0.0	0.0
mRNA:Solyc02g032090.1.1	0.0	-0.221973294914932	0.0	0.084235573464383	0.0	0.0	0.0
mRNA:Solyc02g032100.4.1	0.182318599586384	0.560081023630489	-0.292292925953954	-0.810954263023797	1.0412742825977	-2.55064171721663	-0.739605777513553
mRNA:Solyc02g160780.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032120.3.1	-0.0215938199011382	0.336667986290018	0.250906272003674	0.0881851365541505	0.143953189111347	-0.668109323329174	0.588796184224263
mRNA:Solyc02g032140.4.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032130.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032150.1.1	2.91346695334459	0.736399783724	0.0	0.0	0.188367651571188	0.0	0.0
mRNA:Solyc02g160800.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032155.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032160.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g160790.1.1	1.08279770220093	-3.10339557571941	0.0	1.06522467149545	0.549037993490933	0.0	0.0
mRNA:Solyc02g032173.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032180.3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032185.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032190.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032200.4.1	0.343610441168696	0.658308213000169	0.586003350521007	0.531606699517358	0.865933443189884	0.150324802086732	0.0491579912713844
mRNA:Solyc02g032210.1.1	0.77051588102644	1.34897233831149	0.995700560443643	0.638855906796931	0.549040025367936	-3.03957196324031	2.98883076421289
mRNA:Solyc02g032220.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032230.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032235.2.1	-0.840772330984867	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032240.1.1	-0.840772330984867	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032250.1.1	1.08279770220093	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032260.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g160810.1.1	0.0	0.0	0.0	0.084235573464383	0.0	-0.159917202442605	0.0
mRNA:Solyc02g032270.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032290.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032300.3.1	0.0108814044693997	-0.0637162027591783	0.309657768138203	-0.0943697507024258	0.966600834786644	0.385823550755605	0.381702076499458
mRNA:Solyc02g160820.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032310.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032320.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032330.3.1	0.21457771818584	-0.360151736269814	-0.126452319231654	-0.260739118770651	-0.0840872441222903	0.607286453453547	0.113151596938979
mRNA:Solyc02g032350.1.1	0.0	0.0	0.0	0.0	0.0	0.0	2.96221598784672
mRNA:Solyc02g032380.3.1	-1.04873497899222	-0.937367498412631	-0.0947666570610946	-0.166817015178346	-1.34198266911797	-0.881254588628759	0.0
mRNA:Solyc02g032420.1.1	-2.55851801725224	-0.21367459979894	0.0	0.0	-3.76493812913962	-0.62857529514363	2.66666940834126
mRNA:Solyc02g032480.4.1	-0.0972836276883729	-0.107551301678614	0.0195686847375105	-0.160313307087297	-0.0256723336866087	-1.1483340640274	-0.210793931016254
mRNA:Solyc02g032450.3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032490.3.1	-0.155188838154156	0.131711196980562	0.14833328700158	-0.341711558282714	-0.223553379936246	0.759650605235987	1.95204329328556
mRNA:Solyc02g032510.3.1	0.159239857539476	0.0765340766878587	-0.0014897636267523	-0.100624548694252	-0.271850538293008	-0.308021917191177	-0.0436896519672966
mRNA:Solyc02g032520.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032553.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032550.3.1	0.0	0.0	-0.909484649824673	-0.583951746491762	0.0	-2.76655762993514	-5.82360831391528
mRNA:Solyc02g032555.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g160830.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032560.3.1	0.0	0.0	-2.03090492220889	-0.391954454966182	0.0	-5.85022693131007	-2.8902635565868
mRNA:Solyc00g036968.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032570.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032585.2.1	0.0	0.0	0.0	0.0842355734643827	0.0	0.0	0.0
mRNA:Solyc02g160840.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032590.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032600.1.1	2.99846898883324	0.0	-0.213754555920079	0.0	0.0	0.0	0.0
mRNA:Solyc02g032620.1.1	0.0	0.0	0.0	0.0842355734643827	0.0	-0.159917202442605	0.0
mRNA:Solyc02g032630.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032650.3.1	0.0439542742884311	0.183527640442086	0.480032790954977	0.408433349262133	1.32762744999169	1.13888021526768	-0.170577944696356
mRNA:Solyc02g032660.3.1	-4.47603866353193	-0.894605947392063	-1.00653666783451	-0.89361028864358	-0.920314928176718	-1.12304082254871	-0.777424481542251
mRNA:Solyc02g032670.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032710.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032680.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032690.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g160180.1.1	1.08279770220093	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g066860.3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032720.3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032730.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032740.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032760.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032770.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g160850.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032800.1.1	-0.448810201744732	-0.879897492212921	0.343642595766168	0.44100897912074	1.80219533188267	-0.846937453521322	1.32460101656934
mRNA:Solyc02g032810.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032820.3.1	4.51889152693016	2.7742934852099	-0.860265743460561	-0.757485243228928	0.331141190339314	-4.3331546798687	-2.30435878166492
mRNA:Solyc02g032840.1.1	5.4275854450327	-1.03787882862997	-0.740367851663866	-1.32249911858791	-3.69746289503304	1.70566090681249	0.367688975127875
mRNA:Solyc02g032845.1.1	0.0	1.65477406416226	0.0	0.0	0.188367651571188	0.0	0.0
mRNA:Solyc02g032850.3.1	0.0837731211497856	2.06066319455041	0.795003898281291	0.547491238244645	-0.436324510777513	0.0034059049718755	-0.890454449962267
mRNA:Solyc02g032860.3.1	-1.52059365843181	0.544609758230054	0.572009294505701	0.784384184204704	0.533256688593435	-1.85979815154287	-1.08426569929474
mRNA:Solyc02g032870.5.1	-1.13731512434392	-0.22853415323111	-0.246974416374853	-0.288829637811805	0.0332910993673497	1.23033530589333	2.01464924281832
mRNA:Solyc02g032875.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032877.2.1	0.0	0.0	0.0	0.0	0.188367651571188	0.0	0.0
mRNA:Solyc02g032910.3.1	4.39280141018022	-0.664639973014897	0.0	0.0	0.347630407457467	1.09118768777904	-1.76388358843098
mRNA:Solyc02g032930.3.1	2.03454704446288	0.935761348160178	0.0731981468205654	-0.0477455078124003	4.25803891592243	0.328242764996263	0.788521897971044
mRNA:Solyc02g032940.5.1	-0.62477871186017	0.703141359466597	-0.600319372590121	0.0756405147632221	-0.348262114388472	-0.246623352038428	-2.10936604624604
mRNA:Solyc02g032950.3.1	2.84875428163405	2.51914861114339	0.0101411124005496	-0.520692979676853	1.95448791456575	0.674207402165215	-0.791961412365451
mRNA:Solyc02g032960.3.1	-0.480530144256215	-0.454037077208564	-0.242823385008288	-0.102661869901804	-1.26035627725124	0.892879329201732	0.285025177294558
mRNA:Solyc02g032970.4.1	-0.484270260733768	-0.400440183026958	-0.342925743591923	-0.41028477320497	-0.775242449895529	0.261609812764892	0.192806988233126
mRNA:Solyc02g032980.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g160190.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g032990.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g033000.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g033010.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g033020.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g160860.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g033030.3.1	-0.670642001149533	-0.822023152083866	-1.32309348489052	-1.02352966280568	-1.358747313748	-2.87968851261901	3.61576722530507
mRNA:Solyc02g033040.3.1	1.39045017603753	-1.52029829047238	-1.15233953106268	-0.851896772115762	0.0485629147132699	-0.796630527838972	5.55948105492304
mRNA:Solyc02g033050.3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g033060.3.1	-1.74979141140973	-0.713788857550057	0.0638660854041544	0.55995165014962	-2.4454334459674	-0.83122595443718	0.473533519770995
mRNA:Solyc02g033070.1.1	3.04076715653337	0.498264313339748	-1.2331211830882	-0.151501986956856	0.914498862728981	0.0	-3.05078735717721
mRNA:Solyc02g033080.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g033090.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g160870.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g033100.3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g033110.4.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g160890.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g033120.4.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g160880.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g033115.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g160900.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g160910.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g160920.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g036130.3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g036140.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g036160.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g036170.3.1	3.34617522620151	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g036180.1.1	0.0	0.0	0.0	0.0	0.188367651571188	0.0	0.0
mRNA:Solyc02g036185.1.1	2.61961433103054	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g036190.1.1	1.08279770220093	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g036200.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g036210.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g036215.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g036220.1.1	10.2120086795095	4.41742399402518	0.0	0.0	7.97510814518844	0.0	-3.53081146046503
mRNA:Solyc02g036230.3.1	4.88873962230717	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g036240.1.1	9.43283557063654	2.65628849120292	0.0	0.0	6.12960059388097	0.0	0.0
mRNA:Solyc02g036250.1.1	1.08279770220093	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g036260.5.1	-4.16366748612991	-0.593683564020207	0.0489277871997771	0.465441235894508	-0.393869676350974	1.41291820278623	-1.62558670022896
mRNA:Solyc02g036270.4.1	-0.243197633012782	0.112092869808355	0.500454760466585	0.228426959442119	-0.117694743448716	-1.81537302873469	-0.358735807282521
mRNA:Solyc02g036280.3.1	-0.309786221541711	0.178412201299448	0.642110305298867	0.313108364488816	-0.441099819571203	-1.89361120051736	-1.11827433494012
mRNA:Solyc02g036290.4.1	0.262734771950208	0.0499971937543386	0.0406845629458147	-0.499212197297365	0.305705461854939	1.08026789211217	0.132546039228339
mRNA:Solyc02g036300.3.1	-0.256537690954684	-0.121440566893725	-0.56398448004095	-0.666510079939514	0.820649670412945	-0.690081246720098	-0.151207953064517
mRNA:Solyc02g036310.4.1	-0.0211642974115083	-0.113569479142462	-0.648679812606161	-0.438798854115742	-0.108691770318532	-0.140466147858061	-0.0063639361355009
mRNA:Solyc02g036330.3.1	0.0454400774014753	-0.080435068854632	0.421851711139241	0.22908134971205	0.306733884027286	0.189230304703946	0.453800575908432
mRNA:Solyc02g160930.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g036350.3.1	0.226339718113717	-0.122097835879105	-0.822276306807457	-1.65724212812994	1.02863925561798	-0.885350587716618	-1.54914475613093
mRNA:Solyc02g036360.1.1	-0.738193368630732	0.792752951524782	0.127664762242008	0.428273642592191	-0.5513063589981	0.0505077202142973	-0.0793787630035251
mRNA:Solyc02g036370.3.1	4.58269770773885	-1.3172554114812	0.67358921280143	0.866113325767968	2.22405046020271	0.253912144366823	1.01772823814501
mRNA:Solyc02g036380.3.1	0.3570807202229	-0.0168417023965547	0.588705316263865	0.499345212877544	0.10675377034907	0.281226071171279	0.384343118725497
mRNA:Solyc02g036390.1.1	-0.325637939886454	-3.12355511225798	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g160330.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g160940.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g036420.2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g036430.2.1	-2.09471617475364	0.180498565449838	-1.00683973378963	-0.113819560153874	-0.202941127500524	2.68820731285067	-2.36184759733673
mRNA:Solyc02g036440.3.1	-1.76937552189892	2.18468009301148	-0.770140970378534	0.429213189314725	0.510632840466107	-0.520583284711761	3.39604547803275
mRNA:Solyc02g036450.3.1	0.113390552196126	-0.278477007532868	0.284691029742828	0.148779505733938	0.386610274854919	-1.12757267925774	0.0858864660325537
mRNA:Solyc02g036470.5.1	-1.34554152148576	-0.692366180344268	0.0969583651022732	-0.270854104500679	-1.86953700332923	0.0043551571570665	0.871911229187431
mRNA:Solyc02g036460.3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g036480.1.1	2.46192032104822	3.48534692441692	-0.307906909504892	-0.586748587213007	2.83086069823346	-0.347619709595539	-2.39813603112352
mRNA:Solyc02g037490.1.1	1.86400520091469	-0.536214910513062	0.0	0.0	-1.46753637795731	3.31750192265284	-0.860530747954595
mRNA:Solyc02g037500.1.1	3.06580363522029	3.97476633898652	1.06653360926613	1.12095913238979	5.27359381501705	-2.02523965649066	0.191035114734014
mRNA:Solyc02g037510.3.1	0.425514247930995	-0.162940431074763	0.578729917081558	0.304719777633716	0.398096421849984	-0.231909535753383	-0.632978846665046
mRNA:Solyc02g160950.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g037530.3.1	-1.3478368470547	-0.240064528453537	-0.449606194654126	-0.3862567945641	-1.35974571971366	1.08510148921342	-0.324212110583334
mRNA:Solyc02g037540.3.1	0.549141242034423	4.97204148335816	2.83707950318039	2.23586433783942	2.38762422606308	-5.87624799399586	-4.7232854348108
mRNA:Solyc02g037550.3.1	-3.35116714817532	-0.603646519978538	0.641126752463957	0.0885169388930976	0.549040475149743	0.0	1.37430600585097
mRNA:Solyc02g037555.1.1	3.32211575779328	-0.304371838855635	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g037590.3.1	0.590479320033438	1.2749276447805	0.445402942296162	0.106309900987961	0.431935108140116	-1.0084614478715	2.6526606302262
mRNA:Solyc08g062275.2.1	0.60190402617344	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g150116.1.1	-0.840772330984866	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g160200.1.1	0.0	-2.10212824491779	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g038640.3.1	2.00691118403264	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g160960.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g160970.1.1	0.0	0.0	0.0	0.0	0.188367651571188	0.0	0.0
mRNA:Solyc02g038650.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g038660.3.1	-1.01154042372219	-0.557120989499729	0.0	0.0	-2.90854652500015	0.0	0.0
mRNA:Solyc02g038670.3.1	-1.86657697425015	-1.9354623462056	1.6225728729745	0.0	-1.29700921923859	-4.08854347697555	0.582150311138277
mRNA:Solyc02g038680.1.1	0.0	-5.10732953307499	-1.05299343889194	-0.754246809580838	-1.04572924269412	2.15272691529378	0.58214589780739
mRNA:Solyc02g038690.1.1	3.28234693043757	-1.20253116099247	-0.337188120495191	0.327707942558631	0.566103779184876	-0.146190818178012	-1.72146198185296
mRNA:Solyc02g160340.1.1	-0.106756139632497	0.0	-1.32309348489052	-1.02352966280568	0.136850182638664	0.0	0.0
mRNA:Solyc02g038700.3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g160050.1.1	0.0	2.1621042074568	-0.213754555920079	0.0	0.0	0.0	0.0
mRNA:Solyc02g038720.2.1	0.0	0.0	0.0	0.0	0.0	-6.16402381706435	-6.61644972882467
mRNA:Solyc02g038727.1.1	2.04730529156833	0.0	-1.90303826710491	-2.63968933818004	0.0	0.0	-1.47229095713584
mRNA:Solyc02g038740.4.1	3.35774676062696	1.07259320502336	-0.415339495515638	-0.143550295305593	6.12246459094389	-1.0588822811848	-1.8383030899584
mRNA:Solyc02g038750.3.1	0.0507691961470022	1.28080806045688	-0.0089959397214238	-0.213390008979834	1.21239914570659	0.0716647073780909	0.926132963546035
mRNA:Solyc02g038760.5.1	0.131906591995585	0.553540830820507	0.278563970161547	-0.853580015965176	0.196475714418855	4.97976493921372	3.02644716631385
mRNA:Solyc02g038770.1.1	0.0	0.0	0.0	0.0842355734643827	0.0	0.0	0.0
mRNA:Solyc02g160980.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g038790.3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g160990.1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mRNA:Solyc02g038800.1.1	-1.26365021258199	-0.352408651964697	0.0393130550166483	0.0456839712397999	-1.74081424456147	0.798808070925316	0.129723685292434
