gene.name	pathway.name
Solyc01g110360	Glycolysis / Gluconeogenesis
Solyc09g064370	Glycolysis / Gluconeogenesis
Solyc12g099260	Citrate cycle (TCA cycle)
Solyc04g011350	Citrate cycle (TCA cycle)
Solyc11g007720	Citrate cycle (TCA cycle)
Solyc02g085350	Citrate cycle (TCA cycle)
Solyc05g024160	Citrate cycle (TCA cycle)
Solyc02g082860	Citrate cycle (TCA cycle)
Solyc10g074500	Citrate cycle (TCA cycle)
Solyc05g005160	Citrate cycle (TCA cycle)
Solyc06g009820	Citrate cycle (TCA cycle)
Solyc12g095880	Pentose phosphate pathway
Solyc04g045340	Pentose phosphate pathway
Solyc05g050970	Pentose phosphate pathway
Solyc12g056530	Pentose phosphate pathway
Solyc05g008370	Pentose phosphate pathway
Solyc05g015950	Pentose phosphate pathway
Solyc01g110360	Pentose phosphate pathway
Solyc05g055510	Pentose and glucuronate interconversions
Solyc12g019140	Pentose and glucuronate interconversions
Solyc02g080220	Pentose and glucuronate interconversions
Solyc05g014000	Pentose and glucuronate interconversions
Solyc03g083840	Pentose and glucuronate interconversions
Solyc01g091050	Pentose and glucuronate interconversions
Solyc12g095880	Fructose and mannose metabolism
Solyc03g118270	Fructose and mannose metabolism
Solyc12g056530	Fructose and mannose metabolism
Solyc10g074920	Fructose and mannose metabolism
Solyc11g065220	Fructose and mannose metabolism
Solyc02g091830	Fructose and mannose metabolism
Solyc01g110360	Fructose and mannose metabolism
Solyc07g053920	Fructose and mannose metabolism
Solyc12g095880	Galactose metabolism
Solyc04g045340	Galactose metabolism
Solyc06g050130	Galactose metabolism
Solyc11g065220	Galactose metabolism
Solyc03g058970	Galactose metabolism
Solyc08g082440	Galactose metabolism
Solyc03g113030	Galactose metabolism
Solyc02g091830	Galactose metabolism
Solyc10g050850	Galactose metabolism
Solyc08g081530	Ascorbate and aldarate metabolism
Solyc11g012410	Ascorbate and aldarate metabolism
Solyc05g050990	Ascorbate and aldarate metabolism
Solyc02g083620	Ascorbate and aldarate metabolism
Solyc06g060250	Ascorbate and aldarate metabolism
Solyc02g091510	Ascorbate and aldarate metabolism
Solyc02g086710	Ascorbate and aldarate metabolism
Solyc03g083550	Ascorbate and aldarate metabolism
Solyc02g084660	Ascorbate and aldarate metabolism
Solyc10g018260	Ascorbate and aldarate metabolism
Solyc01g097340	Ascorbate and aldarate metabolism
Solyc07g019440	Starch and sucrose metabolism
Solyc01g102580	Starch and sucrose metabolism
Solyc07g064830	Starch and sucrose metabolism
Solyc04g045340	Starch and sucrose metabolism
Solyc04g007910	Starch and sucrose metabolism
Solyc07g055300	Starch and sucrose metabolism
Solyc04g025940	Starch and sucrose metabolism
Solyc05g025500	Starch and sucrose metabolism
Solyc11g065220	Starch and sucrose metabolism
Solyc01g010390	Starch and sucrose metabolism
Solyc03g065340	Starch and sucrose metabolism
Solyc04g053120	Starch and sucrose metabolism
Solyc08g076650	Starch and sucrose metabolism
Solyc04g072920	Starch and sucrose metabolism
Solyc02g091830	Starch and sucrose metabolism
Solyc05g005080	Starch and sucrose metabolism
Solyc09g092130	Starch and sucrose metabolism
Solyc07g006500	Starch and sucrose metabolism
Solyc12g044600	Pyruvate metabolism
Solyc06g053310	Pyruvate metabolism
Solyc12g099360	Pyruvate metabolism
Solyc08g077180	Pyruvate metabolism
Solyc06g060250	Pyruvate metabolism
Solyc03g007810	Pyruvate metabolism
Solyc09g082970	Pyruvate metabolism
Solyc06g069530	Pyruvate metabolism
Solyc11g007720	Pyruvate metabolism
Solyc04g015100	Pyruvate metabolism
Solyc05g024160	Pyruvate metabolism
Solyc09g008840	Pyruvate metabolism
Solyc02g084660	Pyruvate metabolism
Solyc06g009820	Pyruvate metabolism
Solyc09g064370	Pyruvate metabolism
Solyc01g080280	Glyoxylate and dicarboxylate metabolism
Solyc02g082760	Glyoxylate and dicarboxylate metabolism
Solyc12g099360	Glyoxylate and dicarboxylate metabolism
Solyc05g013380	Glyoxylate and dicarboxylate metabolism
Solyc04g015100	Glyoxylate and dicarboxylate metabolism
Solyc01g104000	Glyoxylate and dicarboxylate metabolism
Solyc02g080810	Glyoxylate and dicarboxylate metabolism
Solyc01g093990	Glyoxylate and dicarboxylate metabolism
Solyc09g018790	Glyoxylate and dicarboxylate metabolism
Solyc10g007600	Glyoxylate and dicarboxylate metabolism
Solyc04g054890	Propanoate metabolism
Solyc06g069530	Propanoate metabolism
Solyc01g080930	Propanoate metabolism
Solyc12g006470	Butanoate metabolism
Solyc12g099360	Butanoate metabolism
Solyc04g025530	Butanoate metabolism
Solyc04g015100	Butanoate metabolism
Solyc03g044330	Butanoate metabolism
Solyc09g090700	Butanoate metabolism
Solyc09g018790	Butanoate metabolism
Solyc11g011920	Butanoate metabolism
Solyc03g044330	C5-Branched dibasic acid metabolism
Solyc11g012410	Inositol phosphate metabolism
Solyc12g049590	Inositol phosphate metabolism
Solyc11g013830	Inositol phosphate metabolism
Solyc07g017430	Inositol phosphate metabolism
Solyc06g076950	Inositol phosphate metabolism
Solyc03g019670	Inositol phosphate metabolism
Solyc02g093000	Inositol phosphate metabolism
Solyc06g007120	Inositol phosphate metabolism
Solyc00g021630	Oxidative phosphorylation
Solyc00g019950	Oxidative phosphorylation
Solyc11g007000	Oxidative phosphorylation
Solyc05g052150	Oxidative phosphorylation
Solyc09g010380	Oxidative phosphorylation
Solyc08g065470	Oxidative phosphorylation
Solyc12g042900	Oxidative phosphorylation
Solyc02g085350	Oxidative phosphorylation
Solyc10g054570	Oxidative phosphorylation
Solyc02g079170	Oxidative phosphorylation
Solyc03g097800	Oxidative phosphorylation
Solyc11g072530	Oxidative phosphorylation
Solyc01g022750	Oxidative phosphorylation
Solyc11g070030	Oxidative phosphorylation
Solyc10g055670	Oxidative phosphorylation
Solyc06g054260	Photosynthesis
Solyc06g083680	Photosynthesis
Solyc06g082940	Photosynthesis
Solyc07g066150	Photosynthesis
Solyc03g114930	Photosynthesis
Solyc09g064500	Photosynthesis
Solyc07g063600	Photosynthesis - antenna proteins
Solyc12g044600	Carbon fixation by Calvin cycle
Solyc05g050970	Carbon fixation by Calvin cycle
Solyc05g013380	Carbon fixation by Calvin cycle
Solyc04g082630	Carbon fixation by Calvin cycle
Solyc12g056530	Carbon fixation by Calvin cycle
Solyc05g008370	Carbon fixation by Calvin cycle
Solyc12g094640	Carbon fixation by Calvin cycle
Solyc01g110360	Carbon fixation by Calvin cycle
Solyc10g050890	Nitrogen metabolism
Solyc01g108630	Nitrogen metabolism
Solyc01g080280	Nitrogen metabolism
Solyc10g083890	Nitrogen metabolism
Solyc09g082860	Sulfur metabolism
Solyc02g032860	Sulfur metabolism
Solyc07g065470	Sulfur metabolism
Solyc02g094120	Sulfur metabolism
Solyc07g049570	Fatty acid biosynthesis
Solyc06g069530	Fatty acid biosynthesis
Solyc10g078740	Fatty acid biosynthesis
Solyc06g083380	Fatty acid biosynthesis
Solyc09g092450	Fatty acid biosynthesis
Solyc12g006930	Fatty acid biosynthesis
Solyc12g044300	Fatty acid biosynthesis
Solyc11g018580	Fatty acid biosynthesis
Solyc09g065780	Fatty acid elongation
Solyc09g083050	Fatty acid elongation
Solyc04g054890	Fatty acid degradation
Solyc06g060250	Fatty acid degradation
Solyc04g015100	Fatty acid degradation
Solyc09g092450	Fatty acid degradation
Solyc02g084660	Fatty acid degradation
Solyc11g018580	Fatty acid degradation
Solyc09g064370	Fatty acid degradation
Solyc06g062600	Cutin, suberine and wax biosynthesis
Solyc01g094750	Cutin, suberine and wax biosynthesis
Solyc06g074390	Cutin, suberine and wax biosynthesis
Solyc01g005410	Cutin, suberine and wax biosynthesis
Solyc01g005400	Cutin, suberine and wax biosynthesis
Solyc02g081730	Steroid biosynthesis
Solyc02g032330	Steroid biosynthesis
Solyc04g077440	Steroid biosynthesis
Solyc12g021130	Steroid biosynthesis
Solyc12g009820	Glycerolipid metabolism
Solyc06g060250	Glycerolipid metabolism
Solyc01g109370	Glycerolipid metabolism
Solyc10g079110	Glycerolipid metabolism
Solyc07g007620	Glycerolipid metabolism
Solyc06g050130	Glycerolipid metabolism
Solyc01g094700	Glycerolipid metabolism
Solyc12g098850	Glycerolipid metabolism
Solyc09g014350	Glycerolipid metabolism
Solyc10g085100	Glycerolipid metabolism
Solyc02g084660	Glycerolipid metabolism
Solyc05g056420	Glycerolipid metabolism
Solyc06g068090	Glycerophospholipid metabolism
Solyc08g068580	Glycerophospholipid metabolism
Solyc12g011170	Glycerophospholipid metabolism
Solyc12g042890	Glycerophospholipid metabolism
Solyc01g109370	Glycerophospholipid metabolism
Solyc10g079110	Glycerophospholipid metabolism
Solyc01g094700	Glycerophospholipid metabolism
Solyc07g014730	Glycerophospholipid metabolism
Solyc04g080020	Glycerophospholipid metabolism
Solyc09g014350	Glycerophospholipid metabolism
Solyc07g009490	Glycerophospholipid metabolism
Solyc03g019670	Glycerophospholipid metabolism
Solyc05g056420	Glycerophospholipid metabolism
Solyc06g068090	Ether lipid metabolism
Solyc08g068580	Ether lipid metabolism
Solyc12g011170	Ether lipid metabolism
Solyc07g014730	Ether lipid metabolism
Solyc04g080020	Ether lipid metabolism
Solyc03g019670	Ether lipid metabolism
Solyc01g103230	Sphingolipid metabolism
Solyc06g050130	Sphingolipid metabolism
Solyc03g006140	Sphingolipid metabolism
Solyc01g010860	Sphingolipid metabolism
Solyc07g014730	Arachidonic acid metabolism
Solyc07g014730	Linoleic acid metabolism
Solyc04g079730	alpha-Linolenic acid metabolism
Solyc02g085730	alpha-Linolenic acid metabolism
Solyc04g054890	alpha-Linolenic acid metabolism
Solyc07g014730	alpha-Linolenic acid metabolism
Solyc10g007960	alpha-Linolenic acid metabolism
Solyc04g054890	Biosynthesis of unsaturated fatty acids
Solyc04g045340	Purine metabolism
Solyc03g123860	Purine metabolism
Solyc10g079500	Purine metabolism
Solyc03g111200	Purine metabolism
Solyc05g014970	Purine metabolism
Solyc03g062830	Purine metabolism
Solyc07g006530	Purine metabolism
Solyc08g016010	Purine metabolism
Solyc06g054240	Purine metabolism
Solyc09g082860	Purine metabolism
Solyc05g016690	Purine metabolism
Solyc01g080940	Purine metabolism
Solyc05g008000	Purine metabolism
Solyc02g081980	Purine metabolism
Solyc02g093990	Purine metabolism
Solyc11g006350	Pyrimidine metabolism
Solyc11g065760	Pyrimidine metabolism
Solyc01g008290	Pyrimidine metabolism
Solyc08g016010	Pyrimidine metabolism
Solyc11g064920	Pyrimidine metabolism
Solyc06g054240	Pyrimidine metabolism
Solyc10g005880	Pyrimidine metabolism
Solyc05g008000	Pyrimidine metabolism
Solyc02g081980	Pyrimidine metabolism
Solyc05g010340	Pyrimidine metabolism
Solyc01g079650	Pyrimidine metabolism
Solyc11g068830	Pyrimidine metabolism
Solyc11g006350	Alanine, aspartate and glutamate metabolism
Solyc01g080280	Alanine, aspartate and glutamate metabolism
Solyc12g006470	Alanine, aspartate and glutamate metabolism
Solyc05g013380	Alanine, aspartate and glutamate metabolism
Solyc07g006530	Alanine, aspartate and glutamate metabolism
Solyc08g041870	Alanine, aspartate and glutamate metabolism
Solyc04g025530	Alanine, aspartate and glutamate metabolism
Solyc06g064880	Alanine, aspartate and glutamate metabolism
Solyc04g054310	Alanine, aspartate and glutamate metabolism
Solyc04g078460	Alanine, aspartate and glutamate metabolism
Solyc09g090700	Alanine, aspartate and glutamate metabolism
Solyc11g011920	Alanine, aspartate and glutamate metabolism
Solyc09g008670	Glycine, serine and threonine metabolism
Solyc05g013380	Glycine, serine and threonine metabolism
Solyc11g040390	Glycine, serine and threonine metabolism
Solyc06g076510	Glycine, serine and threonine metabolism
Solyc06g064550	Glycine, serine and threonine metabolism
Solyc10g006400	Glycine, serine and threonine metabolism
Solyc01g098550	Glycine, serine and threonine metabolism
Solyc07g064280	Glycine, serine and threonine metabolism
Solyc08g014330	Glycine, serine and threonine metabolism
Solyc06g071290	Glycine, serine and threonine metabolism
Solyc01g104000	Glycine, serine and threonine metabolism
Solyc02g080810	Glycine, serine and threonine metabolism
Solyc04g054310	Glycine, serine and threonine metabolism
Solyc01g093990	Glycine, serine and threonine metabolism
Solyc09g092380	Cysteine and methionine metabolism
Solyc07g026650	Cysteine and methionine metabolism
Solyc02g081190	Cysteine and methionine metabolism
Solyc05g007590	Cysteine and methionine metabolism
Solyc11g040390	Cysteine and methionine metabolism
Solyc08g041870	Cysteine and methionine metabolism
Solyc06g064550	Cysteine and methionine metabolism
Solyc07g065470	Cysteine and methionine metabolism
Solyc09g082460	Cysteine and methionine metabolism
Solyc11g013170	Cysteine and methionine metabolism
Solyc04g054310	Cysteine and methionine metabolism
Solyc02g091970	Cysteine and methionine metabolism
Solyc10g083970	Cysteine and methionine metabolism
Solyc06g060250	Valine, leucine and isoleucine degradation
Solyc04g015100	Valine, leucine and isoleucine degradation
Solyc01g080930	Valine, leucine and isoleucine degradation
Solyc02g084660	Valine, leucine and isoleucine degradation
Solyc04g054310	Valine, leucine and isoleucine degradation
Solyc02g091970	Valine, leucine and isoleucine degradation
Solyc12g044300	Valine, leucine and isoleucine degradation
Solyc09g008670	Valine, leucine and isoleucine biosynthesis
Solyc12g043020	Valine, leucine and isoleucine biosynthesis
Solyc03g044330	Valine, leucine and isoleucine biosynthesis
Solyc05g053540	Valine, leucine and isoleucine biosynthesis
Solyc02g091970	Valine, leucine and isoleucine biosynthesis
Solyc11g040390	Lysine biosynthesis
Solyc06g064550	Lysine biosynthesis
Solyc03g044660	Lysine biosynthesis
Solyc06g060250	Lysine degradation
Solyc04g015100	Lysine degradation
Solyc02g084660	Lysine degradation
Solyc09g082050	Lysine degradation
Solyc01g080280	Arginine biosynthesis
Solyc01g112280	Arginine biosynthesis
Solyc11g005620	Arginine biosynthesis
Solyc05g013380	Arginine biosynthesis
Solyc05g014970	Arginine biosynthesis
Solyc04g080610	Arginine biosynthesis
Solyc08g041870	Arginine biosynthesis
Solyc04g082030	Arginine and proline metabolism
Solyc06g060250	Arginine and proline metabolism
Solyc08g041870	Arginine and proline metabolism
Solyc03g031880	Arginine and proline metabolism
Solyc03g098300	Arginine and proline metabolism
Solyc02g092710	Arginine and proline metabolism
Solyc02g084660	Arginine and proline metabolism
Solyc07g064810	Histidine metabolism
Solyc06g060250	Histidine metabolism
Solyc02g084660	Histidine metabolism
Solyc08g041870	Tyrosine metabolism
Solyc08g014330	Tyrosine metabolism
Solyc09g064370	Tyrosine metabolism
Solyc08g041870	Phenylalanine metabolism
Solyc08g014330	Phenylalanine metabolism
Solyc10g086180	Phenylalanine metabolism
Solyc02g082760	Tryptophan metabolism
Solyc06g060250	Tryptophan metabolism
Solyc08g068160	Tryptophan metabolism
Solyc04g015100	Tryptophan metabolism
Solyc06g071640	Tryptophan metabolism
Solyc02g084660	Tryptophan metabolism
Solyc05g050980	Phenylalanine, tyrosine and tryptophan biosynthesis
Solyc06g050630	Phenylalanine, tyrosine and tryptophan biosynthesis
Solyc08g041870	Phenylalanine, tyrosine and tryptophan biosynthesis
Solyc10g038080	Phenylalanine, tyrosine and tryptophan biosynthesis
Solyc10g006400	Phenylalanine, tyrosine and tryptophan biosynthesis
Solyc01g098550	Phenylalanine, tyrosine and tryptophan biosynthesis
Solyc07g064280	Phenylalanine, tyrosine and tryptophan biosynthesis
Solyc03g111850	Phenylalanine, tyrosine and tryptophan biosynthesis
Solyc12g035190	Phenylalanine, tyrosine and tryptophan biosynthesis
Solyc04g054890	beta-Alanine metabolism
Solyc06g060250	beta-Alanine metabolism
Solyc11g064920	beta-Alanine metabolism
Solyc09g061680	beta-Alanine metabolism
Solyc04g025530	beta-Alanine metabolism
Solyc03g031880	beta-Alanine metabolism
Solyc08g014330	beta-Alanine metabolism
Solyc01g080930	beta-Alanine metabolism
Solyc02g084660	beta-Alanine metabolism
Solyc11g011920	beta-Alanine metabolism
Solyc04g025530	Taurine and hypotaurine metabolism
Solyc11g011920	Taurine and hypotaurine metabolism
Solyc07g009490	Phosphonate and phosphinate metabolism
Solyc09g082860	Selenocompound metabolism
Solyc01g102940	Selenocompound metabolism
Solyc01g010390	Cyanoamino acid metabolism
Solyc01g104000	Cyanoamino acid metabolism
Solyc04g078460	Cyanoamino acid metabolism
Solyc04g082030	Glutathione metabolism
Solyc02g081240	Glutathione metabolism
Solyc02g081340	Glutathione metabolism
Solyc12g056250	Glutathione metabolism
Solyc02g083620	Glutathione metabolism
Solyc08g080900	Glutathione metabolism
Solyc12g096320	Glutathione metabolism
Solyc03g098300	Glutathione metabolism
Solyc05g015950	Glutathione metabolism
Solyc02g082920	Amino sugar and nucleotide sugar metabolism
Solyc07g019440	Amino sugar and nucleotide sugar metabolism
Solyc05g012070	Amino sugar and nucleotide sugar metabolism
Solyc04g045340	Amino sugar and nucleotide sugar metabolism
Solyc05g050990	Amino sugar and nucleotide sugar metabolism
Solyc04g064490	Amino sugar and nucleotide sugar metabolism
Solyc11g065220	Amino sugar and nucleotide sugar metabolism
Solyc09g009780	Amino sugar and nucleotide sugar metabolism
Solyc08g082440	Amino sugar and nucleotide sugar metabolism
Solyc03g083550	Amino sugar and nucleotide sugar metabolism
Solyc02g091830	Amino sugar and nucleotide sugar metabolism
Solyc10g050850	Amino sugar and nucleotide sugar metabolism
Solyc02g089440	Amino sugar and nucleotide sugar metabolism
Solyc10g018260	Amino sugar and nucleotide sugar metabolism
Solyc01g097340	Amino sugar and nucleotide sugar metabolism
Solyc11g072690	Biosynthesis of various nucleotide sugars
Solyc03g118270	Biosynthesis of various nucleotide sugars
Solyc05g050990	Biosynthesis of various nucleotide sugars
Solyc03g083550	Biosynthesis of various nucleotide sugars
Solyc07g062130	Biosynthesis of various nucleotide sugars
Solyc10g018260	Biosynthesis of various nucleotide sugars
Solyc05g046330	N-Glycan biosynthesis
Solyc06g066400	N-Glycan biosynthesis
Solyc12g035470	N-Glycan biosynthesis
Solyc09g074900	N-Glycan biosynthesis
Solyc05g046330	Various types of N-glycan biosynthesis
Solyc09g074900	Various types of N-glycan biosynthesis
Solyc10g050230	Various types of N-glycan biosynthesis
Solyc09g010180	Other types of O-glycan biosynthesis
Solyc04g080080	Other types of O-glycan biosynthesis
Solyc06g069580	Glycosaminoglycan degradation
Solyc06g035690	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
Solyc03g026290	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
Solyc06g066400	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
Solyc12g055740	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
Solyc06g050130	Glycosphingolipid biosynthesis - globo and isoglobo series
Solyc03g093440	Other glycan degradation
Solyc01g103230	Other glycan degradation
Solyc07g008850	Lipopolysaccharide biosynthesis
Solyc07g064710	Lipopolysaccharide biosynthesis
Solyc03g111200	Thiamine metabolism
Solyc06g006080	Thiamine metabolism
Solyc02g093990	Thiamine metabolism
Solyc01g105560	Riboflavin metabolism
Solyc03g062830	Riboflavin metabolism
Solyc01g094500	Riboflavin metabolism
Solyc07g053270	Riboflavin metabolism
Solyc08g015660	Riboflavin metabolism
Solyc03g098010	Riboflavin metabolism
Solyc04g056540	Riboflavin metabolism
Solyc03g113770	Vitamin B6 metabolism
Solyc03g113780	Vitamin B6 metabolism
Solyc03g120090	Vitamin B6 metabolism
Solyc02g093290	Nicotinate and nicotinamide metabolism
Solyc06g075080	Nicotinate and nicotinamide metabolism
Solyc01g008560	Nicotinate and nicotinamide metabolism
Solyc06g054240	Nicotinate and nicotinamide metabolism
Solyc05g016690	Nicotinate and nicotinamide metabolism
Solyc03g112060	Nicotinate and nicotinamide metabolism
Solyc12g043020	Pantothenate and CoA biosynthesis
Solyc06g060250	Pantothenate and CoA biosynthesis
Solyc11g064920	Pantothenate and CoA biosynthesis
Solyc09g061680	Pantothenate and CoA biosynthesis
Solyc03g031880	Pantothenate and CoA biosynthesis
Solyc03g044330	Pantothenate and CoA biosynthesis
Solyc02g084660	Pantothenate and CoA biosynthesis
Solyc05g053540	Pantothenate and CoA biosynthesis
Solyc11g006930	Pantothenate and CoA biosynthesis
Solyc02g091970	Pantothenate and CoA biosynthesis
Solyc07g049570	Biotin metabolism
Solyc11g013200	Biotin metabolism
Solyc10g078740	Biotin metabolism
Solyc04g011350	Lipoic acid metabolism
Solyc11g007720	Lipoic acid metabolism
Solyc05g024160	Lipoic acid metabolism
Solyc02g080810	Lipoic acid metabolism
Solyc01g105560	Folate biosynthesis
Solyc05g012090	Folate biosynthesis
Solyc06g051900	Folate biosynthesis
Solyc09g092380	One carbon pool by folate
Solyc06g071290	One carbon pool by folate
Solyc09g082460	One carbon pool by folate
Solyc01g104000	One carbon pool by folate
Solyc04g071700	One carbon pool by folate
Solyc02g080810	One carbon pool by folate
Solyc10g083970	One carbon pool by folate
Solyc07g054210	Porphyrin metabolism
Solyc11g007000	Porphyrin metabolism
Solyc06g060310	Porphyrin metabolism
Solyc10g005110	Porphyrin metabolism
Solyc06g053980	Porphyrin metabolism
Solyc12g009470	Porphyrin metabolism
Solyc10g008740	Porphyrin metabolism
Solyc01g102410	Porphyrin metabolism
Solyc05g012150	Ubiquinone and other terpenoid-quinone biosynthesis
Solyc07g017770	Ubiquinone and other terpenoid-quinone biosynthesis
Solyc06g076880	Ubiquinone and other terpenoid-quinone biosynthesis
Solyc03g097030	Ubiquinone and other terpenoid-quinone biosynthesis
Solyc05g005180	Ubiquinone and other terpenoid-quinone biosynthesis
Solyc10g006650	Ubiquinone and other terpenoid-quinone biosynthesis
Solyc01g009010	Terpenoid backbone biosynthesis
Solyc04g015100	Terpenoid backbone biosynthesis
Solyc07g061990	Terpenoid backbone biosynthesis
Solyc09g018510	Terpenoid backbone biosynthesis
Solyc01g094930	Terpenoid backbone biosynthesis
Solyc11g011330	Monoterpenoid biosynthesis
Solyc04g077440	Sesquiterpenoid and triterpenoid biosynthesis
Solyc03g006880	Diterpenoid biosynthesis
Solyc04g083160	Diterpenoid biosynthesis
Solyc02g080120	Diterpenoid biosynthesis
Solyc06g082030	Diterpenoid biosynthesis
Solyc07g061720	Diterpenoid biosynthesis
Solyc02g081330	Carotenoid biosynthesis
Solyc08g066650	Carotenoid biosynthesis
Solyc08g005610	Carotenoid biosynthesis
Solyc04g051190	Carotenoid biosynthesis
Solyc10g086500	Brassinosteroid biosynthesis
Solyc12g042600	Zeatin biosynthesis
Solyc12g009940	Zeatin biosynthesis
Solyc08g061930	Zeatin biosynthesis
Solyc01g105070	Phenylpropanoid biosynthesis
Solyc01g006300	Phenylpropanoid biosynthesis
Solyc01g006310	Phenylpropanoid biosynthesis
Solyc03g032220	Phenylpropanoid biosynthesis
Solyc03g006810	Phenylpropanoid biosynthesis
Solyc02g093250	Phenylpropanoid biosynthesis
Solyc03g006700	Phenylpropanoid biosynthesis
Solyc02g063000	Phenylpropanoid biosynthesis
Solyc11g010120	Phenylpropanoid biosynthesis
Solyc05g009390	Phenylpropanoid biosynthesis
Solyc02g090450	Phenylpropanoid biosynthesis
Solyc10g050160	Phenylpropanoid biosynthesis
Solyc01g007950	Phenylpropanoid biosynthesis
Solyc03g097030	Phenylpropanoid biosynthesis
Solyc02g069250	Phenylpropanoid biosynthesis
Solyc02g084570	Phenylpropanoid biosynthesis
Solyc02g082090	Phenylpropanoid biosynthesis
Solyc02g062510	Phenylpropanoid biosynthesis
Solyc10g086180	Phenylpropanoid biosynthesis
Solyc03g032220	Stilbenoid, diarylheptanoid and gingerol biosynthesis
Solyc02g093250	Stilbenoid, diarylheptanoid and gingerol biosynthesis
Solyc10g050160	Stilbenoid, diarylheptanoid and gingerol biosynthesis
Solyc03g032220	Flavonoid biosynthesis
Solyc02g093250	Flavonoid biosynthesis
Solyc10g050160	Flavonoid biosynthesis
Solyc08g041870	Isoquinoline alkaloid biosynthesis
Solyc08g014330	Isoquinoline alkaloid biosynthesis
Solyc05g050780	Tropane, piperidine and pyridine alkaloid biosynthesis
Solyc04g054950	Tropane, piperidine and pyridine alkaloid biosynthesis
Solyc08g041870	Tropane, piperidine and pyridine alkaloid biosynthesis
Solyc06g005720	Tropane, piperidine and pyridine alkaloid biosynthesis
Solyc08g014330	Tropane, piperidine and pyridine alkaloid biosynthesis
Solyc02g091970	Glucosinolate biosynthesis
Solyc11g040390	Monobactam biosynthesis
Solyc09g082860	Monobactam biosynthesis
Solyc06g064550	Monobactam biosynthesis
Solyc03g044660	Monobactam biosynthesis
Solyc10g038080	Biosynthesis of various plant secondary metabolites
Solyc01g010390	Biosynthesis of various plant secondary metabolites
Solyc10g083970	Biosynthesis of various plant secondary metabolites
Solyc11g072730	RNA polymerase
Solyc03g118380	RNA polymerase
Solyc04g040170	RNA polymerase
Solyc02g085560	RNA polymerase
Solyc05g051790	RNA polymerase
Solyc05g053510	RNA polymerase
Solyc11g069910	RNA polymerase
Solyc04g054700	Basal transcription factors
Solyc03g119780	Basal transcription factors
Solyc06g008970	Basal transcription factors
Solyc05g010570	Basal transcription factors
Solyc02g078300	Basal transcription factors
Solyc07g006820	Basal transcription factors
Solyc04g010090	Basal transcription factors
Solyc06g076390	Basal transcription factors
Solyc02g078440	Basal transcription factors
Solyc09g072970	Spliceosome
Solyc01g086990	Spliceosome
Solyc11g005370	Spliceosome
Solyc04g009230	Spliceosome
Solyc02g062920	Spliceosome
Solyc10g086400	Spliceosome
Solyc07g008880	Spliceosome
Solyc09g015930	Spliceosome
Solyc04g011560	Spliceosome
Solyc11g033280	Spliceosome
Solyc06g082100	Spliceosome
Solyc11g066100	Spliceosome
Solyc11g066060	Spliceosome
Solyc03g083430	Spliceosome
Solyc10g081180	Spliceosome
Solyc09g072570	Spliceosome
Solyc07g007210	Spliceosome
Solyc11g067010	Spliceosome
Solyc02g062240	Spliceosome
Solyc03g117940	Spliceosome
Solyc03g033600	Spliceosome
Solyc09g010630	Spliceosome
Solyc04g072670	Spliceosome
Solyc01g100330	Spliceosome
Solyc01g068480	Spliceosome
Solyc11g020040	Spliceosome
Solyc04g009950	Spliceosome
Solyc06g075620	Ribosome
Solyc01g104590	Ribosome
Solyc02g082500	Ribosome
Solyc07g062870	Ribosome
Solyc01g056780	Ribosome
Solyc11g068420	Ribosome
Solyc11g071530	Ribosome
Solyc05g009370	Ribosome
Solyc03g005180	Ribosome
Solyc04g017680	Ribosome
Solyc07g006000	Ribosome
Solyc10g061970	Ribosome
Solyc12g098890	Ribosome
Solyc12g098940	Ribosome
Solyc06g007470	Ribosome
Solyc12g100160	Ribosome
Solyc01g091220	Ribosome
Solyc09g090610	Ribosome
Solyc06g083780	Ribosome
Solyc12g099110	Ribosome
Solyc01g096580	Ribosome
Solyc02g092080	Ribosome
Solyc01g008340	Ribosome
Solyc02g090860	Aminoacyl-tRNA biosynthesis
Solyc03g118170	Aminoacyl-tRNA biosynthesis
Solyc09g057950	Aminoacyl-tRNA biosynthesis
Solyc03g117330	Aminoacyl-tRNA biosynthesis
Solyc02g065300	Aminoacyl-tRNA biosynthesis
Solyc06g068320	Aminoacyl-tRNA biosynthesis
Solyc11g039830	Aminoacyl-tRNA biosynthesis
Solyc04g076390	Aminoacyl-tRNA biosynthesis
Solyc01g102410	Aminoacyl-tRNA biosynthesis
Solyc01g005540	Aminoacyl-tRNA biosynthesis
Solyc09g030390	Nucleocytoplasmic transport
Solyc10g086400	Nucleocytoplasmic transport
Solyc08g041890	Nucleocytoplasmic transport
Solyc01g104460	Nucleocytoplasmic transport
Solyc08g083260	Nucleocytoplasmic transport
Solyc12g088680	Nucleocytoplasmic transport
Solyc09g005010	Nucleocytoplasmic transport
Solyc11g033280	Nucleocytoplasmic transport
Solyc06g053800	Nucleocytoplasmic transport
Solyc07g047860	Nucleocytoplasmic transport
Solyc04g078830	Nucleocytoplasmic transport
Solyc04g072670	Nucleocytoplasmic transport
Solyc05g006590	mRNA surveillance pathway
