tf.name	target.name	reg.evidence
Solyc01g102300	Solyc02g086300	FunTFBS, motif, motif_CE
Solyc01g102300	Solyc02g081340	motif, motif_CE
Solyc01g102300	Solyc02g078810	motif, motif_CE
Solyc01g102300	Solyc02g078460	motif, motif_CE
Solyc01g102300	Solyc02g063190	motif, motif_CE
Solyc01g102300	Solyc01g110550	FunTFBS, motif
Solyc01g102300	Solyc01g109870	motif, motif_CE
Solyc01g102300	Solyc01g108400	motif, motif_CE
Solyc01g102300	Solyc01g106280	motif, motif_CE
Solyc01g102300	Solyc01g103170	motif, motif_CE
Solyc01g102300	Solyc01g100980	motif, motif_CE
Solyc01g102300	Solyc01g099660	FunTFBS, motif
Solyc01g102300	Solyc01g096510	motif, motif_CE
Solyc01g102300	Solyc01g094720	motif, motif_CE
Solyc01g102300	Solyc01g080160	motif, motif_CE
Solyc01g103050	Solyc11g065040	motif, motif_CE
Solyc01g103050	Solyc10g051270	motif, motif_CE
Solyc01g103050	Solyc08g079790	motif, motif_CE
Solyc01g103050	Solyc08g075670	FunTFBS, motif, motif_CE
Solyc01g103050	Solyc07g008190	motif, motif_CE
Solyc01g103050	Solyc06g066030	motif, motif_CE
Solyc01g103050	Solyc03g078650	motif, motif_CE
Solyc01g103050	Solyc03g008010	FunTFBS, motif, motif_CE
Solyc01g103050	Solyc02g093130	motif, motif_CE
Solyc01g103050	Solyc02g092000	motif, motif_CE
Solyc01g103050	Solyc02g090900	FunTFBS, motif, motif_CE
Solyc01g104760	Solyc11g017200	motif, motif_CE
Solyc01g104760	Solyc11g016940	motif, motif_CE
Solyc01g104760	Solyc11g012470	motif, motif_CE
Solyc01g104760	Solyc11g011490	motif, motif_CE
Solyc01g104760	Solyc11g008550	motif, motif_CE
Solyc01g104760	Solyc10g024320	motif, motif_CE
Solyc01g104760	Solyc09g091910	motif, motif_CE
Solyc01g104760	Solyc08g078810	motif, motif_CE
Solyc01g104760	Solyc08g066590	motif, motif_CE
Solyc01g104760	Solyc06g007610	motif, motif_CE
Solyc01g104760	Solyc05g026240	motif, motif_CE
Solyc01g104760	Solyc05g013780	FunTFBS, motif
Solyc01g104760	Solyc05g012400	motif, motif_CE
Solyc01g104760	Solyc05g011940	motif, motif_CE
Solyc01g104760	Solyc05g008450	motif, motif_CE
Solyc01g104760	Solyc04g012180	motif, motif_CE
Solyc01g104760	Solyc03g117730	motif, motif_CE
Solyc01g104760	Solyc01g098540	motif, motif_CE
Solyc01g104760	Solyc01g007250	motif, motif_CE
Solyc01g108080	Solyc09g064820	motif, motif_CE
Solyc01g108080	Solyc08g080150	motif, motif_CE
Solyc01g108080	Solyc05g018210	motif, motif_CE
Solyc01g108080	Solyc04g011610	motif, motif_CE
Solyc01g108080	Solyc03g114160	motif, motif_CE
Solyc01g108080	Solyc02g089330	motif, motif_CE
Solyc01g108080	Solyc02g079850	motif, motif_CE
Solyc01g108080	Solyc02g077840	motif, motif_CE
Solyc01g108080	Solyc01g105980	motif, motif_CE
Solyc01g108080	Solyc01g095460	motif, motif_CE
Solyc01g108080	Solyc01g095200	motif, motif_CE
Solyc01g108080	Solyc01g088240	motif, motif_CE
Solyc02g062950	Solyc12g098850	FunTFBS, motif
Solyc02g062950	Solyc12g006120	motif, motif_CE
Solyc02g062950	Solyc11g068760	FunTFBS, motif
Solyc02g062950	Solyc11g066370	motif, motif_CE
Solyc02g062950	Solyc11g056680	motif, motif_CE
Solyc02g062950	Solyc11g011970	motif, motif_CE
Solyc02g062950	Solyc11g010170	motif, motif_CE
Solyc02g062950	Solyc10g085680	motif, motif_CE
Solyc02g062950	Solyc10g081040	motif, motif_CE
Solyc02g062950	Solyc10g079880	motif, motif_CE
Solyc02g062950	Solyc10g055450	motif, motif_CE
Solyc02g062950	Solyc10g037900	FunTFBS, motif
Solyc02g062950	Solyc09g092130	motif, motif_CE
Solyc02g062950	Solyc09g091240	FunTFBS, motif, motif_CE
Solyc02g062950	Solyc09g065630	motif, motif_CE
Solyc02g062950	Solyc09g018790	motif, motif_CE
Solyc02g062950	Solyc09g011160	motif, motif_CE
Solyc02g062950	Solyc09g007990	motif, motif_CE
Solyc02g062950	Solyc09g005120	FunTFBS, motif, motif_CE
Solyc02g062950	Solyc08g082590	motif, motif_CE
Solyc02g062950	Solyc08g082120	motif, motif_CE
Solyc02g062950	Solyc08g080690	motif, motif_CE
Solyc02g062950	Solyc08g076690	FunTFBS, motif
Solyc02g062950	Solyc08g074710	motif, motif_CE
Solyc02g062950	Solyc08g061980	motif, motif_CE
Solyc02g062950	Solyc07g066350	motif, motif_CE
Solyc02g062950	Solyc07g065880	motif, motif_CE
Solyc02g062950	Solyc07g053900	motif, motif_CE
Solyc02g062950	Solyc07g053140	motif, motif_CE
Solyc02g062950	Solyc07g041210	motif, motif_CE
Solyc02g062950	Solyc07g008880	FunTFBS, motif
Solyc02g062950	Solyc06g083680	motif, motif_CE
Solyc02g062950	Solyc06g076390	motif, motif_CE
Solyc02g062950	Solyc06g076140	motif, motif_CE
Solyc02g062950	Solyc06g075650	motif, motif_CE
Solyc02g062950	Solyc06g072050	motif, motif_CE
Solyc02g062950	Solyc06g071480	motif, motif_CE
Solyc02g062950	Solyc06g069600	motif, motif_CE
Solyc02g062950	Solyc06g068140	motif, motif_CE
Solyc02g062950	Solyc06g066090	motif, motif_CE
Solyc02g062950	Solyc06g060310	motif, motif_CE
Solyc02g062950	Solyc06g053830	motif, motif_CE
Solyc02g062950	Solyc06g035690	motif, motif_CE
Solyc02g062950	Solyc05g052420	motif, motif_CE
Solyc02g062950	Solyc05g051380	motif, motif_CE
Solyc02g062950	Solyc05g009150	motif, motif_CE
Solyc02g062950	Solyc05g005080	FunTFBS, motif
Solyc02g062950	Solyc04g080820	motif, motif_CE
Solyc02g062950	Solyc04g079690	motif, motif_CE
Solyc02g062950	Solyc04g054890	FunTFBS, motif, motif_CE
Solyc02g062950	Solyc04g051690	motif, motif_CE
Solyc02g062950	Solyc04g008230	motif, motif_CE
Solyc02g062950	Solyc04g008090	motif, motif_CE
Solyc02g062950	Solyc03g118670	motif, motif_CE
Solyc02g062950	Solyc03g118620	motif, motif_CE
Solyc02g062950	Solyc03g117680	motif, motif_CE
Solyc02g062950	Solyc03g116750	motif, motif_CE
Solyc02g062950	Solyc03g114160	motif, motif_CE
Solyc02g062950	Solyc03g097980	motif, motif_CE
Solyc02g062950	Solyc03g059360	FunTFBS, motif
Solyc02g062950	Solyc03g051770	motif, motif_CE
Solyc02g062950	Solyc03g025340	motif, motif_CE
Solyc02g062950	Solyc02g093590	motif, motif_CE
Solyc02g062950	Solyc02g093190	motif, motif_CE
Solyc02g062950	Solyc02g091010	motif, motif_CE
Solyc02g062950	Solyc02g090890	motif, motif_CE
Solyc02g062950	Solyc02g089990	motif, motif_CE
Solyc02g062950	Solyc02g086300	motif, motif_CE
Solyc02g062950	Solyc02g078810	motif, motif_CE
Solyc02g062950	Solyc02g078460	motif, motif_CE
Solyc02g062950	Solyc02g078160	FunTFBS, motif
Solyc02g062950	Solyc02g077770	motif, motif_CE
Solyc02g062950	Solyc01g112060	motif, motif_CE
Solyc02g062950	Solyc01g109870	motif, motif_CE
Solyc02g062950	Solyc01g109060	motif, motif_CE
Solyc02g062950	Solyc01g106280	motif, motif_CE
Solyc02g062950	Solyc01g105410	motif, motif_CE
Solyc02g062950	Solyc01g103170	motif, motif_CE
Solyc02g062950	Solyc01g095670	motif, motif_CE
Solyc02g062950	Solyc01g095460	motif, motif_CE
Solyc02g062950	Solyc01g094750	motif, motif_CE
Solyc02g062950	Solyc01g094720	motif, motif_CE
Solyc02g062950	Solyc01g080160	motif, motif_CE
Solyc02g062950	Solyc01g067890	motif, motif_CE
Solyc02g062950	Solyc01g005640	motif, motif_CE
Solyc02g077840	Solyc12g099360	motif, motif_CE
Solyc02g077840	Solyc12g099280	motif, motif_CE
Solyc02g077840	Solyc12g096590	motif, motif_CE
Solyc02g077840	Solyc12g094510	motif, motif_CE
Solyc02g077840	Solyc12g089100	motif, motif_CE
Solyc02g077840	Solyc12g088290	motif, motif_CE
Solyc02g077840	Solyc12g042900	motif, motif_CE
Solyc02g077840	Solyc12g014290	motif, motif_CE
Solyc02g077840	Solyc12g014210	motif, motif_CE
Solyc02g077840	Solyc12g010900	motif, motif_CE
Solyc02g077840	Solyc12g010790	motif, motif_CE
Solyc02g077840	Solyc12g009610	motif, motif_CE
Solyc02g077840	Solyc12g009120	motif, motif_CE
Solyc02g077840	Solyc12g007200	motif, motif_CE
Solyc02g077840	Solyc12g007130	motif, motif_CE
Solyc02g077840	Solyc12g007110	motif, motif_CE
Solyc02g077840	Solyc12g007060	motif, motif_CE
Solyc02g077840	Solyc12g006220	motif, motif_CE
Solyc02g077840	Solyc11g072820	motif, motif_CE
Solyc02g077840	Solyc11g070030	motif, motif_CE
Solyc02g077840	Solyc11g069090	motif, motif_CE
Solyc02g077840	Solyc11g068900	motif, motif_CE
Solyc02g077840	Solyc11g068830	motif, motif_CE
Solyc02g077840	Solyc11g066730	motif, motif_CE
Solyc02g077840	Solyc11g066020	motif, motif_CE
Solyc02g077840	Solyc11g065220	motif, motif_CE
Solyc02g077840	Solyc11g019960	motif, motif_CE
Solyc02g077840	Solyc11g017300	motif, motif_CE
Solyc02g077840	Solyc11g013270	motif, motif_CE
Solyc02g077840	Solyc11g013030	motif, motif_CE
Solyc02g077840	Solyc11g011010	motif, motif_CE
Solyc02g077840	Solyc11g008550	motif, motif_CE
Solyc02g077840	Solyc11g007720	motif, motif_CE
Solyc02g077840	Solyc11g006760	motif, motif_CE
Solyc02g077840	Solyc11g006700	motif, motif_CE
Solyc02g077840	Solyc11g005280	FunTFBS, motif, motif_CE
Solyc02g077840	Solyc10g085410	motif, motif_CE
Solyc02g077840	Solyc10g083760	motif, motif_CE
Solyc02g077840	Solyc10g079500	FunTFBS, motif
Solyc02g077840	Solyc10g054320	FunTFBS, motif, motif_CE
Solyc02g077840	Solyc10g051340	motif, motif_CE
Solyc02g077840	Solyc10g045270	motif, motif_CE
Solyc02g077840	Solyc09g092070	FunTFBS, motif, motif_CE
Solyc02g077840	Solyc09g091420	motif, motif_CE
Solyc02g077840	Solyc09g064840	motif, motif_CE
Solyc02g077840	Solyc09g059310	motif, motif_CE
Solyc02g077840	Solyc09g010650	motif, motif_CE
Solyc02g077840	Solyc09g009440	motif, motif_CE
Solyc02g077840	Solyc09g009140	motif, motif_CE
Solyc02g077840	Solyc09g005710	motif, motif_CE
Solyc02g077840	Solyc08g082020	motif, motif_CE
Solyc02g077840	Solyc08g079700	motif, motif_CE
Solyc02g077840	Solyc08g079590	motif, motif_CE
Solyc02g077840	Solyc08g078990	motif, motif_CE
Solyc02g077840	Solyc08g078320	motif, motif_CE
Solyc02g077840	Solyc08g078150	motif, motif_CE
Solyc02g077840	Solyc08g077450	motif, motif_CE
Solyc02g077840	Solyc08g075160	motif, motif_CE
Solyc02g077840	Solyc08g074410	motif, motif_CE
Solyc02g077840	Solyc08g061240	motif, motif_CE
Solyc02g077840	Solyc08g041890	motif, motif_CE
Solyc02g077840	Solyc08g023500	motif, motif_CE
Solyc02g077840	Solyc08g007330	motif, motif_CE
Solyc02g077840	Solyc08g007320	motif, motif_CE
Solyc02g077840	Solyc07g066190	motif, motif_CE
Solyc02g077840	Solyc07g065760	motif, motif_CE
Solyc02g077840	Solyc07g065470	FunTFBS, motif, motif_CE
Solyc02g077840	Solyc07g064520	motif, motif_CE
Solyc02g077840	Solyc07g064340	motif, motif_CE
Solyc02g077840	Solyc07g064230	FunTFBS, motif, motif_CE
Solyc02g077840	Solyc07g063900	motif, motif_CE
Solyc02g077840	Solyc07g054810	motif, motif_CE
Solyc02g077840	Solyc07g053580	FunTFBS, motif, motif_CE
Solyc02g077840	Solyc07g042970	FunTFBS, motif, motif_CE
Solyc02g077840	Solyc07g008190	motif, motif_CE
Solyc02g077840	Solyc06g084510	motif, motif_CE
Solyc02g077840	Solyc06g083270	motif, motif_CE
Solyc02g077840	Solyc06g074050	motif, motif_CE
Solyc02g077840	Solyc06g073980	FunTFBS, motif
Solyc02g077840	Solyc06g072830	motif, motif_CE
Solyc02g077840	Solyc06g071350	FunTFBS, motif, motif_CE
Solyc02g077840	Solyc06g069520	motif, motif_CE
Solyc02g077840	Solyc06g062990	motif, motif_CE
Solyc02g077840	Solyc06g036780	motif, motif_CE
Solyc02g077840	Solyc06g007250	motif, motif_CE
Solyc02g077840	Solyc06g005800	motif, motif_CE
Solyc02g077840	Solyc05g055690	motif, motif_CE
Solyc02g077840	Solyc05g054840	motif, motif_CE
Solyc02g077840	Solyc05g054730	motif, motif_CE
Solyc02g077840	Solyc05g052420	motif, motif_CE
Solyc02g077840	Solyc05g044620	motif, motif_CE
Solyc02g077840	Solyc05g012940	motif, motif_CE
Solyc02g077840	Solyc05g012480	motif, motif_CE
Solyc02g077840	Solyc05g009790	motif, motif_CE
Solyc02g077840	Solyc05g009350	motif, motif_CE
Solyc02g077840	Solyc05g007590	motif, motif_CE
Solyc02g077840	Solyc04g082690	motif, motif_CE
Solyc02g077840	Solyc04g082030	motif, motif_CE
Solyc02g077840	Solyc04g081890	motif, motif_CE
Solyc02g077840	Solyc04g079690	motif, motif_CE
Solyc02g077840	Solyc04g078390	motif, motif_CE
Solyc02g077840	Solyc04g077670	motif, motif_CE
Solyc02g077840	Solyc04g076290	motif, motif_CE
Solyc02g077840	Solyc04g074710	motif, motif_CE
Solyc02g077840	Solyc04g072230	motif, motif_CE
Solyc02g077840	Solyc04g072060	motif, motif_CE
Solyc02g077840	Solyc04g071920	motif, motif_CE
Solyc02g077840	Solyc04g071040	motif, motif_CE
Solyc02g077840	Solyc04g054170	motif, motif_CE
Solyc02g077840	Solyc04g008790	motif, motif_CE
Solyc02g077840	Solyc03g121870	FunTFBS, motif, motif_CE
Solyc02g077840	Solyc03g121260	FunTFBS, motif, motif_CE
Solyc02g077840	Solyc03g120170	motif, motif_CE
Solyc02g077840	Solyc03g120090	FunTFBS, motif
Solyc02g077840	Solyc03g117730	motif, motif_CE
Solyc02g077840	Solyc03g111210	motif, motif_CE
Solyc02g077840	Solyc03g098200	motif, motif_CE
Solyc02g077840	Solyc03g083210	motif, motif_CE
Solyc02g077840	Solyc03g031950	motif, motif_CE
Solyc02g077840	Solyc03g007120	FunTFBS, motif
Solyc02g077840	Solyc02g094580	motif, motif_CE
Solyc02g077840	Solyc02g091970	motif, motif_CE
Solyc02g077840	Solyc02g091410	motif, motif_CE
Solyc02g077840	Solyc02g090570	motif, motif_CE
Solyc02g077840	Solyc02g088660	motif, motif_CE
Solyc02g077840	Solyc02g088350	motif, motif_CE
Solyc02g077840	Solyc02g085520	motif, motif_CE
Solyc02g077840	Solyc02g083940	motif, motif_CE
Solyc02g077840	Solyc02g083800	motif, motif_CE
Solyc02g077840	Solyc02g082500	motif, motif_CE
Solyc02g077840	Solyc02g081210	motif, motif_CE
Solyc02g077840	Solyc02g079390	motif, motif_CE
Solyc02g077840	Solyc02g077730	motif, motif_CE
Solyc02g077840	Solyc02g067820	motif, motif_CE
Solyc02g077840	Solyc02g067670	motif, motif_CE
Solyc02g077840	Solyc02g063350	motif, motif_CE
Solyc02g077840	Solyc02g062910	motif, motif_CE
Solyc02g077840	Solyc02g037500	motif, motif_CE
Solyc02g077840	Solyc01g104490	motif, motif_CE
Solyc02g077840	Solyc01g095130	motif, motif_CE
Solyc02g077840	Solyc01g087720	motif, motif_CE
Solyc02g077840	Solyc01g010440	motif, motif_CE
Solyc02g077840	Solyc01g009850	motif, motif_CE
Solyc02g077840	Solyc01g005840	FunTFBS, motif
Solyc02g077840	Solyc00g021630	motif, motif_CE
Solyc02g077840	Solyc00g014850	motif, motif_CE
Solyc02g084350	Solyc12g100120	motif, motif_CE
Solyc02g084350	Solyc12g099470	motif, motif_CE
Solyc02g084350	Solyc12g099000	FunTFBS, motif
Solyc02g084350	Solyc12g042600	FunTFBS, motif
Solyc02g084350	Solyc11g068830	motif, motif_CE
Solyc02g084350	Solyc11g008970	motif, motif_CE
Solyc02g084350	Solyc10g085340	motif, motif_CE
Solyc02g084350	Solyc10g085130	motif, motif_CE
Solyc02g084350	Solyc10g085010	FunTFBS, motif
Solyc02g084350	Solyc10g044780	motif, motif_CE
Solyc02g084350	Solyc09g007990	motif, motif_CE
Solyc02g084350	Solyc08g079530	motif, motif_CE
Solyc02g084350	Solyc08g077490	motif, motif_CE
Solyc02g084350	Solyc08g068070	motif, motif_CE
Solyc02g084350	Solyc08g007630	motif, motif_CE
Solyc02g084350	Solyc08g006020	FunTFBS, motif, motif_CE
Solyc02g084350	Solyc06g060300	motif, motif_CE
Solyc02g084350	Solyc04g080500	motif, motif_CE
Solyc02g084350	Solyc04g079430	motif, motif_CE
Solyc02g084350	Solyc04g007510	motif, motif_CE
Solyc02g084350	Solyc04g005330	motif, motif_CE
Solyc02g084350	Solyc03g112380	motif, motif_CE
Solyc02g084350	Solyc02g093420	motif, motif_CE
Solyc02g084350	Solyc02g093050	motif, motif_CE
Solyc02g084350	Solyc02g079170	motif, motif_CE
Solyc02g084350	Solyc02g078610	FunTFBS, motif
Solyc02g084350	Solyc02g070820	motif, motif_CE
Solyc02g084350	Solyc01g113620	motif, motif_CE
Solyc02g084350	Solyc01g110500	FunTFBS, motif, motif_CE
Solyc02g084350	Solyc01g095220	motif, motif_CE
Solyc02g084350	Solyc01g087060	motif, motif_CE
Solyc02g084350	Solyc01g060260	motif, motif_CE
Solyc02g085580	Solyc12g005340	motif, motif_CE
Solyc02g085580	Solyc11g072150	FunTFBS, motif
Solyc02g085580	Solyc11g010350	FunTFBS, motif
Solyc02g085580	Solyc09g082460	FunTFBS, motif
Solyc02g085580	Solyc09g014450	motif, motif_CE
Solyc02g085580	Solyc08g080730	motif, motif_CE
Solyc02g085580	Solyc08g077280	motif, motif_CE
Solyc02g085580	Solyc08g076020	FunTFBS, motif, motif_CE
Solyc02g085580	Solyc08g069140	motif, motif_CE
Solyc02g085580	Solyc06g066430	motif, motif_CE
Solyc02g085580	Solyc06g066030	motif, motif_CE
Solyc02g085580	Solyc05g055080	FunTFBS, motif, motif_CE
Solyc02g085580	Solyc05g009790	motif, motif_CE
Solyc02g085580	Solyc04g081370	motif, motif_CE
Solyc02g085580	Solyc04g078390	motif, motif_CE
Solyc02g085580	Solyc04g064810	motif, motif_CE
Solyc02g085580	Solyc04g056310	motif, motif_CE
