TF	Target_Gene
Solyc04g074170	Solyc02g089050
Solyc04g074170	Solyc02g086430
Solyc04g074170	Solyc02g083820
Solyc04g074170	Solyc02g083110
Solyc04g074170	Solyc02g081040
Solyc04g074170	Solyc02g080810
Solyc04g074170	Solyc02g079390
Solyc04g074170	Solyc02g071060
Solyc04g074170	Solyc02g067700
Solyc04g074170	Solyc02g065660
Solyc04g074170	Solyc01g108360
Solyc04g074170	Solyc01g107670
Solyc04g074170	Solyc01g096460
Solyc04g074170	Solyc01g095320
Solyc04g074170	Solyc01g094750
Solyc04g074170	Solyc01g008560
Solyc04g074170	Solyc01g005390
Solyc04g074170	Solyc00g020040
Solyc04g077980	Solyc12g098510
Solyc04g077980	Solyc12g014610
Solyc04g077980	Solyc11g066020
Solyc04g077980	Solyc11g020730
Solyc04g077980	Solyc11g020720
Solyc04g077980	Solyc10g008540
Solyc04g077980	Solyc09g010820
Solyc04g077980	Solyc08g076830
Solyc04g077980	Solyc08g068030
Solyc04g077980	Solyc08g066140
Solyc04g077980	Solyc08g062770
Solyc04g077980	Solyc07g007150
Solyc04g077980	Solyc07g007060
Solyc04g077980	Solyc06g084250
Solyc04g077980	Solyc06g071170
Solyc04g077980	Solyc06g068980
Solyc04g077980	Solyc06g060870
Solyc04g077980	Solyc05g046320
Solyc04g077980	Solyc04g081050
Solyc04g077980	Solyc04g071880
Solyc04g077980	Solyc04g050040
Solyc04g077980	Solyc04g010260
Solyc04g077980	Solyc04g008450
Solyc04g077980	Solyc03g120490
Solyc04g077980	Solyc03g114040
Solyc04g077980	Solyc03g095780
Solyc04g077980	Solyc03g059030
Solyc04g077980	Solyc03g026180
Solyc04g077980	Solyc02g094570
Solyc04g077980	Solyc02g081340
Solyc04g077980	Solyc02g081120
Solyc04g077980	Solyc02g080670
Solyc04g077980	Solyc02g079600
Solyc04g077980	Solyc02g078590
Solyc04g077980	Solyc02g078520
Solyc04g077980	Solyc02g064960
Solyc04g077980	Solyc01g110360
Solyc04g077980	Solyc01g100980
Solyc04g077980	Solyc01g088630
Solyc04g077980	Solyc01g008980
Solyc04g077980	Solyc00g019950
Solyc04g078770	Solyc12g099290
Solyc04g078770	Solyc12g094420
Solyc04g078770	Solyc12g035420
Solyc04g078770	Solyc12g010940
Solyc04g078770	Solyc11g066060
Solyc04g078770	Solyc11g020610
Solyc04g078770	Solyc11g020040
Solyc04g078770	Solyc11g013820
Solyc04g078770	Solyc10g084880
Solyc04g078770	Solyc10g005610
Solyc04g078770	Solyc09g091180
Solyc04g078770	Solyc09g015000
Solyc04g078770	Solyc09g011160
Solyc04g078770	Solyc09g010630
Solyc04g078770	Solyc09g005120
Solyc04g078770	Solyc08g082240
Solyc04g078770	Solyc08g082120
Solyc04g078770	Solyc08g080270
Solyc04g078770	Solyc08g079700
Solyc04g078770	Solyc08g079260
Solyc04g078770	Solyc08g078790
Solyc04g078770	Solyc07g042250
Solyc04g078770	Solyc07g032110
Solyc04g078770	Solyc07g006180
Solyc04g078770	Solyc06g082990
Solyc04g078770	Solyc06g062990
Solyc04g078770	Solyc06g036290
Solyc04g078770	Solyc06g036000
Solyc04g078770	Solyc05g053470
Solyc04g078770	Solyc04g078600
Solyc04g078770	Solyc04g064940
Solyc04g078770	Solyc04g011440
Solyc04g078770	Solyc03g123560
Solyc04g078770	Solyc03g120080
Solyc04g078770	Solyc03g118750
Solyc04g078770	Solyc03g113250
Solyc04g078770	Solyc03g078060
Solyc04g078770	Solyc03g053000
Solyc04g078770	Solyc02g090510
Solyc04g078770	Solyc02g090130
Solyc04g078770	Solyc02g070710
Solyc04g078770	Solyc02g061790
Solyc04g078770	Solyc01g109420
Solyc04g078770	Solyc01g090590
Solyc04g078770	Solyc01g088620
Solyc04g078770	Solyc01g067230
Solyc04g078840	Solyc12g098850
Solyc04g078840	Solyc12g009830
Solyc04g078840	Solyc12g008710
Solyc04g078840	Solyc12g006120
Solyc04g078840	Solyc11g056680
Solyc04g078840	Solyc11g010170
Solyc04g078840	Solyc10g085680
Solyc04g078840	Solyc10g081040
Solyc04g078840	Solyc10g080610
Solyc04g078840	Solyc10g079880
Solyc04g078840	Solyc10g055450
Solyc04g078840	Solyc10g006400
Solyc04g078840	Solyc09g092130
Solyc04g078840	Solyc09g091240
Solyc04g078840	Solyc09g075500
Solyc04g078840	Solyc09g065630
Solyc04g078840	Solyc09g064820
Solyc04g078840	Solyc09g018790
Solyc04g078840	Solyc09g011160
Solyc04g078840	Solyc09g007990
Solyc04g078840	Solyc09g005120
Solyc04g078840	Solyc08g082590
Solyc04g078840	Solyc08g082120
Solyc04g078840	Solyc08g080690
Solyc04g078840	Solyc08g080150
Solyc04g078840	Solyc08g076690
Solyc04g078840	Solyc08g061980
Solyc04g078840	Solyc08g008550
Solyc04g078840	Solyc07g066350
Solyc04g078840	Solyc07g065880
Solyc04g078840	Solyc07g053170
Solyc04g078840	Solyc07g053140
Solyc04g078840	Solyc07g045140
Solyc04g078840	Solyc07g041210
Solyc04g078840	Solyc06g083680
Solyc04g078840	Solyc06g076390
Solyc04g078840	Solyc06g076140
Solyc04g078840	Solyc06g075650
Solyc04g078840	Solyc06g074170
Solyc04g078840	Solyc06g072050
Solyc04g078840	Solyc06g071480
Solyc04g078840	Solyc06g066090
Solyc04g078840	Solyc06g060310
Solyc04g078840	Solyc06g053830
Solyc04g078840	Solyc05g054730
Solyc04g078840	Solyc05g052420
Solyc04g078840	Solyc05g024020
Solyc04g078840	Solyc05g018210
Solyc04g078840	Solyc05g009150
Solyc04g078840	Solyc04g082000
Solyc04g078840	Solyc04g081810
Solyc04g078840	Solyc04g079690
Solyc04g078840	Solyc04g077460
Solyc04g078840	Solyc04g076310
Solyc04g078840	Solyc04g054890
Solyc04g078840	Solyc04g051690
Solyc04g078840	Solyc04g011610
Solyc04g078840	Solyc04g008230
Solyc04g078840	Solyc04g005830
Solyc04g078840	Solyc04g005820
Solyc04g078840	Solyc03g121870
Solyc04g078840	Solyc03g118670
Solyc04g078840	Solyc03g118620
Solyc04g078840	Solyc03g117680
Solyc04g078840	Solyc03g116750
Solyc04g078840	Solyc03g114160
Solyc04g078840	Solyc03g051770
Solyc04g078840	Solyc03g025340
Solyc04g078840	Solyc02g093590
Solyc04g078840	Solyc02g093190
Solyc04g078840	Solyc02g091010
Solyc04g078840	Solyc02g089990
Solyc04g078840	Solyc02g089330
Solyc04g078840	Solyc02g089320
Solyc04g078840	Solyc02g081340
Solyc04g078840	Solyc02g078460
Solyc04g078840	Solyc02g078160
Solyc04g078840	Solyc01g110110
Solyc04g078840	Solyc01g109870
Solyc04g078840	Solyc01g106280
Solyc04g078840	Solyc01g105980
Solyc04g078840	Solyc01g105410
Solyc04g078840	Solyc01g103170
Solyc04g078840	Solyc01g095670
Solyc04g078840	Solyc01g095460
Solyc04g078840	Solyc01g095320
Solyc04g078840	Solyc01g095200
Solyc04g078840	Solyc01g094750
Solyc04g078840	Solyc01g094720
Solyc04g078840	Solyc01g088240
Solyc04g078840	Solyc01g088020
Solyc04g078840	Solyc01g080160
Solyc04g078840	Solyc01g067890
Solyc04g078840	Solyc01g005640
Solyc04g082480	Solyc12g099540
Solyc04g082480	Solyc12g099240
Solyc04g082480	Solyc12g094390
Solyc04g082480	Solyc12g088900
Solyc04g082480	Solyc12g057040
Solyc04g082480	Solyc12g056920
Solyc04g082480	Solyc12g056530
Solyc04g082480	Solyc12g055760
Solyc04g082480	Solyc12g026430
Solyc04g082480	Solyc12g017830
Solyc04g082480	Solyc12g014020
Solyc04g082480	Solyc12g008940
Solyc04g082480	Solyc12g006930
Solyc04g082480	Solyc11g068900
Solyc04g082480	Solyc11g068760
Solyc04g082480	Solyc11g065220
Solyc04g082480	Solyc11g013240
Solyc04g082480	Solyc11g010610
Solyc04g082480	Solyc11g010560
Solyc04g082480	Solyc11g007910
Solyc04g082480	Solyc11g006400
Solyc04g082480	Solyc11g005020
Solyc04g082480	Solyc10g085970
Solyc04g082480	Solyc10g085340
Solyc04g082480	Solyc10g080690
Solyc04g082480	Solyc10g079110
Solyc04g082480	Solyc10g050860
Solyc04g082480	Solyc10g047320
Solyc04g082480	Solyc10g045270
Solyc04g082480	Solyc09g091450
Solyc04g082480	Solyc09g090290
Solyc04g082480	Solyc09g075560
Solyc04g082480	Solyc09g065400
Solyc04g082480	Solyc09g064840
Solyc04g082480	Solyc09g018730
Solyc04g082480	Solyc09g013110
Solyc04g082480	Solyc09g010820
Solyc04g082480	Solyc08g077450
Solyc04g082480	Solyc08g068070
Solyc04g082480	Solyc08g067840
Solyc04g082480	Solyc08g067370
Solyc04g082480	Solyc08g067200
Solyc04g082480	Solyc08g067190
Solyc04g082480	Solyc08g066040
Solyc04g082480	Solyc08g062960
Solyc04g082480	Solyc08g061880
Solyc04g082480	Solyc08g014010
Solyc04g082480	Solyc07g066350
Solyc04g082480	Solyc07g063680
Solyc04g082480	Solyc07g053650
Solyc04g082480	Solyc07g049320
Solyc04g082480	Solyc07g047750
Solyc04g082480	Solyc07g041760
Solyc04g082480	Solyc07g032510
Solyc04g082480	Solyc07g026730
Solyc04g082480	Solyc07g018000
Solyc04g082480	Solyc07g008980
Solyc04g082480	Solyc07g005770
Solyc04g082480	Solyc06g071930
Solyc04g082480	Solyc06g067910
Solyc04g082480	Solyc06g066090
Solyc04g082480	Solyc06g066080
Solyc04g082480	Solyc06g063300
Solyc04g082480	Solyc06g062960
Solyc04g082480	Solyc06g060300
Solyc04g082480	Solyc06g053750
Solyc04g082480	Solyc06g036000
Solyc04g082480	Solyc05g052560
Solyc04g082480	Solyc05g052550
Solyc04g082480	Solyc05g051520
Solyc04g082480	Solyc05g012640
Solyc04g082480	Solyc05g005790
Solyc04g082480	Solyc05g005590
Solyc04g082480	Solyc04g081130
Solyc04g082480	Solyc04g077980
Solyc04g082480	Solyc04g071150
Solyc04g082480	Solyc04g064550
Solyc04g082480	Solyc04g064520
Solyc04g082480	Solyc04g056290
Solyc04g082480	Solyc04g050550
Solyc04g082480	Solyc04g050520
Solyc04g082480	Solyc04g049890
Solyc04g082480	Solyc04g049770
Solyc04g082480	Solyc04g049380
Solyc04g082480	Solyc04g016160
Solyc04g082480	Solyc04g011640
Solyc04g082480	Solyc04g010140
Solyc04g082480	Solyc04g009820
Solyc04g082480	Solyc04g008700
Solyc04g082480	Solyc04g007510
Solyc04g082480	Solyc04g005030
Solyc04g082480	Solyc03g123720
Solyc04g082480	Solyc03g121010
Solyc04g082480	Solyc03g120120
Solyc04g082480	Solyc03g118750
Solyc04g082480	Solyc03g118720
Solyc04g082480	Solyc03g117520
Solyc04g082480	Solyc03g115450
Solyc04g082480	Solyc03g113740
Solyc04g082480	Solyc03g098650
Solyc04g082480	Solyc03g098200
Solyc04g082480	Solyc03g097170
Solyc04g082480	Solyc03g095680
Solyc04g082480	Solyc03g093410
Solyc04g082480	Solyc03g078060
Solyc04g082480	Solyc03g059160
Solyc04g082480	Solyc03g031680
Solyc04g082480	Solyc03g031440
Solyc04g082480	Solyc03g026180
Solyc04g082480	Solyc03g025440
Solyc04g082480	Solyc03g005870
Solyc04g082480	Solyc02g088770
Solyc04g082480	Solyc02g088430
Solyc04g082480	Solyc02g087460
Solyc04g082480	Solyc02g086710
Solyc04g082480	Solyc02g082220
Solyc04g082480	Solyc02g079940
Solyc04g082480	Solyc02g078580
Solyc04g082480	Solyc02g071880
Solyc04g082480	Solyc02g071590
Solyc04g082480	Solyc02g068720
Solyc04g082480	Solyc02g062910
Solyc04g082480	Solyc02g062010
Solyc04g082480	Solyc02g037500
Solyc04g082480	Solyc02g036260
Solyc04g082480	Solyc02g033030
Solyc04g082480	Solyc01g108000
Solyc04g082480	Solyc01g107200
Solyc04g082480	Solyc01g102670
Solyc04g082480	Solyc01g100810
Solyc04g082480	Solyc01g099500
Solyc04g082480	Solyc01g095130
Solyc04g082480	Solyc01g095000
Solyc04g082480	Solyc01g094590
Solyc04g082480	Solyc01g090710
Solyc04g082480	Solyc01g020520
Solyc04g082480	Solyc01g011100
Solyc04g082480	Solyc01g006040
Solyc05g006650	Solyc12g099540
Solyc05g006650	Solyc12g098850
Solyc05g006650	Solyc12g088680
Solyc05g006650	Solyc12g062250
Solyc05g006650	Solyc12g006320
Solyc05g006650	Solyc12g006120
Solyc05g006650	Solyc11g056680
Solyc05g006650	Solyc11g011970
Solyc05g006650	Solyc11g010170
Solyc05g006650	Solyc11g008250
Solyc05g006650	Solyc11g006180
Solyc05g006650	Solyc10g086650
Solyc05g006650	Solyc10g085310
Solyc05g006650	Solyc10g079880
Solyc05g006650	Solyc09g091370
Solyc05g006650	Solyc09g091240
Solyc05g006650	Solyc09g074470
Solyc05g006650	Solyc09g064820
Solyc05g006650	Solyc09g011470
Solyc05g006650	Solyc09g007990
Solyc05g006650	Solyc09g007830
Solyc05g006650	Solyc08g082590
Solyc05g006650	Solyc08g082120
Solyc05g006650	Solyc08g077490
Solyc05g006650	Solyc08g075310
Solyc05g006650	Solyc08g005610
Solyc05g006650	Solyc07g066350
Solyc05g006650	Solyc07g065880
Solyc05g006650	Solyc07g064080
Solyc05g006650	Solyc07g053450
Solyc05g006650	Solyc07g053140
Solyc05g006650	Solyc07g045140
Solyc05g006650	Solyc07g041210
Solyc05g006650	Solyc06g076390
Solyc05g006650	Solyc06g075650
Solyc05g006650	Solyc06g074170
Solyc05g006650	Solyc06g070900
Solyc05g006650	Solyc06g067910
Solyc05g006650	Solyc06g053830
Solyc05g006650	Solyc06g035690
Solyc05g006650	Solyc06g005360
Solyc05g006650	Solyc05g054730
Solyc05g006650	Solyc05g018640
Solyc05g006650	Solyc05g018210
Solyc05g006650	Solyc05g009150
Solyc05g006650	Solyc05g005150
Solyc05g006650	Solyc04g079690
Solyc05g006650	Solyc04g077850
Solyc05g006650	Solyc04g054890
Solyc05g006650	Solyc04g051690
Solyc05g006650	Solyc04g008230
Solyc05g006650	Solyc03g121870
Solyc05g006650	Solyc03g120170
Solyc05g006650	Solyc03g120040
Solyc05g006650	Solyc03g119520
Solyc05g006650	Solyc03g118620
Solyc05g006650	Solyc03g117680
Solyc05g006650	Solyc03g117580
Solyc05g006650	Solyc03g117570
Solyc05g006650	Solyc03g116390
Solyc05g006650	Solyc03g115450
Solyc05g006650	Solyc03g114160
Solyc05g006650	Solyc03g078060
Solyc05g006650	Solyc03g025340
Solyc05g006650	Solyc03g007810
Solyc05g006650	Solyc03g007180
Solyc05g006650	Solyc02g093590
Solyc05g006650	Solyc02g093220
Solyc05g006650	Solyc02g093190
Solyc05g006650	Solyc02g091660
Solyc05g006650	Solyc02g090900
Solyc05g006650	Solyc02g089320
Solyc05g006650	Solyc02g085730
Solyc05g006650	Solyc02g082440
Solyc05g006650	Solyc02g081340
Solyc05g006650	Solyc02g079850
Solyc05g006650	Solyc02g078810
Solyc05g006650	Solyc02g078460
Solyc05g006650	Solyc01g110550
Solyc05g006650	Solyc01g110110
Solyc05g006650	Solyc01g106280
Solyc05g006650	Solyc01g103170
Solyc05g006650	Solyc01g100980
Solyc05g006650	Solyc01g099660
Solyc05g006650	Solyc01g096510
Solyc05g006650	Solyc01g095460
Solyc05g006650	Solyc01g095200
Solyc05g006650	Solyc01g095140
Solyc05g006650	Solyc01g094720
Solyc05g006650	Solyc01g088240
Solyc05g006650	Solyc01g088020
Solyc05g006650	Solyc01g080880
Solyc05g006650	Solyc01g080500
Solyc05g006650	Solyc01g080160
Solyc05g006650	Solyc01g066640
Solyc05g006650	Solyc01g007110
Solyc05g007180	Solyc06g007620
Solyc05g007180	Solyc04g026020
Solyc05g007180	Solyc01g010870
Solyc05g012500	Solyc12g038160
Solyc05g012500	Solyc12g014290
Solyc05g012500	Solyc12g005840
Solyc05g012500	Solyc11g045480
Solyc05g012500	Solyc11g010680
Solyc05g012500	Solyc06g082990
Solyc05g012500	Solyc06g076100
Solyc05g012500	Solyc06g036420
Solyc05g012500	Solyc05g018230
Solyc05g012500	Solyc05g013500
Solyc05g012500	Solyc04g082030
Solyc05g012500	Solyc04g077850
Solyc05g012500	Solyc04g071870
Solyc05g012500	Solyc04g018080
Solyc05g012500	Solyc03g119250
Solyc05g012500	Solyc03g119170
Solyc05g012500	Solyc03g113940
Solyc05g012500	Solyc03g083190
Solyc05g012500	Solyc02g080510
Solyc05g012500	Solyc02g032800
Solyc05g012500	Solyc01g098710
Solyc05g012500	Solyc01g090650
Solyc05g015840	Solyc09g074710
Solyc05g015840	Solyc04g077140
Solyc05g015840	Solyc03g119520
Solyc05g015840	Solyc03g116580
Solyc05g015840	Solyc03g007180
Solyc05g026180	Solyc11g068830
Solyc05g026180	Solyc11g011390
Solyc05g026180	Solyc11g007160
Solyc05g026180	Solyc10g085130
Solyc05g026180	Solyc10g044900
Solyc05g026180	Solyc10g008540
Solyc05g026180	Solyc09g098230
Solyc05g026180	Solyc09g075970
Solyc05g026180	Solyc09g074760
Solyc05g026180	Solyc08g079530
Solyc05g026180	Solyc08g076810
Solyc05g026180	Solyc08g075150
Solyc05g026180	Solyc08g062500
Solyc05g026180	Solyc08g045850
Solyc05g026180	Solyc08g007630
Solyc05g026180	Solyc08g006020
Solyc05g026180	Solyc07g042740
Solyc05g026180	Solyc06g060870
Solyc05g026180	Solyc06g060300
Solyc05g026180	Solyc06g053750
Solyc05g026180	Solyc06g051840
Solyc05g026180	Solyc06g010240
Solyc05g026180	Solyc05g005150
Solyc05g026180	Solyc04g079740
Solyc05g026180	Solyc04g076470
Solyc05g026180	Solyc04g071130
Solyc05g026180	Solyc04g005330
Solyc05g026180	Solyc03g006500
Solyc05g026180	Solyc02g093000
Solyc05g026180	Solyc02g092480
Solyc05g026180	Solyc02g082080
Solyc05g026180	Solyc02g079170
Solyc05g026180	Solyc02g032330
Solyc05g026180	Solyc01g110500
Solyc05g026180	Solyc01g108250
Solyc05g026180	Solyc01g106280
Solyc05g026180	Solyc01g102680
Solyc05g026180	Solyc01g095370
Solyc05g026180	Solyc01g091530
Solyc05g026180	Solyc01g087060
Solyc05g026180	Solyc01g060260
Solyc06g048630	Solyc12g044330
Solyc06g048630	Solyc11g072120
Solyc06g048630	Solyc11g068440
Solyc06g048630	Solyc11g006960
Solyc06g048630	Solyc10g084170
Solyc06g048630	Solyc10g080470
Solyc06g048630	Solyc10g080460
Solyc06g048630	Solyc10g078700
Solyc06g048630	Solyc10g018780
Solyc06g048630	Solyc09g098170
Solyc06g048630	Solyc09g010680
Solyc06g048630	Solyc08g079740
Solyc06g048630	Solyc08g076960
Solyc06g048630	Solyc08g074710
Solyc06g048630	Solyc08g013900
Solyc06g048630	Solyc07g065880
Solyc06g048630	Solyc07g065120
Solyc06g048630	Solyc07g053270
Solyc06g048630	Solyc07g053140
Solyc06g048630	Solyc07g052660
Solyc06g048630	Solyc07g043510
Solyc06g048630	Solyc07g007650
Solyc06g048630	Solyc06g075650
Solyc06g048630	Solyc06g071510
Solyc06g048630	Solyc06g035920
Solyc06g048630	Solyc05g052560
Solyc06g048630	Solyc05g052550
Solyc06g048630	Solyc05g051460
Solyc06g048630	Solyc04g078420
Solyc06g048630	Solyc04g076180
Solyc06g048630	Solyc04g064580
Solyc06g048630	Solyc03g120890
Solyc06g048630	Solyc03g120170
Solyc06g048630	Solyc03g120040
Solyc06g048630	Solyc03g112860
Solyc06g048630	Solyc03g083970
Solyc06g048630	Solyc03g008010
Solyc06g048630	Solyc03g007480
Solyc06g048630	Solyc02g093980
Solyc06g048630	Solyc02g092110
Solyc06g048630	Solyc02g092080
Solyc06g048630	Solyc02g091660
Solyc06g048630	Solyc02g091620
Solyc06g048630	Solyc02g090890
Solyc06g048630	Solyc02g085460
Solyc06g048630	Solyc02g079230
Solyc06g048630	Solyc02g068120
Solyc06g048630	Solyc01g108610
Solyc06g048630	Solyc01g096530
Solyc06g048630	Solyc01g080290
Solyc06g048630	Solyc01g079580
Solyc06g048630	Solyc01g067120
Solyc06g051840	Solyc12g098820
Solyc06g051840	Solyc12g098790
Solyc06g051840	Solyc12g095960
Solyc06g051840	Solyc12g094510
Solyc06g051840	Solyc12g088940
Solyc06g051840	Solyc12g088900
Solyc06g051840	Solyc12g077540
Solyc06g051840	Solyc12g062290
Solyc06g051840	Solyc12g044400
Solyc06g051840	Solyc12g043020
Solyc06g051840	Solyc12g042900
Solyc06g051840	Solyc12g021130
Solyc06g051840	Solyc12g014290
Solyc06g051840	Solyc12g010900
Solyc06g051840	Solyc12g007130
Solyc06g051840	Solyc12g007110
Solyc06g051840	Solyc12g005500
Solyc06g051840	Solyc11g072820
Solyc06g051840	Solyc11g072470
Solyc06g051840	Solyc11g072410
Solyc06g051840	Solyc11g072080
Solyc06g051840	Solyc11g072070
Solyc06g051840	Solyc11g072030
Solyc06g051840	Solyc11g071800
Solyc06g051840	Solyc11g069090
Solyc06g051840	Solyc11g068900
Solyc06g051840	Solyc11g068870
Solyc06g051840	Solyc11g068830
Solyc06g051840	Solyc11g067280
Solyc06g051840	Solyc11g066140
Solyc06g051840	Solyc11g066020
Solyc06g051840	Solyc11g045480
Solyc06g051840	Solyc11g042640
Solyc06g051840	Solyc11g039830
Solyc06g051840	Solyc11g030730
Solyc06g051840	Solyc11g019960
Solyc06g051840	Solyc11g017300
Solyc06g051840	Solyc11g013270
Solyc06g051840	Solyc11g011010
Solyc06g051840	Solyc11g010560
Solyc06g051840	Solyc11g007910
Solyc06g051840	Solyc11g007770
Solyc06g051840	Solyc11g006760
Solyc06g051840	Solyc11g006700
Solyc06g051840	Solyc11g006080
Solyc06g051840	Solyc11g005280
Solyc06g051840	Solyc11g005130
Solyc06g051840	Solyc11g005050
Solyc06g051840	Solyc11g005020
Solyc06g051840	Solyc10g086120
Solyc06g051840	Solyc10g085970
Solyc06g051840	Solyc10g085800
Solyc06g051840	Solyc10g085450
Solyc06g051840	Solyc10g085410
Solyc06g051840	Solyc10g085050
Solyc06g051840	Solyc10g083760
Solyc06g051840	Solyc10g081350
Solyc06g051840	Solyc10g081040
Solyc06g051840	Solyc10g080530
Solyc06g051840	Solyc10g080320
Solyc06g051840	Solyc10g080130
Solyc06g051840	Solyc10g079850
Solyc06g051840	Solyc10g079500
Solyc06g051840	Solyc10g054570
Solyc06g051840	Solyc10g051340
Solyc06g051840	Solyc10g050890
Solyc06g051840	Solyc10g050850
Solyc06g051840	Solyc10g049580
Solyc06g051840	Solyc10g045180
Solyc06g051840	Solyc10g008850
Solyc06g051840	Solyc10g006860
Solyc06g051840	Solyc10g006140
Solyc06g051840	Solyc09g098530
Solyc06g051840	Solyc09g097850
Solyc06g051840	Solyc09g092100
Solyc06g051840	Solyc09g092070
Solyc06g051840	Solyc09g091420
Solyc06g051840	Solyc09g091230
Solyc06g051840	Solyc09g090830
Solyc06g051840	Solyc09g090180
Solyc06g051840	Solyc09g090080
Solyc06g051840	Solyc09g089740
Solyc06g051840	Solyc09g075560
Solyc06g051840	Solyc09g075500
Solyc06g051840	Solyc09g072970
Solyc06g051840	Solyc09g064840
Solyc06g051840	Solyc09g061430
Solyc06g051840	Solyc09g059310
Solyc06g051840	Solyc09g018960
Solyc06g051840	Solyc09g015830
Solyc06g051840	Solyc09g011250
Solyc06g051840	Solyc09g011030
Solyc06g051840	Solyc09g010840
Solyc06g051840	Solyc09g010650
Solyc06g051840	Solyc09g010570
Solyc06g051840	Solyc09g009990
Solyc06g051840	Solyc09g009440
Solyc06g051840	Solyc09g009140
Solyc06g051840	Solyc09g005870
Solyc06g051840	Solyc09g005710
Solyc06g051840	Solyc08g082590
Solyc06g051840	Solyc08g079590
Solyc06g051840	Solyc08g079010
Solyc06g051840	Solyc08g078990
Solyc06g051840	Solyc08g078320
Solyc06g051840	Solyc08g077450
Solyc06g051840	Solyc08g075950
Solyc06g051840	Solyc08g075160
Solyc06g051840	Solyc08g074660
Solyc06g051840	Solyc08g074520
Solyc06g051840	Solyc08g068050
Solyc06g051840	Solyc08g067590
Solyc06g051840	Solyc08g067370
Solyc06g051840	Solyc08g067190
Solyc06g051840	Solyc08g066140
Solyc06g051840	Solyc08g065230
Solyc06g051840	Solyc08g061880
Solyc06g051840	Solyc08g059660
Solyc06g051840	Solyc08g023500
Solyc06g051840	Solyc08g008170
Solyc06g051840	Solyc08g007370
Solyc06g051840	Solyc07g066560
Solyc06g051840	Solyc07g066190
Solyc06g051840	Solyc07g065540
Solyc06g051840	Solyc07g065470
Solyc06g051840	Solyc07g064520
Solyc06g051840	Solyc07g064340
Solyc06g051840	Solyc07g064280
Solyc06g051840	Solyc07g064230
Solyc06g051840	Solyc07g063900
Solyc06g051840	Solyc07g063510
Solyc06g051840	Solyc07g056530
Solyc06g051840	Solyc07g055130
Solyc06g051840	Solyc07g054810
Solyc06g051840	Solyc07g049560
Solyc06g051840	Solyc07g049390
Solyc06g051840	Solyc07g049190
Solyc06g051840	Solyc07g043620
Solyc06g051840	Solyc07g042970
Solyc06g051840	Solyc07g041750
Solyc06g051840	Solyc07g021700
Solyc06g051840	Solyc07g020870
Solyc06g051840	Solyc07g017660
Solyc06g051840	Solyc07g008190
Solyc06g051840	Solyc07g006820
Solyc06g051840	Solyc07g006360
Solyc06g051840	Solyc06g084470
Solyc06g051840	Solyc06g084040
Solyc06g051840	Solyc06g083250
Solyc06g051840	Solyc06g083200
Solyc06g051840	Solyc06g082990
Solyc06g051840	Solyc06g076050
Solyc06g051840	Solyc06g074050
Solyc06g051840	Solyc06g072830
Solyc06g051840	Solyc06g069520
Solyc06g051840	Solyc06g067990
Solyc06g051840	Solyc06g066790
Solyc06g051840	Solyc06g062990
Solyc06g051840	Solyc06g053750
Solyc06g051840	Solyc06g053310
Solyc06g051840	Solyc06g051660
Solyc06g051840	Solyc06g050920
Solyc06g051840	Solyc06g048470
Solyc06g051840	Solyc06g007780
Solyc06g051840	Solyc06g007620
Solyc06g051840	Solyc05g054730
Solyc06g051840	Solyc05g054210
Solyc06g051840	Solyc05g053490
Solyc06g051840	Solyc05g052720
Solyc06g051840	Solyc05g052420
Solyc06g051840	Solyc05g051340
Solyc06g051840	Solyc05g047390
Solyc06g051840	Solyc05g044620
Solyc06g051840	Solyc05g026380
Solyc06g051840	Solyc05g015500
Solyc06g051840	Solyc05g012480
Solyc06g051840	Solyc05g010250
Solyc06g051840	Solyc05g009890
Solyc06g051840	Solyc05g009400
Solyc06g051840	Solyc05g009390
Solyc06g051840	Solyc05g009350
Solyc06g051840	Solyc05g009320
Solyc06g051840	Solyc05g009150
Solyc06g051840	Solyc05g008560
Solyc06g051840	Solyc05g007830
Solyc06g051840	Solyc05g007590
Solyc06g051840	Solyc05g006530
Solyc06g051840	Solyc05g006120
Solyc06g051840	Solyc05g005590
Solyc06g051840	Solyc05g005020
Solyc06g051840	Solyc04g082480
Solyc06g051840	Solyc04g082000
Solyc06g051840	Solyc04g081890
Solyc06g051840	Solyc04g081530
Solyc06g051840	Solyc04g081280
Solyc06g051840	Solyc04g081050
Solyc06g051840	Solyc04g080390
Solyc06g051840	Solyc04g080380
Solyc06g051840	Solyc04g080190
Solyc06g051840	Solyc04g079690
Solyc06g051840	Solyc04g079230
Solyc06g051840	Solyc04g078420
Solyc06g051840	Solyc04g077940
Solyc06g051840	Solyc04g077870
Solyc06g051840	Solyc04g077130
Solyc06g051840	Solyc04g076850
Solyc06g051840	Solyc04g076290
Solyc06g051840	Solyc04g076010
Solyc06g051840	Solyc04g074710
Solyc06g051840	Solyc04g074280
Solyc06g051840	Solyc04g072230
Solyc06g051840	Solyc04g071920
Solyc06g051840	Solyc04g071040
Solyc06g051840	Solyc04g064750
Solyc06g051840	Solyc04g063370
Solyc06g051840	Solyc04g056280
Solyc06g051840	Solyc04g054170
Solyc06g051840	Solyc04g049660
Solyc06g051840	Solyc04g026220
Solyc06g051840	Solyc04g016160
Solyc06g051840	Solyc04g009870
