Gene_Name	log2FoldChange_Pinfestans	log2FoldChange_Cfulvum	log2FoldChange_PSTVd_S23	log2FoldChange_PSTVd_M	log2FoldChange_Bcinerea	log2FoldChange_Mincognita_7dpi	log2FoldChange_Mincognita_14dpi
Solyc01g079580	-0.445255157453244	-1.70878316012886	-0.0375801240523853	0.340737403772662	-4.80577565909687	-0.59704697017423	-0.206072340897555
Solyc01g079640	-0.786931360553303	-0.472969178420473	0.27015150954869	0.0975743658597271	-0.965708635441753	0.257267841045166	1.15012876502872
Solyc01g080020	-0.3836311696936	-1.67499078840754	0.792642723956859	1.42673564954025	-0.745630765088905	-0.723068354036397	-2.86393438391759
Solyc01g080160	0.573429530839655	-0.015052664918393	-0.120425766798504	0.0563334540566515	0.0125792505207986	-0.662617837704926	-0.289422674795279
Solyc01g080180	0.635479991374432	-0.0280600861707849	-0.365857114713348	-0.0675645492292115	1.00892121205355	-1.65112340376079	0.213117803901896
Solyc01g080280	-2.57095970436125	-2.06039733465168	0.508159465431878	0.960948023176396	-2.58455379832609	-0.697859856632667	1.08183719676161
Solyc01g080290	-1.93101278646236	-0.54452605438056	-0.360034965155616	-0.0384619273864175	-1.30874045861389	1.58053482695072	-1.21622068735453
Solyc01g080500	-1.05028780760266	-0.0322083225173683	0.120756560240942	0.283332692202179	0.347162231515372	-0.456739560250417	-0.068055717311272
Solyc01g080880	0.580863047573762	-0.447966637027683	-0.269349282015852	-0.220953013507591	-0.175147149789796	0.107292147441895	-0.0711053164513407
Solyc01g080890	2.50827434067613	1.11109716357651	-0.170569008590596	0.127763934141523	0.891769817027832	-0.244301725078052	-0.601807074355553
Solyc01g081230	-0.897842727454402	1.31081420356914	1.03093344057054	0.718155471216866	-0.975327580333999	-1.33781022967359	-3.73456611498196
Solyc01g081420	-0.484430184615103	0.0763469051475712	0.0565540236548414	0.196974169241349	-0.904189134954015	0.809616904958137	0.85958376322503
Solyc01g081510	0.14075303377712	0.310273305402547	-0.0320771846182723	-0.397159297744861	0.119119443526133	0.277849092954271	1.16944466082231
Solyc01g081540	0.385580913895911	0.0470901548241464	-0.583473246003971	-0.102743175887268	1.91382672322516	0.0092772039506738	-1.0192231576808
Solyc01g073780	0.0	0.375493994463504	0.261781893557519	1.2909045431231	-0.964191743047457	-0.248599158192055	-3.13327278126726
Solyc01g073910	-0.0886366085435782	-0.933900169041087	0.689057495149274	1.22620715133775	1.01929857414686	1.86621294328326	-0.21421878702889
Solyc01g086670	0.657479552130639	2.63983363587417	2.9090037742745	2.37262749678361	0.407098282449505	-0.685694816413823	-0.0139056085206718
Solyc01g086740	-0.115162418845759	0.778858846373568	-0.41856228453152	-0.044031006610736	0.574842482288143	-0.261810336278901	0.435654752267395
Solyc01g086810	-0.99186691310808	-0.660910141883127	0.49216914132797	-0.131860610842462	-0.235068319549148	-3.21589094865357	1.18736070377651
Solyc01g086870	-0.0753654331365802	0.953067862596471	0.876199263020843	1.0793184685044	0.969277357859038	0.290069821669949	-0.602928605097187
Solyc01g087060	-4.7481802159286	-0.611748577384468	0.309407874728506	0.209171378504409	-3.12832501200604	1.22015078595678	-0.657839566343966
Solyc01g087200	-1.28602790246904	-0.51319089901351	0.487665983503791	-0.238022304099709	0.0695751718181931	-0.573068519043345	0.372707582024323
Solyc01g087720	0.817101538497934	-0.0986516269419272	0.381034968873136	0.359340296545532	0.194223462558612	0.873772420807764	1.00365626508902
Solyc01g087910	-0.261199003322024	-0.53040618272982	0.138388224846904	-0.0174201720122778	-0.299292545078314	-0.779253603057955	0.0317073417503381
Solyc01g087990	1.56368246890574	0.771628520847212	-2.57773640484143	-1.04440168639744	2.85453072068425	2.22329407404423	2.54932468273914
Solyc01g088020	0.429947882200034	0.0402267274413777	-0.161278128608319	0.164132730144656	0.524890475561806	-0.0591729981124023	-0.206462991203545
Solyc01g088080	-0.259045562254774	0.379331718421779	-0.260249742233182	-0.157102372913989	-0.12424240657683	0.308142222468979	0.0591879928682258
Solyc01g088160	-0.756473671139815	0.581470315655744	-1.96700875370743	-0.431913444976328	1.83559362233678	-1.45275254534383	0.342316844282718
Solyc01g088240	-0.516020487702191	-0.338948943681693	0.408160515906358	0.130858697788321	-1.0796141205707	-0.497719389822411	0.737546507418062
Solyc01g088620	-1.57445851934663	-2.59553057603704	0.156638155197968	0.0337441232906143	-3.71001336898807	-2.01101769102917	-0.987917400206691
Solyc01g088630	2.42321283202402	-1.08188640584376	0.278283368315803	0.686574387674623	-1.1148540472191	-0.451640546739787	0.0415655633979611
Solyc01g088690	1.00243756695897	1.05451827391673	-0.0098022478287911	-0.214113717797568	2.15435212352395	-0.184290561384781	-0.332840881484382
Solyc01g089870	-1.54142503789811	0.158571454815503	-0.654436907107026	-0.442141927237746	-1.63980975807322	0.173519766780708	-0.268122813938559
Solyc01g090140	-2.38003555915867	0.533425125534155	-0.0192193512016308	-1.30278341504468	0.0	0.622066872979581	4.13364655385979
Solyc01g090590	0.645552952529765	0.280386629975801	0.0675482093526711	-0.0857538546107446	0.671507586857104	-0.567974556574313	0.469736614811929
Solyc01g090650	-0.0821243454505378	2.04537983941207	0.615802604874246	0.603895480403018	2.00424431679513	-0.0618532261925332	-0.913487801858666
Solyc01g090690	0.0321344955965787	0.763040482278158	-0.0809350436734509	-0.123287992482201	1.12771173108258	0.105321023750362	0.244086248326367
Solyc01g090710	-2.09828975837746	-0.971770255521358	-0.483388070815579	-0.238377161962197	-1.20667308538159	1.00821599360886	-1.39767227407573
Solyc01g091130	-1.13377722296547	-0.0486757399605721	0.2484306443306	0.973338482927701	-0.688322555789794	0.376041112766713	1.64781705219929
Solyc01g091530	-1.28587046913676	-3.3884467335988	-0.583339036269696	-0.508385063117884	-7.12431646074648	1.03755232546601	-0.513096683124256
Solyc01g091700	0.165711476024326	-1.2087967692544	0.299648333297892	0.938296045786458	0.958766678832948	1.87279340618023	1.57044319335696
Solyc01g091930	1.40554334909487	0.120051379025435	0.0951846803728852	-0.274736159402712	-0.216571863517696	0.765735821488415	-0.489829365380981
Solyc01g091940	0.0668119884831037	0.473008015695481	-0.551700850791704	-0.749898696642136	-0.377365649770826	-0.990767609869673	0.590285702107166
Solyc01g093990	-1.36505544906572	-0.695588661889062	-0.613501149888428	-0.620527243802987	-3.42570248117254	1.61036544079048	0.334789538068828
Solyc01g094230	1.21830528314683	-0.55488921040438	-1.11639643958655	-0.350966808207732	-1.39437497385411	2.99957319691227	-4.59613461340301
Solyc01g094590	0.614257526955246	0.19192645450346	-1.18287352569575	-0.737677536729054	2.3782283440863	0.269412913427204	3.94742234988881
Solyc01g094620	-0.0262258297421836	-0.187910164717744	0.169220957201352	0.360015245732737	-0.003220762637061	-0.344185329110142	0.280491525062599
Solyc01g094680	-0.209001789025713	0.0672561257681299	0.477454889265471	0.17254879429573	-0.719483796326886	-0.007514092487437	-0.696753954900875
Solyc01g094700	1.21367443762356	-1.90627761437338	-1.14608046072238	-0.776125238684423	-4.26876319419494	2.21900385487189	1.6865751660187
Solyc01g094720	-1.77616606010735	-1.00301389276424	-0.808264340109849	-0.579407442237588	-2.53440584926883	1.2164941553766	0.784771546370737
Solyc01g094750	2.26422140947539	-0.885732994032599	-2.13406434791794	-1.59140109174863	-3.03153827215822	5.41837657486415	0.899974088422838
Solyc01g094820	0.631184366272397	-0.216573856684354	-0.732368040106878	-0.670094567481662	0.230380970005458	-0.566402231584333	-0.0274890787776922
Solyc01g094890	-0.0410362695881359	-0.0529948749557667	0.242494514022743	-0.195142635883797	-1.51028308830696	-0.506314816502778	0.402930727138622
Solyc01g095000	-2.11684442342141	-0.648291855381714	0.517479246270633	-0.481916423760165	-2.79372384539255	-0.34012455759566	1.9202402489749
Solyc01g095130	0.7176514069208	0.571345022727651	-0.302620701706532	-0.148325397795564	-0.630449726280858	-0.0431651781184706	-2.84368556229127
Solyc01g095140	2.4629179911904	3.07250828006962	1.2445347247972	2.78430052500203	-4.6538302347653	0.727252298127929	-0.629318649457863
Solyc01g095160	-1.27748660905478	2.07619954447092	-1.778290146217	0.0460469990043995	-0.453014256737414	1.5969989999717	1.50391015265893
Solyc01g095200	0.407622163718915	-0.258223049427434	0.11962150547744	-0.0907945320328341	-0.37270145520415	-1.54111455802405	0.155271251903937
Solyc01g095220	-0.124218654292108	0.842928451743085	0.487544069626803	0.5270420848486	0.394557802279558	-1.21079444423779	0.856460125834206
Solyc01g095320	-0.115083888605201	3.10519579936769	-0.972877845861895	-0.374802613542747	0.290998165603469	1.69262756028879	4.64753704520774
Solyc01g095370	-0.0192891347023588	-0.0094154519252298	-0.935087680455772	-0.743228071149754	-1.48168219987506	-0.001077031643915	1.14129962410725
Solyc01g095450	-6.26675983118312	-2.89717707883689	-1.47653304149775	-1.09389302151251	-6.14537331714769	0.0	-2.30333194663936
Solyc01g095460	1.27492757429904	0.0659444610862617	0.0751055569780917	0.841257547549141	-2.25971700214233	-0.294178308572348	-0.0233809666133676
Solyc01g095670	-0.907727598606188	-1.08552800857501	0.459179446266489	-0.447876569980274	-2.78291458628036	3.28712361030351	2.20785625025407
Solyc01g095700	-0.856582249128447	0.222773174253172	0.680489315285883	0.456247479527295	-0.336077767839979	0.190837925892347	0.53694224138104
Solyc01g095770	-0.177092957268123	-0.186979220131636	1.8586796871172	2.37572425819384	-0.310195220619184	-0.930132387682002	-3.41614236759197
Solyc01g096140	-4.44077020023534	-0.789648709639437	-0.349212649627868	0.0660572454708069	0.0	-3.33834415310679	-0.1886103500082
Solyc01g096210	-0.248906997282178	-0.561051090629007	-0.15222337433525	0.0347158546375899	0.0060172944834032	-0.430996569743943	0.616010752440717
Solyc01g096230	0.978656106214422	0.0467372470153897	-0.321260575979412	0.0026596687872102	1.07391165747677	-0.965221906984768	-0.930919868415142
Solyc01g096250	-5.04361261510685	-1.16330788314573	-1.84968030510365	-0.252523165115719	-6.80579217531022	2.62511251313673	0.275998827078105
Solyc01g096350	0.0761928512913847	0.162365686632143	0.527234056960376	0.439574919757808	-0.767069663107832	-0.510425204499918	-0.562574054242266
Solyc01g096460	1.30661454419652	0.236737045460814	0.639104843052478	1.1376645361106	0.130247481672001	-1.14826636742115	-0.679827097945319
Solyc01g096510	1.55833208122543	1.33809636195139	0.495448449788566	0.55944165278813	2.818347525392	-0.964199071150331	0.447095764276609
Solyc01g096530	0.362245852135375	-0.03805796318989	-0.0724867743723518	-0.0239070178935817	0.698669858329111	-0.50416433247765	0.121118371233675
Solyc01g096940	-0.307200992769362	0.275896191101376	-0.965143821069917	-2.33010488279766	-0.199795623581458	-0.797041961848647	-1.15652549290754
Solyc01g097380	2.19586007511228	1.10622961704218	-0.213754555920079	0.0842355734643827	4.75822287938276	-0.536185304708973	-2.38674894754223
Solyc01g097860	-4.08517416500982	-2.38229390426464	-0.0619995052527481	-0.456681932746565	-4.05788085814779	0.926000299387623	0.847771297317147
Solyc01g098480	-0.436782749044045	1.5316491318051	-0.176783449841342	-0.637919971249972	-0.135320676041336	1.19254811391589	-0.691908988573036
Solyc01g098540	-0.297957954422523	0.0281279507764295	0.261876834437743	0.0892885200440495	-1.13946285244206	-0.949064129092984	-0.120099752853634
Solyc01g098710	0.374593061008332	1.43779723229987	0.901963815634774	0.869504944232081	1.10523536985018	-0.738077975665076	-0.544444593705664
Solyc01g098760	-0.752751871791036	-0.680935435545325	-0.177541899993736	-0.168974287770072	-3.01513574485219	-0.127048894423947	-0.173841922566362
Solyc01g098930	-1.36643284257241	-0.663391711766632	-0.370844580493444	0.701847206301156	-0.820772791358617	0.627347869364516	0.0225331659915401
Solyc01g099090	-0.809607751784173	-1.0443626066017	0.450891127164051	0.0327264553546834	-2.35880961097106	1.11364560758011	-0.10704340641112
Solyc01g099500	-0.207657090734019	0.470658906457166	-0.458025639796283	0.0869219743933385	-1.45263183845997	-1.18915735555762	-0.993115053568132
Solyc01g099660	2.45865020413428	1.33059732681338	-1.37905948250373	-1.54402842281109	6.731575367435	-5.01698180725458	0.158739969712811
Solyc01g099770	-0.482137221306811	-0.481315242117234	0.248998624697247	-0.0809226369877861	0.37334488089249	-0.0411071133587839	0.569447354808368
Solyc01g100030	0.520335351625602	-1.04403766324626	-0.662218403391216	-0.212041009944721	-0.632516842200155	1.5746379930307	0.484507180060429
Solyc01g100290	1.14123025375529	-0.444045421670367	-0.244545627344567	-0.103407734234649	0.0989674836021898	0.864686450049044	0.267073805957303
Solyc01g100360	1.6103132697455	-0.123521013575511	-0.550997981481174	-0.426733086892474	-0.551534536421806	-0.607165958451067	-0.661790477680512
Solyc01g113620	0.0470069137500211	-0.251165928422033	0.431881167892581	0.416537906745965	-0.321850613602882	-1.33200439278667	-2.27688198759306
Solyc01g100750	4.19113674163277	-0.341323919269046	-1.27634345067826	-0.97799774181373	-1.59808945841357	-3.68905173456279	1.82828652607322
Solyc01g100810	1.72126246745737	-0.126690273309337	0.328487391691256	0.794492282210623	-0.36597041560463	1.07584245144741	0.264771325360773
Solyc01g100980	2.83223334375149	0.433326246250573	-2.58421959857334	-1.02169842949267	0.23809236680405	-8.79158672777256	-3.99359897516866
Solyc01g101090	-0.160318097513163	-0.720873270911583	0.56492086113177	0.898928616647017	-2.51861231162852	0.571838085719953	-0.295269795530112
Solyc01g101120	-1.32017103819371	-0.483774381972779	0.124768587509706	0.341442773135556	-0.717918791248906	1.33175980244829	1.14473304224995
Solyc01g102300	0.849880589058772	-0.917192688256157	0.517409954447744	-0.295332495522553	-0.996958210616122	-0.451731526534994	1.30717826907478
Solyc01g102310	-3.57684687912593	-2.02762680059403	-0.197387659655531	-0.373146072728268	-4.23524216497774	-0.789179207691822	-1.4983960020307
Solyc01g102460	-0.81736432467349	-0.181946477495102	0.335137637829461	0.356257949784625	-0.901087964212841	-0.292969778600369	-0.535264351308771
Solyc01g102580	0.752964484855885	-0.403740475330036	-0.162958667931533	-0.111955731458161	-3.45912087390672	0.118850163301714	-0.256195166403361
Solyc01g102670	0.478029049449527	-1.61172161177184	0.850800481999216	0.912044955459001	-0.940057828437411	-0.466175000549327	0.505390012096322
Solyc01g102680	3.01561308080422	0.625346862725904	0.245075604101821	0.281611136475641	2.72524867727715	-1.38624314458961	-2.51717388977773
Solyc01g102690	-0.328257118616226	1.570503122318	0.501577900163694	0.53173060282509	-0.227083951503386	-0.171304372908019	0.367362042763157
Solyc01g102810	-1.26117195760054	-0.900199121935529	-0.464354432196427	0.106339895283099	-1.91251495578461	-0.17873822555252	-0.640155400068205
Solyc01g103050	-0.192364056362938	0.383296932788026	0.594767994253513	0.526087052787118	-0.0835046115073117	-0.305089589058719	-0.0952645443487274
Solyc01g103170	1.02731877089832	0.949367610166262	-0.153108199271895	-0.0102602587970971	-1.79137792939004	-0.204718053289288	-1.00140673036076
Solyc01g103490	-0.494096043582122	0.534723371674195	0.797394501904607	0.816842015625138	-1.07735344290798	-0.0139291011026527	-0.300842993042583
Solyc01g103970	0.775275964174588	-0.248734338641948	0.735487623096511	0.661398377209667	-2.42586250553085	-0.65474285286259	-0.211243186578514
Solyc01g104490	1.07795617826759	0.28886738787596	-0.262777214788411	-0.178849915700019	-0.324751629399416	0.894592359661832	0.454354858365018
Solyc01g104760	1.54686269418053	0.49261624929856	-2.32917504314571	-1.0184191429236	1.89783333979933	-2.5823579696528	-0.0218184970529377
Solyc01g105410	-0.804479806773808	0.860555585893044	0.0530908230289664	0.308354932204281	-2.46636135632861	-1.38073605520681	-0.613571083929198
Solyc01g105690	-1.5471996936281	-0.460070778090895	-0.538226516740497	-0.253720751436188	-1.34457531571359	0.270342391428847	-0.692824412733793
Solyc01g105700	-1.54063435201843	-0.620886664341088	-0.788140594891315	-0.308321915237412	-1.76986983088046	1.26232524320416	-0.157621253031867
Solyc01g105980	-0.0272115721673946	-0.767248699275444	0.23474957492766	0.244803344345713	-1.49688778246407	0.0556369620386092	0.0781921577350328
Solyc01g106280	-0.66106131461455	-0.324481680214688	-0.443630897695779	-0.0443917157774258	-1.48307015817631	-0.905789651042308	0.0927805495775403
Solyc01g106460	4.68971353125548	4.57948750201611	-0.160739149619702	1.0919937018497	-0.758700626772031	5.07652472899558	0.809862148654846
Solyc01g106540	2.39534165548816	-2.25942938526216	-1.08998898375537	0.533460331576418	-1.28632154442979	-1.00852010996398	-2.49424315054681
Solyc01g106870	0.520950629287379	0.315601329558377	-0.535985285407345	-1.06842166168465	-0.479769644921877	-0.363436943108562	1.16725995968955
Solyc01g107200	-1.24936194707587	-0.942864112741741	-0.566819518138666	-0.35566893772596	-3.77418873089165	0.532604933013857	-0.282062830637369
Solyc01g107260	0.598028087096621	-0.962705409608115	-1.07828223790468	-0.573005442730659	-1.04635856777283	0.437813075093586	-0.554219951452789
Solyc01g107670	-1.54197048247361	-0.0571831612961994	-0.161516764357867	-0.642243666677147	-1.83778372463438	-1.79531257035685	1.56372027816563
Solyc01g108000	0.769928255469178	-0.681016861622561	0.430027886341371	1.06858590686615	-2.06059652088329	1.31564170554056	0.26071517478133
Solyc01g108010	0.254086131295797	0.308198731377583	0.24023509924497	0.732576599644276	0.213867573177049	-0.425000737031128	0.145546855688684
Solyc01g108080	1.72717607488767	0.0710119623004791	1.63459486228932	1.43554106568496	-0.0388596652929466	-3.15339882597757	-0.270459813482309
Solyc01g108250	1.09167030965959	-0.0499593693608997	0.33209044142529	0.915061686628354	-0.173081049593535	-0.561269552231729	0.275087626276711
Solyc01g108360	2.35122815319937	4.07466167531945	0.852139101592449	-0.170735622044578	3.04514891663565	-0.97588961645114	-0.351321002643491
Solyc01g108400	0.378616038263815	1.90736158522413	-0.0713710836077243	0.0950855632312632	0.906942485415264	-0.538845591645049	-0.613645800950321
Solyc01g108450	1.49596481372488	-0.587963871939054	1.26954032122318	0.280810313838417	-1.57629460796891	0.225061596353431	0.72316534168116
Solyc01g108610	-5.01299079014852	-3.32279235719382	-2.15609534014828	-1.54980264323186	-8.72053883128113	-0.019518881870003	-1.74055374026348
Solyc01g109060	-0.480166020821536	0.406809299146467	1.04432603702023	0.80851087087089	0.300615469004517	-1.35702328763736	0.573235197862445
Solyc01g109100	-4.38986525651769	-2.34159337790392	1.40937293923106	0.0	-3.98140317889901	-1.03435736777508	0.282590803419753
Solyc01g109200	-2.04435255080054	-0.929557993014715	0.756051112156071	1.28106162481152	-1.97077003583602	-1.86387125787301	0.319105153789699
Solyc01g109250	-1.80227209860856	0.239201209778223	-1.11109625348189	-0.169587205807994	-1.08124368370302	-0.282373889820388	-0.510011666320023
Solyc01g109420	-0.042261902689634	0.924974063059052	0.7287815587664	0.753661443003364	-0.0188842746555745	-2.91823690814453	-1.53169327517879
Solyc01g109570	0.921691858586792	0.877824058343614	0.152307787852786	0.3732474548861	-1.2277631398983	-0.0590208219743936	-1.36037698094925
Solyc01g109660	-1.7268347239223	-0.29230464511518	0.0527175657879486	-0.103398226872051	-1.10177097132883	-0.749131615526462	-0.417221656757846
Solyc01g109870	0.443124027225542	0.106515264334217	-0.29754917261806	-0.213025190047442	0.274555651339979	0.016824168137583	-0.562334447751215
Solyc01g110030	0.918037653361318	0.0282667736411228	-0.0558429536633188	0.264441160307181	1.5655697211022	0.387613440924025	0.457210810845746
Solyc01g110110	-0.53802364531723	1.54253238643422	-0.195613507982011	0.463648998851478	-1.73376643431275	-0.977322044830028	-1.01298006888992
Solyc01g110180	1.03001982035915	-0.82674875379384	-0.741340422905887	-2.82192769040962	-1.91766899011261	1.90096935124743	-0.159355830312234
Solyc01g110350	0.681695702692834	0.28209868986967	-1.16034056590246	-0.16575050249661	1.98060179490779	2.01827671861104	-0.392667599069583
Solyc01g110360	-1.7832053376676	-1.71938858680657	-0.598133649863819	-0.0699756221431248	-1.57066183976538	1.60883841412228	2.7292125411161
Solyc01g110490	-0.962139081289429	0.242178163078482	-0.0067402868982391	-0.13083790074084	-1.01893948891835	-0.16319214768737	0.227080680213925
Solyc01g110500	-0.136441292519535	-1.38032133868842	0.565107485080374	0.310131875306593	0.866887475174484	-3.24613212185974	-2.21672509463884
Solyc01g110550	-1.91514595415251	-1.54249456685606	-0.652015036952985	-0.347715934551702	-3.40745743460071	0.0992978587112773	0.120476812335762
Solyc01g110660	-0.913765875669708	-0.584747271423317	1.76375332863884	1.62132466716128	-0.889100825908808	4.68853660930779	2.4354424934041
