Gene_Name	stat_Pinfestans	stat_Cfulvum	stat_PSTVd_S23	stat_PSTVd_M	stat_Bcinerea	stat_Mincognita_7dpi	stat_Mincognita_14dpi
Solyc01g007110	6.03151690542556	2.12327306334294	2.53568623250686	4.42604519711191	-4.27708631521331	1.52905619984109	8.97019428141409
Solyc01g007250	-1.62109191490591	8.23259499961173	-1.08119707360886	-1.28843357773826	6.88423071432271	-0.815812604236428	4.02341084404226
Solyc01g007890	-4.12568446311983	-1.78123572850482	-1.897762218995	-2.45763459211423	-3.75893903100738	-6.47332644784471	-9.04246886475397
Solyc01g008340	-2.84003676346607	5.1098413616831	-1.04170215570033	-1.92691005658761	1.92603173419649	-1.71154101630971	-1.71843927930258
Solyc01g008560	-0.884926226424947	4.28079650675762	3.21818702903418	4.24669744582315	-2.24574788635367	2.9955030184524	-4.5134456246783
Solyc01g008930	-4.28696369428877	-2.35952926412488	-3.47974948550722	-1.90064789523127	-6.1407458684539	0.0524714621715694	2.20846616560415
Solyc01g008980	-1.00129048170873	-0.470300201751638	-1.76599327473067	-0.58100131536836	-0.0875251190444346	-0.24758637659921	8.08858026054445
Solyc01g009380	-4.6680241558835	-1.1847791909427	1.30745584870263	-0.667524540726213	-9.04456529179132	-1.23501117976173	4.40822527173108
Solyc01g009850	1.1930825601874	0.919554312943763	-1.42017979978895	-0.549094893174115	1.23393751117527	3.00796170497736	3.64297000865046
Solyc01g010310	-0.0031695638140424	0.547674588169998	-3.66405798368491	-3.40405224070614	4.01222971610051	-1.21120454819334	-6.37865133675418
Solyc01g010440	1.31838175332449	4.14130087060146	1.04102472285998	-0.0707412326383968	3.05354912522508	4.16063416668355	4.91371892468552
Solyc01g010870	0.399879891661141	0.66114007701245	1.40278169472547	-1.77988938221892	0.682182475351751	-3.9239680670557	-1.0600217073548
Solyc01g011100	-13.5525602995218	-1.63895097977077	1.13458918442925	1.84005030492277	-9.33081355935969	-2.148756468378	-2.63305718262003
Solyc01g020520	-1.62460119303953	2.88986872183084	0.991972805966322	-0.569519759976804	-0.477808283858551	-1.54274636941011	-0.485405162021226
Solyc01g022740	-6.04799395195948	-1.9589860997637	0.108575439482171	-0.521153132617838	-2.93791522685841	0.68180947161338	-0.668470479259654
Solyc01g057200	-5.81742603385339	-2.10817523744337	0.489686619849619	-0.148323038190345	-11.6338987708962	0.832786665457825	1.49547036121971
Solyc01g057430	-5.81109495208761	2.18089111468682	0.754929264362762	-0.596680267395722	-2.08528795136014	-2.53620141057438	0.736667373794801
Solyc01g057520	0.794467148195956	-3.74476187267582	-1.0301264194463	-0.114118025333266	1.00026511237802	6.74851059414055	4.32288745019825
Solyc01g057910	7.83974587151378	1.4971249606227	2.37436013464221	0.66589244625244	6.68565505808533	-13.8738919394309	-3.63595970253332
Solyc01g060260	2.63871882050114	0.0361131222916099	-1.07691583766988	-0.157989464713056	-2.10918875082965	4.41728224121154	6.63552587230067
Solyc01g065540	-4.45509468446153	0.180275973505066	-1.75011871538846	-1.42672641118548	-2.65671658574339	1.48822659923077	-0.471908074844261
Solyc01g066640	-4.31234952615057	-1.58476838633672	0.646014089545942	2.07610147223985	-1.68679108779267	-8.89890151593556	-4.33418719461549
Solyc01g066680	-1.58210262620748	-3.26429983646834	0.0	0.0	3.40997123724884	-1.05145873807067	0.0
Solyc01g067120	-5.46732640670734	2.20856741064461	0.295832727047125	0.702745561276402	-8.66637122485031	-1.91131867839672	-3.26143322553265
Solyc01g067230	-1.28740827273948	0.31696166815389	-0.84795583691272	-0.48150670042718	-1.00029492479271	-0.0343901099850856	0.21604313273689
Solyc01g067890	-8.17956576972443	-5.88004308432169	0.75446644720822	-0.517188728543793	-13.1871089552126	-6.08359739339789	10.3515896320276
Solyc01g067900	2.67745071317825	-6.73200618819396	-2.92975812174867	-3.00778091339539	-7.16566993987391	-3.1592572746645	3.54997473533669
Solyc01g068000	0.898004344125503	-2.00347166866671	0.128490472686906	1.40130535611414	-2.90065939793784	-3.64141254471945	-5.55488020528033
Solyc01g068050	-3.77407618505908	1.91261226739625	-2.91588647844588	-1.79887649171077	1.05230429012973	-0.158865314453927	1.71394090412972
Solyc01g068200	5.52612742219256	-1.05570548734538	0.529128525425997	-1.02388957590143	0.604629352829423	-0.250496168527481	-0.683228743810471
Solyc01g068260	-0.0623145921805686	-1.80221419692242	0.815309815547986	0.130801875630232	-6.46652265137118	3.74980160931901	4.02571320306014
Solyc01g068480	-5.23876431840668	-0.975878733012048	1.34772233665408	1.99906150856626	-1.91610897837794	3.73323002415077	3.85931234940351
Solyc01g079340	2.09833245329673	-2.09240100798281	-0.361060795090001	0.263781922822743	-5.11555098447197	2.7749872432255	1.8209304121541
Solyc01g079550	5.30063707497902	-0.650886635197987	0.561486046460774	1.01429557317312	1.97871723138739	1.30148065079172	-0.961304290623523
Solyc01g079580	-1.82602518742345	-6.53737494835728	-0.175940273188041	1.71548757087037	-7.25927565548044	-1.18724102040483	-1.00168884600306
Solyc01g079640	-3.66246840047995	-1.51101435931489	0.962652484779882	0.31835664468593	-3.46987913354629	1.04407500435841	4.24960153459033
Solyc01g080020	-0.896391948094997	-3.94485377187224	2.81321741683868	9.63586301884286	-1.41682593815633	-1.0458210891911	-21.6101036414004
Solyc01g080160	2.83998644917044	-0.0736372270959503	-0.647942349760489	0.295136945618587	0.0671582365389361	-7.11473875429006	-3.27932917242609
Solyc01g080180	4.18267024111221	-0.0904212362804265	-0.884511092199823	-0.136338384636819	3.7946115130121	-3.65336234763726	0.7935725019976
Solyc01g080280	-6.99730017359319	-5.08822489662994	2.19669928817187	4.99738570788373	-8.91663105208194	-4.25571494863812	9.00648691261304
Solyc01g080290	-5.81259928408454	-1.11141333742325	-0.791156037685152	-0.0977518709003595	-3.1675874742046	4.83178624918763	-3.30356394730282
Solyc01g080500	-4.33476479823061	-0.11353676292561	0.771992868244505	2.45589139787633	2.02842393606118	-4.61294831969364	-0.737274030155297
Solyc01g080880	4.45902077465583	-2.01867561071095	-2.0655246691455	-1.61745358694634	-1.0484732662415	0.600104920670725	-0.406077867613964
Solyc01g080890	7.36204589606855	3.76930589955933	-0.527360574795153	0.627857600578495	2.11496100720147	-0.988955475831685	-3.04170061684774
Solyc01g081230	-1.56107687442031	2.64365354409128	0.577503483072645	0.385592971097724	-1.1051330482462	-1.57491946860766	-4.1620961040163
Solyc01g081420	-2.66300676164179	0.293149068287337	0.236506350282644	0.739809016200521	-2.10518468674247	0.884212443544582	3.21780600079432
Solyc01g081510	0.45034360618488	1.67972855103697	-0.0634896216442492	-0.815475665363708	0.249027639107937	1.1309038688598	2.91583521638644
Solyc01g081540	1.50727248103304	0.208677030460548	-5.5326359488379	-1.22814291993622	9.4459658786929	0.125792886339526	-4.82080805714181
Solyc01g073780	0.0	0.307091690645433	0.538687673799816	3.28660814724306	-0.313474737894724	-1.43898563892701	-5.19388692373768
Solyc01g073910	-0.278521109614889	-2.64968623231797	1.89611425042641	3.9273609045799	3.6282254265811	14.1293387290595	-1.45642190286874
Solyc01g086670	1.51776439503294	6.14639725307613	2.52030445248461	1.87746727959301	0.902313086851994	-2.58464474688843	-0.0298528865642413
Solyc01g086740	-1.48107581294667	5.76285588949026	-2.45547095684887	-0.273367734596788	4.64582189875472	-2.513188796417	4.80831580969112
Solyc01g086810	-3.88884416391053	-1.67136173786405	0.903638146003706	-0.231711263311991	-0.157324484358096	-2.98597921667318	1.57443471557539
Solyc01g086870	-0.345087309253789	3.5982819237144	2.81039076954724	5.14127133314604	4.75298226767677	1.27469783221307	-10.246960567265
Solyc01g087060	-9.38988171576954	-1.4777756697698	0.933018017895145	0.510864795313112	-4.84624775576653	7.14097151070146	-1.97499367754431
Solyc01g087200	-3.30319216029073	-2.41080544667532	0.987375755271297	-0.415845369950988	0.13598727785757	-1.34890907984876	1.17576898446418
Solyc01g087720	4.54499493814889	-0.460237375380463	2.55326954170636	2.33155876819049	0.997478328211992	9.06767430682843	12.1753654111223
Solyc01g087910	-1.87411619207842	-2.02455337688174	0.492083198711743	-0.0627447429168153	-1.34060834351318	-2.11432577218861	0.22314540041112
Solyc01g087990	4.22155908951027	1.44422592278133	-4.22418283345173	-2.1882235114213	10.7988382441011	11.2642342385651	5.25311504454549
Solyc01g088020	4.15328047998058	0.290317890358569	-1.67634543868052	1.35391941425081	5.12632287726468	-1.03128672540152	-4.35886690572006
Solyc01g088080	-2.49904339223025	2.60312310301229	-2.35561575371321	-1.60315847525425	-0.89514061266831	5.85180041076171	0.810336965164183
Solyc01g088160	-1.89523272525978	1.30221642433016	-4.58888265027663	-1.1088727637512	3.98099006430645	-4.09403668777075	2.36277876828448
Solyc01g088240	-3.95373876201191	-1.70095421841683	1.81266929612047	0.537263651319188	-5.58564264263437	-2.78086237813793	3.57236722412914
Solyc01g088620	-2.28591886262178	-3.59689827878536	0.159167251785332	0.0326872633976534	-4.50500075330093	-2.62165486700427	-1.03949195805467
Solyc01g088630	2.44533009758776	-3.36518806805748	0.267010789274218	0.734760051722668	-1.30605448929253	-0.53090265179076	0.0827493435377241
Solyc01g088690	3.37000346722885	3.58623897686848	-0.041925554835502	-0.852572569183901	7.97091492901253	-1.54149076630567	-3.42826283500561
Solyc01g089870	-7.47684030453638	0.90859780443107	-2.08589893610561	-1.39407065961339	-6.35595391774934	0.621139530222207	-0.863313827176967
Solyc01g090140	-1.64122677937614	1.11964667445794	-0.018895341419193	-0.992617298882325	0.0	0.646489416595889	5.06119680966642
Solyc01g090590	3.35941784698061	1.51742040794418	0.36791693838605	-0.436240843639746	2.44178005539901	-3.48545116371261	3.32177855368788
Solyc01g090650	-0.341844415735986	8.58240609263475	1.99294814131064	2.02061730005078	4.82861915566824	-0.343485414998364	-2.32485017306206
Solyc01g090690	0.309434218823198	3.87921097122488	-0.598895071340093	-0.743520393864923	8.34944922924867	1.48475621988948	4.99291372129216
Solyc01g090710	-6.01178445312469	-1.64329836456877	-0.911454984096218	-0.486987229601073	-1.99545365716393	2.45618678662384	-4.06653666602186
Solyc01g091130	-6.82891189429634	-0.23870327067181	0.549907517411649	2.34330436589977	-2.75970962595909	0.398477208434557	4.5355392428541
Solyc01g091530	-2.32270567373825	-7.74995974021965	-2.5349135808754	-3.06384390498377	-14.0265783558813	8.23762516948441	-1.54225657228851
Solyc01g091700	0.312612394166855	-1.80779310337055	0.853715893167595	2.81946493920709	1.90123269751862	1.8598633501597	1.57176950633199
Solyc01g091930	2.58021307580102	0.174835377484427	0.423168491846969	-1.10378544099741	-0.338402861578067	2.83526419242552	-2.59109395412443
Solyc01g091940	0.341108028530186	1.9234514840497	-1.51354486506662	-1.78400656765904	-1.18937012280813	-1.54876491663392	3.28971736664283
Solyc01g093990	-4.29974596865293	-1.88312442479814	-1.16360012167066	-1.11331038804302	-8.1040047236565	1.45754062142758	0.78451759511194
Solyc01g094230	3.39209404000844	-1.31184746772345	-0.941530290222567	-0.308271484657852	-2.3619040461296	3.99530327519504	-5.35421902741156
Solyc01g094590	2.07352793803386	0.671973106505307	-2.9509704130422	-1.95648089265988	2.83603072069306	0.304115633495541	8.43656024993475
Solyc01g094620	-0.16047621915422	-1.29769721796614	1.38205263491987	2.94035851941628	-0.0127637167705075	-0.968278593254404	2.2859974835718
Solyc01g094680	-2.18181768956663	0.497956412631693	3.28346259007926	1.15453260878239	-5.60146425728529	-0.0753057966034249	-2.36858960165537
Solyc01g094700	1.71768541437555	-8.0641205697356	-3.34902565850277	-1.9023582964164	-7.1517997053817	14.4377217722971	6.98031478507654
Solyc01g094720	-6.41558413080696	-2.73426411521541	-2.15430473878894	-1.71433690995622	-7.81605570344048	4.08927900665121	3.83636731921178
Solyc01g094750	2.92065543971453	-2.52671444328056	-1.93290286610307	-1.56865047242643	-3.38192372895361	3.88714986027657	1.48887411596044
Solyc01g094820	1.8807413529045	-0.765624567234186	-1.09033866811674	-0.965075048514384	0.85599924713734	-2.98695560464928	-0.162714119667703
Solyc01g094890	-0.117879516888967	-0.356816105914489	1.44507215575752	-1.04486067712877	-4.41836657571303	-4.29834676355622	2.35708604007493
Solyc01g095000	-9.30807938128182	-3.05277488920634	0.658041715680847	-0.491687255007136	-9.95107617463098	-0.673702869091646	4.10780943094474
Solyc01g095130	2.97043556257731	1.45174535778981	-0.556463914799318	-0.263161700885667	-1.41458647259409	-0.0494289839987745	-3.63638259722841
Solyc01g095140	3.5617989746163	2.8113383646578	1.45602403634841	7.53051573590698	-11.7668080808528	1.62503007061411	-3.67499575560984
Solyc01g095160	-2.91176184757865	7.22144712801879	-2.63895349600136	0.0740515887487969	-0.603872280841778	3.52114008290511	1.85451909267743
Solyc01g095200	2.72696036020445	-1.14436612926544	0.896154503724544	-0.617345835548801	-2.94828341095344	-17.8448208567972	2.0952691340605
Solyc01g095220	-0.812290449048357	2.97101995116517	1.47892029084016	1.79761097965174	1.6548918113313	-3.8492246193933	2.02448470067876
Solyc01g095320	-0.300780729183493	10.9732447056928	-2.73337740503884	-1.14998495445285	0.766862472898729	4.15878151712069	7.64742577962589
Solyc01g095370	-0.100005448302089	-0.0514298629178241	-3.43160419365689	-2.92844149840531	-3.43505264656063	-0.004800397776711	5.7297526987919
Solyc01g095450	-5.47237643553528	-2.86536992447613	-1.04101911221761	-0.837920798315409	-7.69863971020027	0.0	-0.922725757414111
Solyc01g095460	5.34749634947618	0.349681715654322	0.460055907909551	4.69262597690315	-9.24177438508552	-1.46166381886461	-0.264977225852243
Solyc01g095670	-3.90713707818226	-3.03695339175048	1.03454954692424	-0.886031982867921	-13.7462497726997	9.84638399285552	4.61861762210305
Solyc01g095700	-2.41123717505955	0.920723868125426	5.1563695031852	3.38142603157657	-1.37096936910431	0.841392954939412	4.25623601691269
Solyc01g095770	-0.221560287951744	-0.172054945084486	4.01960430782361	8.34332371144004	-0.178869210510934	-3.30007570568121	-4.40856357745243
Solyc01g096140	-2.62948764687438	-0.357135395441515	-0.619602500364426	0.115512093950791	0.0	-4.4553956280492	-1.05978117960161
Solyc01g096210	-1.82244699138721	-2.54010117700746	-0.468480627991014	0.109278010585237	0.022900033154548	-2.62777906925496	4.72166236474192
Solyc01g096230	3.07111767775847	0.138238475369961	-1.5394109993935	0.0112768635694864	3.71612801626529	-3.84836059230655	-6.18074330802828
Solyc01g096250	-7.03982549443364	-3.79189641751327	-1.48353141877753	-0.245338739485122	-9.19487390892841	17.2378855576361	1.38884689489145
Solyc01g096350	0.586337932697403	0.802744776506505	3.98491323364518	3.11988296302564	-3.43641103644377	-5.18351581622746	-3.69709378013487
Solyc01g096460	4.68458359161723	1.26082839874851	2.4826363156757	6.00833302519456	0.498290269626546	-1.08087616578417	-4.51606122904505
Solyc01g096510	3.30657747302376	2.03088445412767	0.896616113875601	0.924350770246205	7.23389849000611	-2.54818372331829	1.54307785872664
Solyc01g096530	3.43806607149469	-0.170430951034251	-0.298655268509415	-0.0931865806691002	2.78778558283953	-1.41656201777732	0.726746859023456
Solyc01g096940	-0.738348752321098	0.615141413857813	-1.76273196124218	-4.09413759201548	-0.224690229663944	-3.09717987985974	-3.03429788696479
Solyc01g097380	3.11612349759472	1.23324256081586	-0.0686855001705258	0.02706769674037	8.00042300680736	-0.402187657709686	-7.5650488092034
Solyc01g097860	-10.7766658318849	-7.48176253059426	-0.16813845914886	-1.29471581832699	-13.8006674645381	5.11100717020253	4.24400715022137
Solyc01g098480	-1.25919863692002	3.90451639009533	-0.410308475186206	-1.26862320577094	-0.163341138662887	1.55456706024907	-1.20124172434162
Solyc01g098540	-1.11095364941448	0.089474543771442	0.902603310413371	0.315684578860404	-2.96637414542998	-2.38517304374751	-0.759345656790673
Solyc01g098710	1.86863542326555	6.70426798145006	3.87812464366778	3.64214909971811	4.83729349972315	-4.10531953188967	-2.84160076970142
Solyc01g098760	-3.08413030015758	-4.26272015184336	-0.91459376137976	-0.812513110331463	-8.51630678438714	-2.97720080264134	-1.69520807542049
Solyc01g098930	-4.39792376302768	-1.96283823856112	-0.932781786892133	2.2029358446317	-1.89517700160095	1.53791798442055	0.062654074174946
Solyc01g099090	-6.38667651138969	-3.74993983560792	3.67171299080508	0.206462431009009	-12.3195626864825	16.244719034596	-1.32708280394887
Solyc01g099500	-0.75269605601018	0.879795370032195	-0.920976489278609	0.191577866339131	-4.53780704042929	-1.31368613751267	-3.64174893726087
Solyc01g099660	3.87743970961788	1.25021601968951	-0.594117318834733	-0.53932203148451	8.10215321060115	-5.84622648945177	1.05404972773663
Solyc01g099770	-1.86751045141839	-2.23102346536892	3.73401593628844	-0.665589491044653	3.30217533706259	-0.33220386294674	11.3042014415151
Solyc01g100030	1.73187784622895	-2.27726238867406	-1.54727902823769	-0.605554180878873	-1.3598438284702	17.7483083998513	2.38040511609699
Solyc01g100290	4.9985241046544	-1.83064769854538	-1.41700440720238	-0.627544844997546	0.400288324353086	6.02024445950298	1.41017528131497
Solyc01g100360	4.68724644527019	-0.551826740618862	-2.6538603706047	-2.63391407533642	-2.19587003359874	-3.91771896236956	-8.63440174098091
Solyc01g113620	0.329341883052124	-1.28336244908982	1.57593167586505	1.43105943472454	-1.56183130374659	-3.4293170997018	-6.94214567904536
Solyc01g100750	4.93505037649557	-0.662802259804736	-0.410961033796985	-0.31489889561301	-2.22849165891016	-3.20387066078735	3.77805825673309
Solyc01g100810	4.81654035608388	-0.801387952347807	1.24764528986638	3.33369832249586	-1.33108147567347	6.16055829053604	2.08848347513927
Solyc01g100980	1.87666043953151	0.342615941382996	-1.85202562548043	-0.815967884842509	0.112231937651348	-11.948572994436	-3.40105084419632
Solyc01g101090	-1.02498610741238	-3.99491885719849	1.59695200903783	2.36335094822638	-8.64159296366901	1.8311315263629	-2.39509802352979
Solyc01g101120	-4.42292117091193	-2.22829876932076	0.834449935599493	2.79384533623975	-1.73051662958037	15.8552756806945	9.80648111712477
Solyc01g102300	1.88330684003103	-3.50440769816763	1.28575102949006	-0.774195429212739	-2.61921224652263	-0.49541054774084	6.13316022466605
Solyc01g102310	-9.8482817129178	-11.3568375591864	-1.14985336463521	-2.5980099778946	-10.5190908190961	-4.17555964636296	-8.97879760616992
Solyc01g102460	-2.34734498780482	-0.482236436800609	0.303844468441921	0.330693746679479	-1.53142271213925	-0.820926595740017	-1.68090018834776
Solyc01g102580	2.93784422735106	-2.29313662709859	-1.00581279242211	-1.23301109250752	-7.89700074200417	1.55085071703189	-2.32073119014038
Solyc01g102670	2.2583219512124	-5.55426990504378	2.57657956488234	2.57639430540795	-1.54073355283358	-1.82824648446313	1.89916651184616
Solyc01g102680	4.8064152599377	0.707408024499019	1.50294617950468	1.36014625560885	5.67699605440687	-9.48500107181815	-19.8702257256582
Solyc01g102690	-1.10747236367837	4.97123870855629	0.8529453370002	0.848364085054797	-0.432779632469519	-0.669665855819216	1.54248461023815
Solyc01g102810	-6.05021463162122	-5.72050344863266	-1.75760447776539	0.4868343002681	-4.20163321726263	-1.30438155613382	-3.89896759856654
Solyc01g103050	-1.67201698940475	1.73062158477251	4.83724714211887	4.50753171228583	-0.539530271374784	-5.23664734560379	-1.99975436153472
Solyc01g103170	4.26222634513867	4.35557447766493	-0.486674908301452	-0.0496198912345248	-5.81140473464625	-0.782580292014318	-4.74145447287874
Solyc01g103490	-2.87227269120945	2.68375677212977	4.25330100244745	4.82110007525159	-5.98451563308242	-0.128137855312191	-2.54357722936931
Solyc01g103970	3.74608446691045	-0.964167645836162	3.86570798706969	2.8489150721664	-6.42739344295675	-3.83440231629107	-1.47439696163743
Solyc01g104490	4.98270947865448	0.906428575343702	-0.867232239943776	-0.53671535936546	-0.836164663252328	4.26596574530056	3.03595446899447
Solyc01g104760	3.28301201726847	1.72545789500516	-2.32972218149417	-1.20010291843185	4.79869553505065	-4.38465873991039	-0.0675179227026878
Solyc01g105410	-2.11577787722917	2.65421104421193	0.21281873010264	3.07056651551107	-4.53082760957161	-15.7672568391965	-2.93121451059516
Solyc01g105690	-5.22198774423458	-1.98516025150646	-2.39182073684383	-1.12262027967098	-3.14589028823252	1.72402875365623	-4.29621850709065
Solyc01g105700	-6.08874268717341	-2.93400172877402	-2.38329491390703	-0.960544543433136	-2.40663460767714	4.70527876053078	-0.622212077322486
Solyc01g105980	-0.220434092298755	-3.53925383241395	0.991255775531067	0.94719298697793	-5.1141907452651	0.297975502045166	0.542352461441729
Solyc01g106280	-2.59121914193982	-1.53666126647369	-3.59819776845977	-0.452781013040152	-8.46227523529988	-9.49106527249546	0.895966705746405
Solyc01g106460	7.15671176222269	3.26929786576647	-0.202492318365495	1.42457670320067	-0.501596523729778	2.64175861752714	1.86900719508324
Solyc01g106540	3.22931300558206	-2.0440002450899	-1.57566651402075	1.12779187704999	-1.37511626010352	-1.21581914478445	-3.97669479363031
Solyc01g106870	2.74320319788265	1.36894085787251	-1.87616825174872	-3.13213340719635	-1.65826135180785	-1.62283164356644	4.85914165148458
Solyc01g107200	-3.76078423875052	-3.17049820015849	-2.22436157795149	-1.36478815228448	-5.03990144644963	2.67343996822906	-1.05968564210833
Solyc01g107260	0.831639566685839	-1.11325357846242	-2.71545286044581	-1.49060478202637	-1.51277150666481	1.28027087984187	-2.66657904774092
Solyc01g107670	-4.07459840064567	-0.301545706198841	-0.716564465947462	-2.66991770803499	-5.85168360051251	-9.06279415950631	10.2666679174726
Solyc01g108000	1.19242931138023	-1.30398145122505	0.576166792579185	1.50394858383259	-2.4424793941384	3.52364469016284	0.878644968628217
Solyc01g108010	2.85367600564425	1.46280927547443	1.07987166966494	4.08153766519919	1.07867268817389	-2.61677370349449	1.01654700086138
Solyc01g108080	5.51889764850305	0.220491815441549	6.03856708548446	4.9076186204571	-0.190828408576304	-10.6877432525461	-1.05154458329299
Solyc01g108250	3.93692685963401	-0.170802706860478	1.50055593925232	4.17242734745755	-0.691059046208374	-3.20344447978643	5.9048875795024
Solyc01g108360	3.08695937488194	4.54574246505038	0.791161528499317	-0.34041428273248	6.3553664641053	-1.33179433298137	-0.790104434998879
Solyc01g108400	1.54589292954087	5.52549553927583	-0.347925024709472	0.561091807338784	5.50720199525519	-6.40384902525676	-7.76112228903736
Solyc01g108450	2.76018659666035	-1.83933481673051	1.88948578157788	0.418240507029673	-2.90345749399468	0.221644892950741	1.74775128580583
Solyc01g108610	-5.56152109692409	-6.28468332048166	-2.12661740306081	-1.60249928382354	-11.6855580947326	-0.0226088117357868	-2.37703875045776
Solyc01g109060	-1.63052627092601	1.7496129508786	2.6450564843233	2.03751669374084	0.567149933115276	-3.51363873874111	2.38907976473115
Solyc01g109100	-12.586295383432	-8.50541434801316	0.567304186359407	0.0	-19.3904729408221	-2.03616362480761	0.907619152780088
Solyc01g109200	-6.46259985661168	-3.70497648923471	3.82125694153966	6.71052046243943	-8.37388152966072	-5.4742083291365	2.09317017353645
Solyc01g109250	-3.00770306458303	0.453463952033042	-2.96192288673728	-0.460734798295612	-2.82053193619943	-1.22591287064866	-3.69935510640639
Solyc01g109420	-0.130283352481847	3.22884090474621	1.91778540525147	1.8691831174582	-0.0632830437157525	-4.85673198085487	-2.12083064184601
Solyc01g109570	4.38339654433607	3.24319336827366	0.846159128217298	2.49752342506952	-5.21042820809821	-0.513836166204566	-6.407342273834
Solyc01g109660	-11.6762235967476	-1.77919167084229	0.478361819140467	-0.789591657712515	-8.37669386675608	-7.49657874756953	-5.85975312010897
Solyc01g109870	5.84530814710542	0.689383427780912	-3.18314746906522	-2.39649782963085	2.22875999657844	0.255634254365402	-13.629874321379
Solyc01g110030	6.10807637570982	0.149815709435039	-0.2899028766185	1.51159044219431	9.81331441354891	2.83288360598622	4.00102572986014
Solyc01g110110	-2.40235454178457	3.9860508165931	-0.826867652242584	1.69315664374228	-5.70029691737283	-6.3106316732607	-7.02853813611398
Solyc01g110180	2.10302971999655	-2.1608185425274	-0.690908244350752	-1.84567207340165	-4.74791283014357	3.06232025007619	-0.175490216761002
Solyc01g110350	2.6778627627672	0.89747173842926	-1.19253331421342	-0.23430332622527	2.37383491049296	4.94192764792279	-0.743055385056064
Solyc01g110360	-2.48535769842576	-4.03431064548112	-0.364331482409035	-0.0454314738150032	-3.53448411828985	1.97966573351933	5.38483931955601
Solyc01g110490	-6.44951078941418	1.72332049430083	-0.0366879522738879	-0.733516769614038	-5.23381995762531	-0.969087556413371	2.87350323179939
Solyc01g110500	-0.148021959833016	-2.39096583193964	1.23617332831628	0.632007877467861	1.29723919484495	-14.0352453800109	-9.23057463304807
Solyc01g110550	-7.25857486446288	-4.70400633354241	-1.51158157498246	-0.813523051437963	-13.8366225694198	0.487363593829993	0.415039659195241
Solyc01g110660	-2.15621305718181	-1.06397103953513	1.31625332560311	0.982171652532874	-1.65581868462795	4.60528239852338	4.09163998903497
Solyc01g110680	-0.536918919908922	1.14739351320356	-0.138636589090956	-0.192172228264205	1.30921654285501	2.35777151378954	0.620250596924624
Solyc01g111160	-1.94125818659312	-7.65121296576122	-2.40182871678725	-3.73584306103541	-10.931336268538	24.0174314880925	9.83536361277381
